,0,1,2,3
social_behavior,0.62946874,-0.6480803,-1.5502864,-0.20325452
biomedical_or_dental_material,-1.5792263,0.63314164,-0.21454422,1.609304
quantitative_concept,-0.24411774,0.65894115,-0.78024316,0.16989107
inorganic_chemical,-1.6644584,0.9165184,0.31876248,1.3937846
drug_delivery_device,-0.40215215,-2.7693744,0.3605933,2.4600158
educational_activity,0.48764864,-2.5006227,-1.5813413,0.565022
chemical,-2.2555895,1.5776072,0.31041577,1.2640358
vitamin,-0.8728932,0.34678534,1.207909,0.33645415
fully_formed_anatomical_structure,1.5644965,-1.8919293,-3.1063402,-0.8535519
group,0.03405477,0.3393734,-3.0445096,-0.20518607
nucleotide_sequence,-0.101699874,-0.33192423,-2.9442453,0.5021145
body_system,0.12300576,-0.5117037,-3.4011035,0.6281301
food,-0.9895781,-0.9674679,-0.3939855,2.6024077
bacterium,1.5657086,-0.4631467,-2.6668801,1.6887584
fungus,1.5828487,-0.1637941,-2.9167445,1.4618269
research_device,-1.1019088,-0.7633006,-0.5210545,2.0019855
governmental_or_regulatory_activity,0.50418717,-2.8657823,-1.3927283,1.0246202
idea_or_concept,0.02885333,0.7058602,-3.2396257,-0.26130614
occupational_activity,0.577859,-2.7353616,-1.2738167,1.1534828
physical_object,-0.5479882,1.5400124,-1.8969814,-0.16100891
vertebrate,1.6585276,0.37936664,-3.8035197,0.40976658
substance,-1.8486114,0.65438855,-0.3042083,0.99025303
medical_device,-0.21199927,-2.8845465,0.1456334,2.3720124
manufactured_object,-0.6532577,-1.3555027,-0.7526363,2.2956345
classification,-0.44697493,-0.51399493,-2.1699057,0.73916453
daily_or_recreational_activity,0.3735114,-2.7293723,-1.4663044,1.1874188
conceptual_entity,0.31618333,-0.25785,-3.410948,0.12985176
occupation_or_discipline,0.87616724,1.0215257,-3.4824066,-0.6788053
amino_acid_sequence,-0.13835125,-0.96851826,-2.9126291,0.9353133
clinical_drug,-1.992173,1.2955118,0.15492766,0.8382272
activity,0.319859,-0.7223582,-3.4622684,0.6827893
event,0.53282577,0.99433833,-3.205203,-0.2938722
temporal_concept,0.13902515,1.2912899,-2.101842,0.10068215
archaeon,1.3272184,2.092902,-3.5677161,-0.53838694
language,-0.25321677,-0.17264387,-2.9826145,0.44054747
biomedical_occupation_or_discipline,0.78274804,1.2181042,-3.348606,-0.7345046
functional_concept,0.056762885,-0.16631745,-3.340872,0.3390349
machine_activity,-0.07020739,-0.28827992,-3.2739723,0.61509496
entity,-0.08901742,1.583769,-2.9007008,-0.5868978
carbohydrate_sequence,0.15735109,-0.50835973,-3.3513758,0.75718516
organism,1.1212564,2.3816133,-3.9410374,-1.5178884
