,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
measures,-2.610894,2.9167233,1.7906007,0.3372726,1.1352382,0.3343339,-0.5128945,-1.5380125,-1.06522,-2.7092216,-1.7271786,1.1563007,1.1386435,0.33565995,-0.37103018,-3.5209923,5.459104,-2.0685754,-0.7980739,1.6666173,-3.4412782,-0.06073453,-2.453257,-0.31728965,-4.2434254,-1.2191556,0.54154485,-1.3083988,0.7646968,-0.59488374,-1.3627568,0.24525478
prevents,0.21141592,-0.29922426,-1.9119551,-0.31750965,-0.13150455,-0.34455848,-0.12881549,-1.3174535,0.0038845846,-0.09971489,-1.3558332,-1.1146022,-0.15876128,-0.09561712,-0.10765583,1.4481194,-1.5080985,4.3536277,0.0421102,-0.4408648,3.3520405,0.5840802,-1.2173268,-2.420387,1.2069242,-0.5754748,-0.50773215,2.214296,1.5299455,-1.1448098,-0.040108405,-1.0345163
causes,-0.04898425,0.06397998,-3.285081,-0.3695037,0.69220513,-0.6799032,-1.0634398,-1.8548534,0.30139488,-0.6249251,0.06132754,-0.20567663,-2.2190633,1.0373219,-0.8343705,-1.5178248,-2.8009284,0.5119086,-0.791707,-1.970107,-0.5329891,1.41856,0.2730668,-1.4501964,-0.73616713,-0.88179415,-3.3225536,-1.073967,1.5296193,-1.9207611,-0.6322951,-1.0779924
indicates,0.41231465,-3.7624993,0.008997559,-0.72800803,1.9312155,-0.71401364,0.2700356,-3.49135,-0.22400692,-0.31745765,1.089537,0.58640456,1.3708485,2.4499097,0.21026498,-0.99330556,1.1172432,-0.44014427,1.1096601,-2.5976367,1.3744481,0.21218011,-4.552439,-1.8040025,-0.8629372,-2.6270988,-2.449233,1.7799652,-0.23068076,-0.5515932,-1.5910158,-0.5720588
treats,0.25111875,0.38173,-1.3494791,-0.26361144,-2.58627,-0.65843576,1.1207707,-0.9224308,-0.50166696,-1.2572466,-0.32199943,-0.5911177,-0.41048938,-0.94943917,1.0407678,1.7152592,-1.0983111,2.2646015,1.382137,-1.2171861,0.8834819,-0.49852866,0.13496538,-1.8651011,-0.6044296,-0.49165908,-2.8983152,-0.37541348,0.49696517,-2.6963415,0.0073973574,-1.231993
evaluation_of,0.40346006,-3.2129364,0.73756117,0.7674797,-0.3770807,0.7568211,0.08359551,-0.6719775,0.5020631,1.8034674,-1.4955943,-1.2985995,0.27062193,0.9550161,-1.4679917,-1.100514,-1.9932362,-0.045847073,-0.1414683,1.481064,0.67838305,1.7016495,-0.81086904,-1.4032078,0.9079652,-0.8273021,-2.7822535,-0.26218253,-2.0888665,-1.4704412,-1.7596338,-1.8067617
diagnoses,0.34350124,-0.2985539,-1.8755355,-0.18675403,1.590869,0.6255921,1.5563141,-1.712646,-1.7743238,-0.027439747,-1.3335692,0.114680454,0.057444237,0.17238063,0.041739643,1.4656914,0.16975108,0.65961003,0.23282489,-2.0810988,4.276152,-1.5353822,2.763539,-2.6165574,0.34462884,1.3653078,-1.9731077,1.1403489,-0.23423542,-1.4153013,0.15636319,-1.4060118
exhibits,-1.5350473,0.37865165,-0.5166181,-0.7729571,-0.7743308,-0.7270205,-1.1064686,-0.8502302,-0.210246,-0.5423261,-0.34790885,-2.8454347,-0.07220036,0.3750338,0.52371955,-0.06274548,-0.31047615,-1.1419142,1.1643181,0.53708935,-0.65678954,-1.8571329,-0.7047997,-1.1320922,0.2237986,0.24724814,-1.103734,0.37128836,-0.034376025,-0.9906818,0.27140242,-2.1145759
ingredient_of,0.25935367,-0.30954415,-0.71005756,0.13608487,-0.14472978,-0.26871088,-0.026026595,-0.80237794,-2.2381968,-2.527192,0.3311672,-0.31275037,-0.5752144,-0.23281674,-0.6738528,0.1639394,0.41919982,0.43121713,-1.9099503,3.1278079,0.2368376,3.5758622,-0.19623655,-1.4200674,4.171606,1.1971258,-0.61704373,0.43172252,-0.6254682,-0.82961786,1.0018679,-0.7604338
property_of,-1.4195732,2.0138993,-0.4128084,1.5017052,-1.1382562,-0.9358488,1.045208,-1.1446006,1.259051,0.726285,-1.8949838,0.27190027,-2.2979345,-0.3274155,-0.9151419,-0.44580913,-1.0403732,-1.0006489,-1.3368407,-0.9590085,0.35708934,0.7893264,-2.2662206,-2.4164166,0.44844523,1.7584702,-0.93447757,-0.3316307,0.54337716,-0.55450493,-1.9650323,-0.41922352
manages,-1.2765373,0.5056747,-1.494135,0.38909885,-1.195634,0.32818994,-0.36992377,-2.1731546,-1.3559589,-0.7897666,-0.5636744,-0.44471425,0.13488169,0.20183735,0.90506244,-0.42227522,1.1983887,0.22916211,-1.9259974,-0.7213708,-0.47241896,0.5701593,1.0827316,-1.2698576,-0.9733412,-0.73437154,-2.1629238,0.09081044,-2.6667416,0.1271485,1.6466836,-0.6772027
assesses_effect_of,-0.4595576,0.6234893,0.21598709,-1.2224118,-0.37725547,-0.3305236,-2.1189103,-1.3271322,0.23751888,-3.5710413,-2.0350382,-0.84414864,0.08578652,-0.25414872,1.2491286,1.0206072,1.723146,0.701262,-0.10212161,-3.1155033,-4.08873,-1.9165665,-1.3137624,-1.004621,-4.637791,-1.56173,-0.4663106,-0.29667562,0.5309313,-0.8933993,-0.16976428,-1.6361455
method_of,1.7975203,-0.47072044,-0.30530733,0.13143694,-0.640168,-0.36595252,0.1449173,-0.6051141,-0.8491038,-0.3126905,-2.3639073,-0.4794728,-0.6299383,0.9425273,0.066899985,-0.59480983,-1.0149521,-0.5198178,0.46633765,-1.7776141,-0.6438059,1.422656,-0.23246253,-1.7434844,-0.7844998,0.25187948,0.7595969,-0.25638384,0.08444049,-1.9002455,-0.7124156,-2.0551379
measurement_of,-1.2310194,-1.0648303,-0.900757,0.9847203,0.47629437,-1.6420926,0.19952421,-1.2288551,-3.6144822,-1.5997244,-0.84232575,0.014866218,1.0916835,-0.43940488,0.32233956,-0.9363273,-2.215602,-1.1726215,0.2537083,1.4563494,-2.6744332,0.78269213,-0.71085036,-1.3502251,-3.7043,-0.06216861,2.3050132,1.8302628,2.9767005,-0.75510734,-0.75178576,-0.82202464
precedes,0.46588877,1.8212782,0.722841,-1.5291257,-0.086532176,-1.4239733,-0.213245,-0.6574215,1.4898759,-0.87892216,-0.85267603,-0.7772893,1.7354565,-0.09056325,-1.2730556,0.121571496,0.6943681,-1.3655224,-0.6731522,-0.5752846,1.5773002,0.27321497,-0.09799244,-3.0052154,-0.49468663,-0.72864825,0.7361482,0.71703947,-1.6415944,-1.1421304,-0.101929136,-1.962044
consists_of,-0.23290582,0.34286052,0.6687107,2.0132065,0.7616019,-1.1256957,0.69275075,-2.1892047,-2.5980814,0.5139907,-2.2603946,-0.3648368,3.4554255,-0.19565909,-0.24018537,-0.2989871,-0.5227384,0.21953009,-2.7848823,4.5053754,0.9771169,-1.7952065,1.7195566,-0.5551697,0.4206999,0.9871292,0.11297041,3.273328,-3.019267,-1.1026253,0.22704016,-2.56381
performs,1.5896,-0.4511171,-1.6634083,-0.013052265,-0.051201995,-0.123792894,-0.76719433,-0.88477665,1.5836927,-0.5375917,0.2998851,-2.8634906,-0.68880635,-0.31991947,3.029012,-0.81187636,-2.1785636,-1.3663819,2.3902762,0.709287,1.8026221,1.1950781,1.7989995,-1.4652348,-0.52324945,1.0132018,0.19320776,1.4146568,1.7742622,0.513419,-0.080328435,-1.467236
conceptual_part_of,-1.4558556,0.7412961,-0.50751907,0.51249933,-0.005956345,-0.912932,0.8679284,-0.96283174,1.6705921,-1.3190019,-1.4708455,-1.6470448,-0.71023554,1.1672343,-1.1764953,0.8453682,0.31728277,0.14440343,-1.2288253,1.4039483,1.5398927,-0.3366349,0.96403766,-1.4574966,0.79088485,-0.93973833,0.005153846,1.1531388,0.6118934,-0.55928755,0.38220525,-0.8705283
analyzes,-0.9105793,-1.2335032,-0.80259055,4.470515,-2.4070058,-0.030049386,-1.4283575,-0.90827376,2.055814,-1.6679677,-0.7476129,-0.24862628,1.163028,0.34914333,-0.47509146,-0.8345352,2.5597541,1.5045614,-2.2366693,-4.343536,-1.2440351,-1.8611553,2.6094878,-0.9936954,-5.666177,4.0939693,-0.40415245,1.6895175,1.1322126,-1.7975843,1.069519,-1.7417257
carries_out,-2.1548786,-0.74223447,-0.42823336,0.77114064,1.1914449,-0.41582862,-1.4778264,-2.1279256,2.5580287,-0.3125706,-0.5736782,-1.7602729,0.70726055,1.653431,-0.08681277,0.14666785,-0.932074,-0.007564095,-0.6983556,-2.1586113,-0.15303779,1.8033931,0.7379754,-1.0486478,0.92059994,0.016949845,0.34191996,0.67967975,2.0094125,1.315677,-0.3803751,-1.8938025
developmental_form_of,-0.20396687,1.8020734,-0.03019399,-0.46947262,0.15713762,-0.78824836,0.5837883,-1.9086947,1.2016865,-0.29440802,-1.3957205,-1.6971718,1.1161723,-0.29881766,-1.9316798,0.111530185,-0.29955992,-1.0089952,0.78271735,-1.0542763,-0.2947095,2.945977,2.3694346,-1.7026342,1.1069868,-0.35483617,1.0642935,-1.3109808,-0.718224,0.3620939,1.2628357,-2.0874195
contains,0.004427492,-0.27605462,-0.23198777,2.0021358,-0.16081603,0.6708238,0.60517156,-2.0524633,0.55610406,-2.940323,-0.16199386,-0.55731684,2.226342,0.15535165,-0.9198979,0.25769508,1.5744689,-0.16035013,-3.1658444,-0.49104708,-0.11395439,-3.2720666,2.7169368,-1.1951818,-1.087674,0.3686564,0.7184639,-0.34817618,-0.24513756,-1.3149265,0.3804262,-0.60882604
adjacent_to,-1.9268224,1.4801558,-1.6424589,-0.047723573,-0.82100064,-2.4511738,0.55278754,-0.95322,1.4134146,-1.8196261,-0.16200355,-0.2335265,0.5315015,0.16386949,-0.065082334,-0.16720867,-1.6062726,-0.54239094,-1.1019056,0.19850516,0.7035881,1.1064473,2.7059097,-1.8045179,0.25618356,0.3090084,-1.5329914,-0.63359433,-0.27313957,-1.9777855,0.035876915,-1.0128729
interconnects,-0.8978936,0.6444643,0.5655855,1.0072454,-0.59021103,-0.08499358,-3.9513385,-1.7641596,1.7587103,-0.7365549,0.06549488,-0.016842198,-0.75338537,-0.21894519,-1.4226526,0.37286174,-0.71845245,-0.5536883,-1.5928482,0.8268145,-0.3096361,-0.74005115,1.4754448,-1.5770518,0.53472716,0.53539824,0.2967085,-0.49552897,0.13251063,-1.9279032,0.54010713,-1.7398577
conceptually_related_to,0.2986562,1.8766488,2.4637394,0.7674674,-1.041297,0.79457307,-3.9833903,-1.3036355,-0.7633635,-1.2580909,-0.2744371,-1.5403891,0.73479193,0.29326436,-0.07562196,-0.75873876,1.9967886,-3.2448301,-0.9489523,0.9555294,2.3905334,-0.38285497,4.9545536,-1.9896407,-1.566077,-1.5278218,0.13302049,-0.5802738,0.11412517,-2.5232522,1.2799652,-1.2014323
surrounds,-0.702369,0.84570515,0.0474528,3.1563556,-0.06702511,1.5638709,-1.2724413,-1.4882029,0.3436455,-0.46198207,0.46477494,0.22447433,1.2058738,-0.564689,-2.7951279,-0.67109495,-1.6985239,0.09705016,-1.6821346,0.36424792,0.22253492,-0.2681724,1.134403,-1.836214,0.42725247,0.4853501,-1.4786352,-1.6790739,-0.653051,-0.59890634,0.23704615,-1.7715945
derivative_of,-0.14082488,0.99833125,0.61480933,3.88497,-1.4493532,1.2867212,0.13638589,-1.0945189,-0.2948255,-1.6962438,-0.15336448,-0.23583867,2.1791277,0.09532537,0.35299745,0.1265998,-4.355958,-0.18330485,0.76419616,1.7198148,-2.2648208,-1.2396886,2.1075842,-3.4712427,-0.44083333,1.7300148,-2.7491832,-3.1073618,1.4169827,-0.66320926,-0.79349154,-0.8795782
practices,-0.37000906,-0.8308748,-0.37467015,0.590979,-2.4909322,-3.7544868,0.359886,-0.18303376,-1.5307679,-0.5140652,-3.3263798,-0.72688186,0.792749,0.16313025,0.34976164,1.3205413,0.13928936,-0.22667067,0.26407847,-0.449404,0.6834445,2.4262354,0.41850588,-1.2665496,-2.1339796,0.957157,-0.37793478,0.1534812,-1.7753718,-0.9543805,0.42300168,-2.7262704
location_of_inverse,-1.2714944,-1.6148398,-0.3897788,-0.60448855,0.64291215,-1.6006727,0.57648724,-0.8257053,1.7470162,-0.28011563,2.3304513,-0.08905649,0.17229035,0.7075785,-1.8186158,-0.26979303,-0.78061104,-0.3595224,0.102598965,1.3149143,-0.0038672704,1.4584019,0.9525271,-2.5557272,-0.3137735,0.35110793,-1.6874262,-1.0967504,1.4693285,-0.51080406,-2.2042034,-1.5398712
manifestation_of_inverse,1.8875605,0.2089183,1.1920587,-0.6922555,-1.1015754,-0.0063131945,-0.7305318,-1.1743165,0.184111,-2.266537,-0.9920809,-0.8426491,2.7688036,-0.21297613,-2.3769171,-0.16381092,2.2126536,0.5537764,0.6847124,-1.3922601,-0.34471694,1.2370844,-2.1600847,-1.5833956,1.5714285,0.7872916,0.42750746,0.060552157,-0.65922195,-1.5568839,0.0896406,-1.578949
isa_inverse,1.2606276,1.8674737,-1.0885237,1.7096123,-0.4765826,-0.563179,-0.89682853,-0.8236425,1.1364331,0.020397425,-2.1112413,0.80829656,1.0230201,-1.1465868,0.052351955,0.1858114,1.2274958,-1.2219537,-3.020822,1.3427047,1.1960745,2.422785,-1.1416607,-1.4119675,1.0875561,-1.0752271,0.39743474,-0.7206159,-0.7107711,0.2830036,0.41149354,-1.8992896
affects_inverse,-0.94872314,1.4087642,-0.6115842,-0.6473014,-0.13043709,-1.1491201,-0.7946885,-1.5653191,-1.4518896,0.8474834,-0.17575428,0.9846258,-0.99075097,-0.19561274,-0.7097398,-1.2297195,-0.28111437,0.036534496,1.2419891,0.4356538,-0.19968261,1.5358295,-0.30715096,-0.6830911,-0.09916222,-0.36852166,-0.617378,1.2985275,0.16769677,-0.6033967,-1.7333072,-1.8703068
associated_with_inverse,-0.6173908,-0.23543933,-0.32191688,-0.5534462,1.6272271,0.04829516,-0.42663303,-1.3015716,-0.2852451,-0.6595755,-0.22914155,-3.076468,2.5418234,0.6795111,-0.7602018,-0.1536968,0.71130407,-0.54437673,0.11560664,-0.74734867,1.8347281,-2.0254328,0.09109623,-1.6954246,-0.29409036,0.74889207,-2.4826474,-0.42033088,0.31174996,-0.14548999,-0.20763923,-1.7398008
interacts_with_inverse,1.1995198,0.98778254,-0.39917207,0.21430501,-0.57804674,-0.8320996,0.55339146,-1.2140582,0.995692,-0.09654911,0.21779081,-0.11989268,1.3973792,-0.020910675,-0.6320537,0.51618874,1.1919332,0.013663202,-0.60703504,0.32334217,-0.4528152,-0.070610955,-0.5666874,-1.1821743,1.2482045,-0.50708145,-1.3781073,0.18470804,0.08210463,-1.8260263,-0.025941815,-1.171926
result_of_inverse,0.98095083,1.8908943,-0.18951426,-3.4410279,-1.5343463,-0.9679543,-2.6843174,-1.638795,0.042114004,-0.3626396,-0.29271975,-1.0351088,2.548202,-0.8743825,-0.4875888,-0.5796359,1.7208406,-0.02217871,-0.50024533,0.6140498,0.28523523,-0.13994959,1.9558408,-0.6265996,0.47366044,-0.07846222,-1.4255952,0.42462754,-1.0258204,-0.86346483,-0.1772861,-1.688929
complicates_inverse,-1.0264417,1.0717223,-0.8368013,0.32904574,-0.0339692,0.17222503,-0.22157167,-2.927428,-2.2971387,-2.524622,-0.2928196,-0.1177679,0.7397205,-0.19857419,-0.824339,-1.0391333,0.7994221,0.931696,0.30335885,1.5721264,0.49809015,4.114049,0.12981763,-0.6478901,-4.19342,-0.22856069,-0.042437498,0.04185676,-0.92526335,-1.0898675,-0.9810686,-1.1853774
occurs_in_inverse,-1.2210248,1.1070026,0.334659,0.5808767,0.42927176,-0.06462465,-0.50724816,-1.2942371,1.8780646,-2.3118012,-0.29351202,1.0925705,1.7204858,-0.5610057,-0.36441928,0.9110139,-1.310848,-0.65270483,-2.0901682,-1.8678393,2.6384344,0.7356306,0.3689194,-1.6352564,0.37569788,-1.8867264,-0.9298291,-0.10267226,-0.80719805,-0.8984718,-0.17221168,-1.110209
uses_inverse,-2.0881803,0.014951302,0.6375302,-0.039242003,1.5006407,0.45579332,-2.560937,-1.2182945,0.88186073,-0.15736704,1.1747283,-1.1414137,-1.6375207,1.8171436,-0.008354904,-1.842887,0.5369463,-0.79422194,-1.3149472,0.9572352,0.0094350595,-0.1303635,-1.3524833,-2.7034423,0.94534343,-1.2394376,1.8906599,0.9509312,-1.1618345,-0.57112694,-0.9891564,-0.07000228
produces_inverse,-0.13661204,-0.8371242,-0.664253,1.6351467,1.7838128,-0.71405405,-0.084495254,-1.354398,-2.4670026,-0.15258247,1.2873644,-0.8121883,0.2558828,0.1773968,-3.2829802,-0.4312044,1.1997212,-0.47390905,-1.522451,1.1430409,-1.9871022,1.4080083,0.2215837,-2.3103468,-1.8455894,-0.3843741,0.24017656,0.10159811,0.45515066,-0.67665267,-2.348753,-0.4474335
degree_of_inverse,0.23792903,1.453157,-0.36137164,0.037643485,-0.053676754,0.09746676,-2.952472,-1.3288231,0.14877391,-1.0245998,-1.8317081,-0.65454686,1.8965653,-1.1156511,-2.5502098,0.4802485,0.9976345,0.09149706,-1.4285511,-0.7757629,1.833684,3.1411238,0.14341393,-3.2035267,-0.0844274,-0.7971356,0.6151101,0.30079362,-0.12272063,0.34776387,-0.47988415,-1.2032628
connected_to_inverse,-0.09659849,0.6986927,-1.9614285,-1.9514679,-0.12711021,0.2348856,-1.7801026,-1.0690657,0.21639954,-0.9676969,-0.2437689,-0.75284904,1.2265629,1.0443811,-1.4082386,-0.40265396,-0.67773336,0.1544846,-1.3115497,-0.9723777,1.0034865,-0.013680119,2.9594865,-2.239656,-0.40417004,-0.16450462,-0.04972301,-0.38900998,1.2417425,-0.6317369,-1.5798507,-1.5263832
process_of_inverse,-0.10911374,2.7674205,-0.3627229,-0.19195667,-0.16967872,-0.6195423,-0.64092207,-2.0006185,-0.14706524,0.379272,-0.17747904,0.9770483,-0.7494072,-0.3053733,0.067494676,-0.17678356,-0.22859415,-0.78492224,-0.7842296,-0.51259625,-0.014929114,1.3975592,-0.9155563,-1.85669,1.3282931,-0.029934144,-0.09020283,-0.14245354,-0.44822207,-0.93349856,-1.5707937,-0.8816499
co-occurs_with_inverse,0.106033646,0.95396495,-0.3374406,0.30799657,-0.2716401,0.41129053,0.93211085,-1.1932778,1.1897532,-1.2416863,-1.1246744,-1.2604897,1.416422,-0.33487898,-0.23056175,-0.6419161,1.5563269,-1.3433568,-0.9543457,1.3128942,1.5139989,1.615621,0.323502,-1.9137013,0.83356446,-0.61254346,1.4421656,-0.48002702,-1.0581504,-1.8603647,0.749856,-1.789381
disrupts_inverse,0.43555266,-0.24016926,-1.0171734,-1.2057793,0.55130565,-0.32673642,-0.4706387,-2.4359338,-2.680785,-2.11645,0.13077138,-0.6038168,0.4847183,0.3226575,-0.8433452,0.94184697,-0.9854619,0.9168977,-0.94876707,1.8363537,0.047663216,1.8773679,-0.33816877,-0.017431332,-3.4677737,0.38611984,-4.7371564,0.88062316,2.4457104,-0.021130068,-0.13463603,-0.16712974
issue_in_inverse,0.06584828,-1.0404645,-0.22565149,1.0443796,-2.3205574,2.373488,1.548088,-0.2931518,2.5114205,-1.9824276,-0.3465883,-0.30018198,2.5354476,1.6205645,-0.44457832,1.1534965,2.344063,0.58664876,1.2512584,0.049713224,3.417941,0.20994265,-2.409923,-0.30902675,2.5350127,1.0338489,-0.46528283,-0.54735965,-2.7110617,-4.472636,-2.2278688,-0.19864623
part_of_inverse,0.88728875,-0.2691536,-1.8640423,0.8572295,-0.6848731,0.10089316,-1.1770453,-1.0701237,-2.6019673,-0.5730452,0.3777058,-0.3582441,2.003746,-0.19424838,-0.3084519,-0.21012287,-1.7142156,-2.3537095,-1.0122175,1.5666298,0.70112073,-1.9149803,0.9244398,-0.46419093,1.6884067,1.561487,-1.9427056,0.07837687,0.4108927,-0.74461466,-1.3903843,-1.9342935
