,0,1,2,3
human_caused_phenomenon_or_process,1.236191,-0.91343606,0.7136799,-0.5212762
phenomenon_or_process,-0.08235475,1.4251186,-1.0152283,-0.055994637
individual_behavior,0.67666966,-0.6723383,-1.251578,-1.8535969
bird,-1.5330011,-0.10189172,-0.35418576,-1.4480011
mammal,-1.4066461,-1.0853925,-2.5169697,0.34455633
qualitative_concept,1.787533,0.14579868,0.3905177,2.0250826
environmental_effect_of_humans,-0.9248687,-1.2846191,0.8946669,2.1461658
social_behavior,-2.0466635,0.605986,-1.6648487,-0.22870313
biomedical_or_dental_material,-0.06900822,-1.7122004,-2.0798786,0.44747812
quantitative_concept,0.5126231,0.6256002,1.9171382,0.47091427
inorganic_chemical,-1.7071036,2.299187,-1.399028,-0.016599404
drug_delivery_device,-0.7244081,0.3363586,2.6490824,0.98639035
educational_activity,-0.18712787,-0.94996816,-1.8484079,-0.8549724
chemical,-0.54890734,-1.7870709,0.57867944,0.34231883
vitamin,0.20357709,-1.2535951,-0.4928578,-1.2574952
fully_formed_anatomical_structure,-0.22281061,-0.45336154,0.61361796,-0.5951419
group,-0.1496854,-0.14675808,-1.5066018,1.6504585
nucleotide_sequence,0.11729051,0.17263764,1.5522778,1.2692052
body_system,-3.7431693,0.14752516,-0.028062174,-2.859247
food,2.1814384,0.48540172,1.3066332,0.29163274
bacterium,1.3343527,1.1506991,0.5081472,-0.04062684
fungus,0.8900431,0.32327503,-2.0886972,-0.17231236
research_device,-1.054349,-0.833841,0.8818679,2.0351555
governmental_or_regulatory_activity,-1.1459934,-0.5751513,0.61992615,-1.0736574
idea_or_concept,-2.1047685,1.5788451,0.7851736,2.324211
occupational_activity,0.6770156,-1.8545839,-0.4924638,-1.6464313
physical_object,0.19675522,0.84795034,0.58340853,0.8725437
vertebrate,-2.0915308,1.6181581,3.2178948,0.7396302
substance,-1.22681,-2.0394468,-2.1777787,-1.0311877
medical_device,0.23835452,-1.0995634,0.44504815,-1.1956296
manufactured_object,0.04641601,1.8720478,0.14831565,1.2995852
classification,-1.8821969,0.9303063,1.0370169,-0.3380094
daily_or_recreational_activity,0.109077826,-0.92080116,-1.5848323,1.4160339
conceptual_entity,-0.012696938,-0.35249937,-1.0914539,-0.24664208
occupation_or_discipline,-1.3429925,0.5164873,0.44573092,-0.3397849
amino_acid_sequence,-2.5055606,-0.049379792,0.39213032,-2.3303022
clinical_drug,-2.0763881,-0.108638406,-0.5416453,0.38691595
activity,1.8143247,1.0318322,-0.3559821,-1.6175833
event,-0.5365516,1.0024592,-0.3954516,1.8888112
temporal_concept,2.2536635,1.7640997,-0.93236613,0.9676418
archaeon,-0.5429856,-0.22769904,0.3876006,1.1760833
language,0.5973166,-1.3000332,-1.583732,0.88960224
biomedical_occupation_or_discipline,0.80473536,0.08331966,-0.7110907,0.24233909
functional_concept,-0.5117947,-1.5501466,2.1701696,0.1287066
machine_activity,1.5497776,2.3572364,-0.9264822,2.9278722
entity,-0.20403689,1.2780122,0.13697395,0.3062688
carbohydrate_sequence,0.20985256,-0.5780265,0.4721536,-1.6376178
organism,-0.6958336,-0.7176336,-0.09238956,-0.7595034
