,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
immunologic_factor,0.95835423,-0.4154202,-1.3366451,1.1890072,-0.4969592,0.3784668,-0.81639916,-0.3137603,-1.7700752,-0.010281208,-1.1042585,0.45521182,0.12673932,0.9843691,-0.3905446,-1.7667432
receptor,1.2808626,-0.74237883,-1.4036351,1.1538486,-0.50014514,0.41445056,-0.82910824,-0.50866675,-1.6155087,-0.22826491,-0.8185881,0.56586593,-0.0049489187,1.5243657,-0.3086037,-1.3391126
self_help_or_relief_organization,-0.9910452,-0.8957577,0.83570594,-2.0356426,1.1090612,-0.31622905,0.091637865,1.9050075,0.46842936,-0.06023862,-0.10400402,-0.4977608,-0.85673445,-3.1435175,1.1790475,1.4520873
pharmacologic_substance,1.7487022,-0.7860441,-1.619246,-0.039087854,-0.20817356,0.47790807,-1.0089666,-0.2227814,-1.1418995,-0.30021816,-1.3969225,0.35879335,-0.6475679,0.28367937,-0.3723404,-0.9165774
molecular_function,-0.60478556,0.39786267,-0.2760239,0.34335303,-0.19952467,-0.76689297,0.508135,-1.1354839,0.47765034,0.72626895,0.43640706,0.42958742,0.107899964,1.4696784,-0.5442067,0.35085884
regulation_or_law,1.3127868,-1.4545587,0.4572531,-1.2322625,1.1345093,0.68464136,-1.1264384,2.8362408,-0.9249451,-0.96530426,-0.21691397,-0.19450435,-0.24023297,-2.8906212,0.65412956,0.5180106
human,-1.3358779,0.23567808,1.1233108,1.9407834,1.6005535,-0.9954378,-0.6016656,-0.9689671,1.1337388,0.65036887,1.4249272,0.25313884,1.9051865,1.6715561,1.5217813,1.7571648
eicosanoid,1.0029769,-2.0921896,-0.76019186,-0.07862699,-0.5163454,1.0223033,0.20059401,-0.029630031,-1.5365382,0.37859324,-0.9193708,1.4422973,-0.68180484,0.5271113,-1.3556511,-2.6712835
amino_acid_peptide_or_protein,0.6635661,-2.1740656,-0.92949265,-0.30315748,-0.3343067,0.46776524,-0.14093451,0.28406993,-1.752416,0.2655555,-0.82478786,1.4321492,-0.564774,0.09332789,-1.07375,-2.1516566
group_attribute,1.2769343,1.4962801,1.5960674,-1.494376,-0.02104216,0.7287771,-1.012103,1.0072993,1.2713696,-0.18495509,1.9136463,-0.81460935,-0.61325604,-2.1165924,-1.0587858,1.1833631
organism_attribute,0.04857768,1.838255,1.0822828,0.85348964,-0.4245096,-0.115509585,0.2306426,-1.0224365,1.7142769,0.714078,1.7440944,-0.11290847,0.8260218,0.5580365,-1.691986,0.17986858
finding,-1.244665,2.2248743,0.54616463,0.61091584,-0.5746432,-0.61386144,0.4347016,0.64961064,-0.31036612,-0.50501925,-1.5410877,-2.405975,0.24522966,-1.4909954,-0.37990215,-0.946128
congenital_abnormality,-0.90283036,0.22241835,-0.4894321,0.23203264,-0.17368847,-0.85519516,0.8560909,-0.5877344,0.44297922,0.93491644,-0.049669992,-0.32648906,0.41322425,0.089865945,-0.45271173,0.14813858
anatomical_structure,-1.8523864,-2.038626,2.5557935,-0.31967393,0.5222842,-0.6692459,1.8281821,-0.1104717,1.6367862,1.1590989,-0.37793785,0.65891886,0.5786792,-0.45188814,0.9559713,-0.59646493
molecular_biology_research_technique,-0.16611283,0.988302,-2.1494849,-1.219188,-0.6530182,-0.3008531,-0.093352966,1.2931082,-0.73617876,-0.43190265,-1.4654227,-1.1776668,-1.842676,-1.1834955,1.1969225,1.5225679
diagnostic_procedure,-0.015284852,0.4049252,-2.0577583,-1.2204849,-0.4991393,-0.3641099,0.05256082,0.6556205,-0.6553861,0.083051085,-1.2367359,-0.7788849,-1.5199419,-0.892669,0.6809195,1.0131499
biologic_function,-0.34374902,0.47368982,-0.21758573,0.3891684,-0.4376861,-0.4818444,0.6369721,-0.7046486,0.49856105,0.41762713,0.09690689,0.120719485,0.25864962,1.6746615,-0.54170436,0.19182499
tissue,-1.9864106,-1.5937866,1.2834935,-0.6902419,0.8387842,-0.7566753,0.59808224,-0.89645594,0.655346,1.5994805,0.39541274,1.7085518,-0.18816338,-0.65121686,0.20130312,-0.6852329
hazardous_or_poisonous_substance,1.8944947,-0.93203545,-1.506169,0.41670418,-0.8708046,0.7027713,-0.931021,-0.6443969,-1.1702303,0.17700219,-0.90605175,0.45026883,-0.6557755,1.3020098,-0.040240463,-1.7855738
chemical_viewed_functionally,1.8000313,-1.5390625,-0.83294404,-0.28603458,-1.0658364,0.88332206,-0.025057044,-0.029195566,-1.110631,-0.30485865,-1.6562108,0.29437947,-0.65920776,1.4350632,-0.72888684,-2.154628
reptile,-1.3400508,0.1144365,1.2078077,1.9256005,1.5530851,-1.060378,-0.3812251,-0.91576326,0.8205336,0.21933165,1.169893,0.600876,1.7970511,1.5026237,1.3356578,1.6720994
family_group,0.5541761,-0.06476246,0.6294111,-0.9107969,1.5157301,-0.33936027,-0.68615437,1.3658445,0.21839817,-0.40281123,1.0416378,-0.6186632,0.35950917,-1.548915,0.7186178,2.3742864
virus,-0.18199034,-0.7069569,0.5901175,1.8939773,0.79570454,-0.6548425,-0.019534025,-1.5320753,0.28758618,0.41099107,0.79429626,1.260283,1.3405263,1.6296062,0.27566686,0.3182063
indicator_reagent_or_diagnostic_aid,1.471353,-0.99121946,-1.1429282,-0.28527278,-0.44085923,0.54139155,-1.5257587,-0.27302077,-1.3693475,0.3381738,-0.98663354,-0.20222469,-0.37678993,1.0022004,-0.10074708,-2.0347445
sign_or_symptom,-1.138816,1.7732313,-0.051495668,0.14836583,0.14021412,-0.57164395,-0.11536246,0.5381075,-0.745205,-0.084974736,-1.1864485,-1.8507205,0.27076232,-1.6985952,-0.41192433,-0.7886908
antibiotic,1.9122841,-0.97241926,-1.6751772,0.13635062,-0.16826095,0.53685194,-1.1469254,-0.27394336,-1.3115947,-0.20635538,-1.3509555,0.21219283,-0.35256186,0.4064192,-0.11528554,-1.0384259
chemical_viewed_structurally,1.2880813,-2.0401073,-0.2879241,-0.84576476,-0.6486027,0.92567706,0.6949781,0.4044849,-1.4605498,-0.22304437,-0.89637303,1.0363908,-0.9391319,0.5644477,-1.7557893,-2.2374682
body_space_or_junction,-2.1940134,-1.1734672,1.6778351,-1.6413445,0.6144436,-0.7088428,0.46314254,-0.5106837,1.2336676,1.6891068,1.0195401,1.5680481,-0.7929834,-2.0128908,-0.05131194,-0.68990564
amphibian,-1.3709904,-0.069726646,1.5031743,2.10937,1.7692634,-0.91552526,-0.29802024,-0.5824913,1.0182985,-0.05395283,1.2252872,0.86051637,1.9389453,1.3222216,1.0672628,1.6741109
health_care_related_organization,-1.3017001,-0.79643905,1.0195993,-2.1959376,1.1162105,-0.35373455,0.09337234,1.9718629,0.6157444,-0.14244264,-0.039465126,-0.58234036,-1.0463797,-3.4143133,1.2607814,1.548669
fish,-1.6409445,0.14598207,1.0789003,2.0320659,1.7485422,-1.0342368,-0.43908176,-1.0839845,1.0195297,0.43573394,1.3590149,0.23172426,1.9810735,1.3075854,1.1993252,1.7125822
physiologic_function,-0.5297751,0.1425451,-0.16667171,0.16924676,-0.29989034,-0.53632534,0.6642461,-0.772553,0.5310263,0.8093141,0.28693557,0.5243752,0.036604814,1.5275702,-0.67085105,0.13722414
animal,-1.1964083,-0.23829086,2.019419,1.8703198,1.4185106,-0.9532857,0.3373845,-0.7480677,1.2427759,-0.30313978,1.0143983,0.65192276,1.7252363,1.4958619,1.2484353,1.6348978
injury_or_poisoning,0.21177275,0.53881013,-1.107042,0.364871,-0.51516855,-0.65232855,0.4448047,-0.49537787,0.18329354,0.6267564,0.21512938,-0.6123374,0.33752063,0.4079801,-0.50874007,0.106471665
lipid,1.2592924,-1.9483893,-1.1591281,-0.1284046,-0.6027469,0.7587907,-0.10734718,-0.10799664,-1.844848,0.1677469,-0.95597667,1.4161066,-0.6502818,0.7317112,-1.3113672,-2.4153612
plant,-1.4901346,-0.5457605,1.612003,1.9645447,1.4911355,-1.0406885,0.17810814,-1.6122313,0.4870906,0.22404128,1.0913786,1.2268254,1.8452051,0.7537186,0.13708481,0.5463178
organization,-0.8823967,-1.1195585,1.328216,-2.107085,0.85614485,0.01797364,0.216588,2.1981816,0.75159466,-0.3121,-0.17553768,-0.6170716,-0.991964,-3.0803494,1.3877367,1.309601
genetic_function,-0.70575124,0.21353163,-0.25240603,0.14914748,-0.18191984,-0.7296247,0.582088,-0.9383438,0.4192517,0.83456653,0.42681676,0.609868,0.037624806,1.3873996,-0.65740496,0.28089133
gene_or_genome,-1.948964,-1.6325337,0.7088289,-1.308557,0.63977665,-1.0338097,1.1987929,-1.1874329,0.8193631,1.9801795,0.428952,1.1242111,-0.23753476,-0.20508449,-0.25283694,-0.60979843
laboratory_or_test_result,-0.59820116,2.0798542,-0.37588483,0.64287555,-0.6244821,-0.086737566,-0.38985613,0.34367853,-1.041983,-0.09641409,-1.0050434,-1.7945155,0.06624315,-1.1077248,-0.9461534,-1.6880369
spatial_concept,-0.38322532,-0.30197152,3.5062187,-1.3284839,-0.59332687,0.7846869,-0.04577308,1.6180035,1.5939989,-0.58755374,1.1910411,0.41440415,-0.6231501,-1.2576227,-0.42386648,-1.2326405
rickettsia_or_chlamydia,-0.706439,-0.65589505,0.70452434,1.7660369,1.0241312,-0.856474,0.11782665,-1.3168945,0.07236439,-0.0017026374,0.44414812,1.3296444,1.18496,1.3609898,0.6408474,0.75727063
body_substance,-0.011343228,-1.3666092,0.097933985,0.9257159,-0.30401406,0.4541773,-0.28503713,0.59715545,-1.4701377,0.41602477,-0.81761664,2.1711798,-0.03063815,-0.035488896,-0.6796972,-2.0975869
intellectual_product,1.6991411,-1.1626354,0.9373667,-0.27530736,1.0423305,0.93643725,-1.2857339,3.015164,-1.0383865,-1.6170698,-0.358907,-0.0632678,0.2958929,-2.3159046,0.7345985,0.34776083
element_ion_or_isotope,1.641184,-2.041831,-1.0955334,-0.7683398,0.00082761946,0.53397775,-0.18080324,0.09966459,-1.9872497,0.15784596,-0.524903,0.7887889,-0.52523583,0.7313132,-1.5104126,-2.244516
research_activity,-0.27257508,0.7585236,-2.1247256,-1.165441,-0.567135,-0.427082,0.19358253,1.3372145,-0.76395595,-0.45059326,-1.5414624,-1.2589244,-1.764841,-1.1921148,1.2973307,1.613934
geographic_area,-1.5901,1.3849455,1.1444327,-0.93654776,-0.78796476,0.0066095944,-0.79725766,0.96305215,-0.22987829,-1.0056846,0.38263834,-0.57811505,-1.0785824,-1.507356,-0.54029197,0.19949913
professional_society,-1.2236731,-0.8792465,1.0739415,-1.9744064,1.0083624,-0.082680844,-0.038871903,2.1003642,0.4689612,-0.3526386,0.0004124185,-0.58802545,-1.0581614,-3.5757353,1.2960569,1.3607062
organophosphorus_compound,0.9995462,-1.9328369,-0.72489494,-0.70834434,-0.16566432,1.0019176,0.15416622,0.3363888,-1.9211649,0.36675358,-0.8069666,1.5670943,-0.39826977,0.21989095,-1.685154,-2.398233
body_location_or_region,-1.931893,-0.58473134,2.0442472,-1.3352175,0.8420522,-0.6749372,0.31028685,-0.07510963,1.3334436,1.2864707,1.5374146,1.0046104,-0.13093284,-2.0723505,-0.08085291,-0.44753683
invertebrate,-0.67617995,-0.19950622,1.2352618,2.0723755,1.3700416,-0.78725797,-0.10118674,-0.82532215,0.63502103,0.10269221,0.87093425,0.73312265,1.9436991,1.7029139,0.6339599,1.680378
age_group,0.8887402,-0.058874127,0.5826574,-1.1273715,1.6625922,-0.2420567,-0.88942796,1.4354908,0.283749,-0.36720726,1.0353556,-0.6328436,0.3657634,-1.6098237,0.7203289,2.4949977
human_caused_phenomenon_or_process,-0.8771092,1.408934,-0.45096967,-0.17137276,-0.89123654,-0.669279,1.2049818,0.40497327,1.8414297,1.1187458,-0.05159095,0.064513244,0.8828416,1.8366041,-1.8625219,0.8558833
phenomenon_or_process,-0.5727873,0.85177094,0.42994094,0.18790422,-1.3019317,-0.4805248,1.7470605,-0.2479743,1.7224535,0.5005197,-0.046416417,-0.55391496,0.26721632,2.074883,-0.8750392,0.39042997
individual_behavior,-0.5575996,1.7352735,0.057497755,-0.8981551,-0.37491462,0.1472382,-0.61465997,0.74082494,-0.12307091,-0.9451899,-0.34734613,-1.2022187,-1.3659213,-0.95761436,0.34551218,1.9858145
bird,-0.9595878,0.05050209,1.1382904,1.8606229,1.6165209,-1.3428594,-0.11396668,-0.796123,0.9082651,0.21652505,1.1727474,0.040236395,1.8673728,1.1855273,1.4570816,1.8308026
mammal,-1.4741135,0.08776535,1.0001744,1.9946289,1.5887934,-1.057059,-0.3677324,-1.0818021,1.0087887,0.5651074,1.1716034,0.51354665,1.891858,1.6524537,1.3152671,1.6066949
qualitative_concept,-0.79456687,1.1138499,0.38439488,-0.6006641,-0.14879306,0.29368466,-0.5736732,2.6709778,-1.177258,-1.5811765,-2.1139696,-2.296139,-0.78149056,-3.000252,0.9804058,-0.60969424
environmental_effect_of_humans,-0.8677571,1.4984324,-0.31457117,0.10028044,-0.7785861,-0.494339,1.0231718,-0.11323435,1.5549188,0.82417583,0.15964445,0.32678846,0.61679095,2.1623774,-1.9961007,0.8438784
social_behavior,-0.3158857,1.7740417,0.11128707,-0.84613127,-0.42723185,0.47476226,-0.9468112,0.60201377,0.010965366,-1.0300808,-0.24622044,-1.2432717,-1.6040882,-1.2167081,0.3793651,2.0777786
biomedical_or_dental_material,1.6296695,-2.1067631,-1.2567683,-0.98384166,-0.17334802,0.43049747,-0.5962112,-0.21503846,-1.339999,0.08555968,-0.8494697,0.52703434,-0.26316112,1.086985,-0.64718044,-1.7476337
quantitative_concept,-0.40004212,1.9166176,1.8499545,-0.05836922,-0.2558469,0.41151413,-0.88208216,0.8036611,0.5981838,-0.08019628,1.4391787,-0.48141956,0.042176787,-1.9663961,-1.7046331,-1.602011
inorganic_chemical,1.7313294,-1.6131545,-0.65309083,-0.53725153,-0.27882457,0.8691708,-0.4751425,0.10185189,-1.4888786,-0.31892696,-0.65864426,0.3622552,-0.25518075,0.81110585,-1.3422948,-2.1330764
drug_delivery_device,2.4796844,-1.5850168,-0.54304814,0.16927789,1.2420487,0.6310945,-1.6721226,1.4056245,-1.499106,-1.1481119,-0.48007149,0.90321237,0.38485852,-0.5905121,0.26159567,0.51178545
educational_activity,-0.50769216,1.1079808,-1.0183986,-0.7410589,-0.9740096,0.3097995,-0.21888791,1.6221079,-0.5451611,-1.5046962,-1.1338962,-1.7945238,-1.9488295,-1.3518957,1.1179314,1.9108406
chemical,1.6521313,-1.4121087,-0.13571736,0.45480126,-1.248718,1.2706964,-0.31691325,0.41684863,-0.83104604,0.011887492,-1.3057075,-0.07241189,-0.08886415,1.7315332,0.15552112,-2.598847
vitamin,1.3304844,-0.8613394,-1.4290606,1.2625381,-0.71936685,0.43987998,-0.75264055,-0.55403185,-1.5346859,-0.081834026,-1.0204135,0.4554242,0.059398483,1.1628468,-0.14728354,-1.6761786
fully_formed_anatomical_structure,-2.0246658,-1.5778439,1.4043075,-1.5218589,0.32221702,-0.72225404,1.1709286,-1.0867,1.2772243,1.912554,0.18907191,0.916782,-0.55945843,-0.33185995,0.34490684,-0.890214
group,0.57829905,-0.13035284,0.8587021,-1.1627455,1.6970894,-0.38867816,-0.7814024,1.4137232,0.5634915,-0.27134228,1.0626868,-0.8355309,0.4777285,-1.6857195,1.0931145,2.483139
nucleotide_sequence,-0.25550842,0.119409986,2.4865606,-1.8161011,-0.24180162,0.513785,-0.5660922,0.87569416,1.3512049,0.36311123,2.0041683,0.8014323,-0.7700153,-1.8823701,-1.3821006,-1.4166654
body_system,-1.4328213,-0.59974533,2.215293,-1.8081766,0.5382989,-0.052091014,-0.6236216,-0.1596469,0.99086297,1.0866094,1.6667112,1.0834471,-1.0927109,-2.2615967,0.50883114,-1.0064795
food,1.6820434,-1.9014523,-1.5769035,-0.7733212,-0.6020201,0.29837295,0.13658735,1.2824655,-0.61336136,0.4488585,-1.782799,1.1232059,-0.27209568,0.32752478,-0.7677138,-0.94778585
bacterium,-0.5448928,-0.99715877,0.8853305,1.4389608,1.0031729,-0.74835813,-0.018510155,-1.2319003,0.10179896,0.4252996,0.44286016,1.7457179,1.0603855,1.4908363,0.6619994,0.2866021
fungus,-0.8373842,-0.5552828,0.71020436,1.7227093,1.0144653,-1.0810469,0.27822977,-1.494057,-0.03605401,0.12753947,0.6121617,1.4281418,1.2754639,1.1963228,0.4729953,0.47902194
research_device,2.0913954,-1.6970404,-0.25182116,0.5636285,0.91350126,0.82754135,-1.3003173,2.3334267,-1.9199657,-1.5010991,-1.1471452,0.9173168,0.49607128,-0.78906006,0.7020736,-0.17587733
governmental_or_regulatory_activity,-0.46006557,0.96517843,-1.3563364,-0.5789463,-1.0145211,0.11292324,-0.082380176,1.9271551,-0.6520026,-1.4346042,-0.9438887,-1.910476,-1.6220655,-1.455178,0.80274403,1.6450928
idea_or_concept,-0.3836312,0.169183,3.938221,-1.2964491,-0.6023122,0.9261547,0.12125249,1.5923299,1.9293303,-0.62123203,1.0343723,-0.067023866,-0.6129701,-0.9329981,0.08551303,-1.0539412
occupational_activity,-0.053663157,0.654008,-0.6218382,-0.89504546,-1.1645123,0.3439503,0.31288788,1.873637,-0.03249487,-1.3503867,-1.4829422,-1.7449833,-1.721929,-1.0283588,1.2875799,1.4241346
physical_object,0.9027607,-2.2089927,2.4748557,0.4389651,-0.32061514,1.0082663,0.80070055,1.1672162,0.73225695,-0.9358374,-1.3187417,0.108614534,0.4764076,1.4645622,1.3477994,-1.1260809
vertebrate,-1.3373559,0.083562806,1.7917068,1.9925606,1.3758334,-0.9118195,0.27737427,-0.8333382,1.3747839,-0.24524085,1.2089839,0.4058827,1.8448546,1.6094997,1.1421645,1.7955878
substance,1.869884,-2.5034103,1.0122234,0.25945997,-0.84883416,1.3053868,0.16458027,1.0860084,-0.6132429,-0.903805,-2.0463588,0.5158867,-0.115425065,1.3661115,0.65636355,-2.3621397
medical_device,2.5589573,-1.8102565,-0.38276133,0.24668531,1.006199,0.75391203,-1.4294794,1.5156785,-1.37714,-1.2943242,-1.2112437,0.8207203,0.3444062,-0.71626586,0.2688987,-0.09161033
manufactured_object,2.5378141,-1.8614897,0.4393729,0.345284,0.9483493,1.0015093,-1.1856012,2.3367298,-1.4549706,-1.6531875,-1.0238595,0.49850217,0.62019473,-0.53191715,0.863525,-0.0075339377
classification,2.2886374,-1.3626322,0.6869921,0.3120746,1.2715123,1.1342244,-1.719034,3.2845168,-1.6227885,-1.9216769,-0.35320514,-0.06732168,0.7025742,-2.2058325,0.57478946,0.477716
daily_or_recreational_activity,-1.1951413,1.0197649,-0.0065988973,-0.61171603,-0.90720105,0.51952076,0.3276483,1.913108,-0.8702446,-2.3642604,-1.2557751,-1.5949687,-1.5314175,-0.93402046,0.3566712,1.6526967
conceptual_entity,0.3590355,-0.48456636,3.4037569,-1.1944065,-0.25270477,1.1054685,0.20813115,2.323916,1.6637733,-1.1642816,0.06290276,-0.814289,-0.4554202,-1.4926687,0.98290914,-0.25885192
occupation_or_discipline,0.79514015,0.4588549,0.66899365,-0.14726232,-0.72303367,1.470933,-1.8433268,-2.111185,1.7729907,0.21219257,1.0799755,0.15700734,-2.265347,-1.7222048,1.0876817,2.1884165
amino_acid_sequence,0.47999474,0.04090742,1.4281716,-1.6370748,-0.39067295,0.8980192,-1.1362274,1.4712427,0.21939029,-0.05603221,1.6882377,0.93080413,-1.0582223,-2.403908,-1.9758404,-1.7215135
clinical_drug,2.3116684,-1.4459106,0.1789141,0.3867452,1.4381573,0.6582122,-1.4800048,2.062909,-1.9960246,-1.4986732,-0.3930629,0.98371077,0.8087437,-0.555235,0.30876762,0.23103754
activity,0.07172803,0.91888624,0.61566055,-0.9393361,-1.628221,1.0511335,0.49575534,1.9933536,0.51469123,-2.1009839,-1.6759515,-1.8433332,-2.1270833,-0.17728241,1.3544649,1.7656884
