,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
co-occurs_with,0.7214655,0.30692634,-0.2736016,0.2280446,0.09367803,0.71521556,-0.7892076,0.4714432,0.16660927,-0.35699415,0.84975106,-0.88336164,-1.074388,0.30525225,-1.1179352,-0.27394453,-0.56884545,0.2545578,0.11949427,-0.2981057,1.0045844,0.3311466,0.35769328,-0.059797924,-0.6915711,-0.35497877,0.8582695,0.060489673,1.1948289,-0.28727916,0.34786382,0.00049633556
disrupts,0.66356105,0.3187846,0.030182619,0.6526773,0.39963445,0.028393492,0.21710193,-0.68624717,-0.20295763,-0.23115617,-0.477182,0.41176364,-0.4060927,-0.20246632,0.53326756,-0.26735312,0.09512066,0.06148251,-0.2511488,0.3778002,-0.8825532,-0.15455869,0.42430523,-0.49224836,0.59624124,0.17042398,0.19628681,0.52180123,-0.112650566,0.09681397,0.022810457,-0.22260259
issue_in,0.11236662,-0.11353247,0.1460208,-0.19203222,-0.043950703,-0.11076704,-0.18968877,-0.08890194,-0.3208547,-0.05079856,-0.11731848,-0.21825372,-0.13577206,-0.023291722,-0.134346,-0.23432414,-0.0454377,-0.00039551384,0.04628444,0.020985635,0.15461753,0.1074291,0.28171715,0.26408836,0.23972821,0.05795714,0.12951908,0.20880578,0.08994085,0.11395905,0.10701314,0.07350574
part_of,-0.07095903,0.32893747,-0.2811008,0.018862542,0.17919728,0.027593747,-0.010487681,-0.033176426,-0.32036018,-0.18005595,-0.5442474,-0.16272756,0.40213996,-0.04109155,-0.33024654,0.110358864,0.1704628,-0.5470922,-0.040586535,0.016107503,-0.34984565,0.25362122,0.014453282,0.52995205,-0.2621637,-0.1510292,0.3716771,-0.6285554,-0.27868026,0.4317698,0.47174534,0.13980821
measures,0.65958023,-0.13875784,0.19404966,0.265445,0.08991101,-0.23777042,-0.11246352,0.28349093,0.045463163,-0.67262304,-0.09397943,0.16200452,-0.01402237,-0.6604641,0.008375502,0.2676404,-0.4496526,0.379156,0.009643115,-0.02420828,0.21021777,0.15121062,0.38543004,-0.38544217,-0.32611978,0.35393646,-0.06223962,-0.5899013,-0.075808406,0.91734284,-0.33626243,0.23585458
prevents,1.9035677,1.2233635,-0.14133784,0.15619273,-0.51405966,0.11766234,1.0884309,-0.71362054,0.1219689,-0.15459314,-0.16259283,0.42908093,-0.14905192,-1.1886317,-0.7922651,-0.4977583,0.13932401,0.53708434,0.85306686,-0.29030716,-0.05883578,-0.5522567,0.37594846,0.4263926,0.5725135,-0.52921057,-0.2263037,0.58502823,0.34051743,0.34038967,0.2500706,0.8232493
causes,0.73933494,0.14414336,0.22850408,-0.10954159,-0.050934732,0.2594006,0.04325933,-0.24558944,-0.51613975,-0.19309434,0.22002783,-0.24837273,0.027752623,-0.27867216,-0.03458523,-0.3827578,0.04012008,-0.49400446,0.21254404,0.28717414,0.36213973,-0.12206933,-0.6686196,0.5680603,0.16606045,0.14813298,-0.58168304,0.12491627,-0.17592323,-0.201939,0.20243567,0.4002159
indicates,-0.072226435,-0.44867733,0.73626775,0.90323424,-0.31136122,-0.0048574773,0.4177854,-0.71312857,-0.06799875,-0.417786,-0.2114096,-0.8237348,0.90918726,-0.22019973,-0.04759236,-0.34446493,-0.3458943,0.29674694,-0.5048761,-0.08114944,1.3601155,-0.67410165,0.4870844,-0.224687,0.34044808,0.19621707,-0.9518665,0.88622725,0.034498706,1.8081815,0.010243539,1.3914489
treats,1.1945189,0.2147892,0.22230324,-0.86153334,0.07033865,0.5213977,0.4187323,0.16890962,-0.049261816,-0.23595428,-0.42867517,0.49495387,0.6561477,-0.7392607,-0.82327855,-0.082150646,0.19727454,-0.22858064,0.5914515,-0.29174098,0.2004498,-0.6338166,0.26773047,0.7399358,0.32613188,0.051008567,-0.1308326,0.4990956,-0.25733182,0.16150448,0.668408,0.3721188
evaluation_of,0.3916553,0.32185447,0.5729749,0.6834625,-0.51846117,-0.20134488,0.26432347,-0.45908886,0.9269336,-0.13743857,0.0588236,-0.39935005,-0.48404664,-0.21295634,-0.09901675,-0.64710706,0.31276193,0.76120955,-0.01933474,-0.13548627,-0.45559075,-0.15628234,0.5660448,0.26381847,-0.74750876,0.060911387,-0.072514236,1.2998184,-0.3107385,-0.13379027,0.3067447,0.008850299
diagnoses,0.42452335,0.5992242,1.2046506,0.077002116,-1.232786,1.1570113,1.402079,-0.36129826,0.41398722,-1.3356868,0.29519263,-0.12209626,-0.82636434,0.34773186,-1.6387968,0.9212095,-0.5623141,0.8017958,0.07215181,0.6626984,-0.44647685,1.3244178,-0.5795611,-0.030604688,0.14006807,-0.25335073,1.7567191,-0.45580527,0.08303462,0.9602855,0.8722973,0.5234934
exhibits,-0.18205284,0.6293814,0.1346732,-0.0896189,0.18715891,0.2748188,-0.28365266,-0.7743438,0.31387022,-0.3638043,-0.78636706,0.08007139,0.5274523,-0.82010573,1.0475764,0.74783283,-1.030973,-0.38436875,-0.4666253,-0.02618873,0.21000955,-0.3018024,-0.4271285,1.2651031,0.054445904,-0.97547036,0.63021827,0.1505449,0.063440055,0.080651954,0.21171442,0.8473271
ingredient_of,0.002683078,-0.039415292,0.454453,0.19622858,0.13473475,0.010427704,-0.027596883,-0.09587844,-0.62447655,0.40256855,-0.92475986,-0.21249896,-0.0826766,0.08869158,-0.31626877,0.23654138,0.028424658,0.06114017,-0.90884346,-0.64998883,0.504568,-0.13302101,0.54954046,-0.38082004,0.7108155,-0.10486685,-0.27135587,-0.16907464,-0.35912335,0.2894032,-0.37430915,1.2259958
property_of,0.07493917,0.5750752,-0.36845833,0.50913244,0.15980966,0.3453849,-0.6669274,-0.2598264,-0.2545701,-0.51880157,0.601774,-0.14406632,-0.16980612,0.5927926,-0.4869219,-0.07935004,-1.0991915,-0.5048043,0.7762534,-0.31197524,0.13284205,-0.17855464,0.16866866,-0.050438527,0.059519216,0.032455657,0.020762332,0.42468694,0.32044056,-0.14927992,0.12772071,0.690323
manages,-0.19051649,-0.50227785,0.49709937,-0.24751492,-0.4474251,0.82544637,0.14816082,-0.9014695,-0.6344519,-0.011959758,0.014468077,-0.2969269,0.4268577,0.17885491,-1.5359801,0.93676656,-0.9104306,-0.8157397,-0.41895372,0.20611124,-0.34907356,0.6934603,0.18729459,-0.061931908,0.15441765,-0.35693124,0.0039710146,-0.1975701,0.03436116,0.941809,1.0011486,0.28537712
assesses_effect_of,1.0235373,-0.56334245,0.24173659,0.6595879,-0.016453547,-0.28171492,-0.075692184,-0.05847495,-0.09834625,-0.47631842,-0.13963997,-0.055008266,-0.049779966,-0.27356818,-0.27859932,0.024569098,-0.4691324,0.65450275,-0.310392,0.099902295,0.17172198,0.103072196,0.2507076,-0.82200265,-0.024675887,-0.43840796,0.565444,-0.36324143,0.25139228,0.38248512,-0.020779755,0.15694164
method_of,0.5370457,0.4806436,-0.6045621,0.039069235,0.77892655,0.35987258,-0.593152,0.25113094,0.35277072,-0.3677459,-0.71599317,-0.2402437,-0.9854884,0.10616651,-0.31773323,0.37407064,0.2747149,-0.13290457,0.61872077,0.039163288,-0.4281652,-0.18948959,-1.3909488,0.5375457,-0.026439238,0.52429676,1.251963,-0.17275752,2.3685272,-0.10997445,-0.9641192,0.31507385
measurement_of,0.27075985,0.5472814,-0.7067347,0.08643901,0.555476,-0.6156426,0.1119186,-0.48633227,0.0016857279,-0.20690937,-0.72424155,0.007916798,0.5455449,-0.4720501,-0.3112536,0.3218139,-0.7882541,0.17911932,0.7322963,-0.62425333,-0.4478224,-0.26840737,0.41180792,-0.06895831,-0.6074124,0.29052022,0.18196438,-0.49822125,0.516195,0.21637759,0.50707054,0.22856057
precedes,0.83294165,0.4932869,-0.6633355,-1.1008203,0.9288586,0.42072877,-0.13358591,0.5370506,0.022127174,0.24613096,0.04556548,-0.8901696,-1.0137864,-0.88427603,-0.09051679,-0.05182571,0.23860736,-0.5508137,-0.41870552,-0.55969644,-0.12836182,0.6605928,-0.090347834,0.31715927,0.22264852,-0.72720987,1.3108202,-0.06946281,0.44308883,0.4236828,0.17036472,0.70535815
consists_of,-0.22697929,0.4888005,0.7925891,0.6764942,0.19333167,0.80934286,-0.05299212,0.5798341,-1.4770831,1.7453116,-0.59325224,-0.05183673,-1.3558568,-0.033235773,-0.12603302,-1.9802943,-0.5037699,-0.049169987,0.13190253,0.2058976,0.7396147,0.20309001,0.6816883,0.57332814,-0.73032415,-0.17822273,1.5430567,0.21381034,0.38729587,-0.5835569,-0.48354712,-1.208301
performs,0.20807344,0.88030165,0.10590609,0.107172936,0.12251635,-0.13040851,0.1473808,-0.25690103,-0.6575578,0.20516919,-0.32423905,-0.32460093,-0.019106243,-0.122532725,0.21017991,0.5773577,0.046839077,-0.6046461,0.16013029,-0.07100833,0.19803178,-0.3153854,-0.18944688,0.4989794,-0.3396883,-0.11659442,0.34924248,-0.34215868,0.37619072,0.17813152,-0.2397818,-0.12744471
conceptual_part_of,0.15325226,0.9920349,-0.42488846,0.8835587,0.23439802,-0.4752376,-0.99450254,0.21406288,-0.21705918,-0.51841676,-0.37667814,-0.47461194,-0.46457914,0.66873986,-0.8223151,0.06196161,-1.4377269,0.19988589,0.34308672,0.0729908,-0.15612645,0.4077747,0.8597835,0.73877496,-0.92968386,-0.06838347,0.43048987,-0.08874817,-0.72742367,-0.2721604,1.3151885,-0.1208937
analyzes,0.025261683,0.043015692,0.4537764,-0.06975572,0.017753538,-0.26332355,-0.18434554,0.45698202,0.14945251,-0.9402382,-0.3472515,-0.42290014,-0.5425502,-0.08209757,-0.21745291,-0.16163953,-0.13099824,-0.14801988,0.4890974,-0.7927275,0.7580529,0.38894224,0.8163288,-1.3392609,0.116804905,-0.21993117,-0.30731723,-0.13485262,-0.047921173,0.5223079,-0.4271666,0.54415065
carries_out,0.5245609,-0.7413831,0.9888307,0.44333494,-0.26891497,-0.2852456,0.38566157,-0.7453198,0.04729539,-0.30091903,0.29843807,-1.2391139,-0.10890055,0.735727,-0.28495422,-0.2489424,0.084758416,-0.3730231,0.11002202,-0.44102716,-0.03963687,0.2809065,-0.24681582,0.29787043,0.30430377,-0.13663717,-0.29069915,0.52940077,0.57121617,-0.80316705,0.12110676,0.9636772
developmental_form_of,-0.3364252,0.041475404,0.39372435,0.3297803,0.7094697,-0.8090379,0.17191134,1.0824028,-0.9327601,-0.35100773,-0.5546798,-0.49673367,0.28878245,-0.2594613,-0.71807057,-0.59976393,0.43105412,-0.34927493,0.3536326,-0.18631765,-0.42532763,1.0453103,0.024770852,-0.09398536,0.17049898,-0.68749815,1.2942522,0.79727364,0.38492668,-0.28915003,0.2572838,0.6317657
contains,0.39938176,0.2711351,-0.3706477,1.1883105,0.44190204,0.118730485,0.612024,-0.83527166,-0.22869824,-0.9071629,-1.1486869,0.8290963,-0.24161649,-0.44842657,-0.04426585,-0.5660486,-0.23464972,-0.17859562,0.13513224,0.011248202,0.28052023,0.5187074,-0.12215094,-1.4514687,0.7563854,-0.44672906,-0.03471484,0.37146342,0.8434686,2.4526784,-0.5727811,0.063069984
adjacent_to,0.018686743,0.20450954,-0.4322358,0.7198886,0.34915528,0.5143514,0.7041441,-0.14922361,-0.7485903,-0.8312221,-0.33900544,0.10298965,0.40499273,-0.057435192,-0.86999846,-0.5200896,-0.36961547,0.7400006,-0.5717708,-0.68045104,0.10338038,-0.13014002,0.5655546,0.012968036,0.14557983,0.12874007,0.86101013,-0.03491166,1.1070018,0.70972455,-0.4771423,0.043688968
interconnects,1.7973044,0.10759599,1.5489682,1.4720505,0.49218738,1.3075297,-0.90492684,0.9315114,-0.17638813,-1.8141654,-1.5989681,0.43589815,0.59224707,0.6527271,-1.1584805,0.07148979,-0.7254429,0.28212342,-1.8639164,0.744834,0.7658647,0.31192672,-0.16756862,1.9324834,-0.91450375,1.1368524,1.5622202,1.1059327,0.191982,-0.06944677,0.24204332,0.45927298
conceptually_related_to,-0.21207644,1.4033418,1.0832425,1.6386775,-1.1814668,-0.9751822,-0.40844098,0.63108635,-1.9171493,0.76924664,-0.5635931,-1.2756402,-0.27406383,-0.82092994,0.63768166,-0.41558844,-0.24627669,-1.2886606,0.04737643,1.727441,0.68950593,0.48337737,1.6222761,0.29716855,-1.0494354,-0.100924164,0.41929188,-0.46340692,-0.15481235,1.4504079,1.2728442,-0.48064333
surrounds,-0.6411609,0.9241387,0.27071774,0.42061943,2.1157646,-1.5607163,-0.08666098,-0.17578048,0.20985594,-0.75351524,-0.031830672,-0.11477784,0.5436435,-0.65746665,0.10347131,-0.87490594,-0.43104517,-0.6076505,-0.09520697,-0.042404596,0.5251336,0.10009759,-0.39251438,0.7373685,0.3345765,-0.2979938,0.30097654,0.7166816,0.38256988,1.4320185,-0.25465664,0.5932392
derivative_of,1.2811395,2.3346949,0.9774318,0.21866053,-0.12207063,0.732106,0.12644166,-1.5198689,-2.1157792,-1.1705498,1.025767,-0.44566008,-0.12487519,0.41013005,-0.3781474,0.22409219,0.11609932,-0.624043,-1.1022745,2.277732,-1.0627759,1.5127331,0.22632304,-0.82695043,0.06429777,-0.5112908,-0.4775487,1.4309875,1.3253316,1.8352311,-0.13098533,-0.24690312
practices,1.1009647,-0.463712,1.1636579,0.60177404,-0.4326982,1.5739285,-0.71281445,1.2159364,-0.53826374,-1.4843587,-1.4446839,0.05352773,0.3626258,-0.35371825,-0.39377102,0.09210635,0.7312009,-1.1631188,0.0577684,-2.160341,-0.3902853,-0.702424,-0.23937336,0.6779047,1.4832529,0.8193359,-0.9994783,-0.091414094,-0.8412613,0.04750593,0.71776557,0.3481833
