,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
produces,-0.019240452,0.109948434,-0.10093962,-0.24545313,-0.006581301,0.19133052,0.29335907,-0.3392228,0.19294655,0.4556715,-0.5672028,0.02480466,-0.26124817,-0.52282465,0.1752652,0.18719119,-0.38809684,0.082311764,-0.6174922,0.8642287,-0.15116937,0.15883863,0.19149919,-0.51578665,-0.058678783,-0.0046550957,-0.17110564,-0.57824373,-0.06930329,-0.14723061,0.121521905,-0.48036012
degree_of,-1.0152935,-1.3466367,1.0111123,0.22928685,0.362114,-0.6014347,-0.7074515,-0.25042546,0.5635842,0.27739817,0.31720397,0.98151976,0.7365555,-0.33838755,0.2332312,0.09942297,-1.0910685,-0.9219193,1.1943173,1.3595294,-0.13145524,-0.03199877,-0.07349513,0.8988069,-0.42432192,-1.2240821,-0.3652175,0.15093322,-0.43322906,-1.2437544,-0.49086633,1.5077509
connected_to,-0.6469884,-0.06791346,-1.1512501,-0.67111194,-1.2207048,-2.2939577,-0.44202986,-0.9873843,1.2228914,-0.20281743,-0.47971332,-0.4983656,-1.7492929,1.2301388,-0.412162,1.0334108,0.13224854,1.5132666,-1.2605041,0.4912509,0.17940275,0.016913917,0.094152324,1.6027621,-1.5524433,-0.75205857,0.6039485,-0.8894596,0.27471498,-0.2607186,-1.2819114,-0.6719768
process_of,-0.039588455,-0.28975314,1.1590368,0.33263296,-0.07306099,0.17780778,0.2896158,0.17438683,0.45996195,0.5308897,-0.039266434,0.3170177,-0.119574636,-0.14469872,0.6654942,0.1985795,0.07339353,-0.07129766,-0.107230045,-0.22748911,-0.40234333,0.21067601,-0.29237285,-0.13307993,0.03630834,-0.0026954478,-0.00427527,-0.09358408,0.080418885,-0.040749434,0.29383564,0.572854
co-occurs_with,-0.9955557,0.2027448,-0.7754666,1.4279313,-0.17986664,0.37316793,-0.28884348,1.8059049,0.5097426,0.49838096,0.78236383,0.71462077,1.0367568,0.17042528,-0.26007417,-0.010689126,0.47623354,1.3646307,1.4737403,-0.43987674,-0.33459646,0.34353635,-0.29582885,-1.4865216,-1.0130687,-0.36891282,0.099275306,0.31545055,0.95386255,-1.2096542,0.0076284367,0.8933295
disrupts,0.3447975,0.8886798,-0.21036951,-0.0020634038,0.14087203,-0.64278257,0.13490348,-0.00088864285,-0.23249722,-0.8026465,-0.28547797,-0.009298739,-0.99869287,0.012362035,0.5810755,-0.54045284,0.00993675,-0.05476317,-0.30807245,0.26718011,0.025497995,0.1469463,-0.5113945,-0.37398177,0.3623807,0.0913439,0.12131007,-0.0982032,-1.242776,0.4003193,0.043554805,-0.2536417
issue_in,0.17392924,0.037287172,0.0672141,-0.3352016,-0.22555333,-0.12176274,0.43996075,0.38013577,0.27541298,-0.10191484,0.10472229,-0.15780605,0.13224714,0.15068622,0.22676739,-0.42850822,0.020985,-0.2921129,0.23973452,0.21659656,0.49628022,-0.053234022,-0.108925305,0.11349786,0.34650153,0.5238145,-0.6230724,-0.22205861,0.10333412,-0.7238063,0.40935868,-0.26737425
part_of,-0.20673321,0.5547687,-0.32533142,0.29236287,-0.2002826,-0.32445312,-0.0011343886,-0.5778375,0.19166462,-0.072579704,-0.061071128,-0.45430923,0.4284446,0.11845252,0.34136876,-0.08011141,0.09098597,0.35166523,0.012792928,0.36133334,-0.06347439,-0.13709822,0.37337926,0.22484933,-0.020440903,0.10473962,-0.2843022,0.18225172,0.065835685,0.65215737,0.21075039,-0.7723601
measures,0.22922488,0.062156998,0.3392059,-0.46247897,0.4623139,0.41407752,0.27147716,0.5607215,-0.2730665,-0.055951748,0.62985945,-0.16460672,0.36774498,-0.10988845,0.19298425,0.5612029,-0.3582,-0.27312088,-0.255103,-0.5674134,0.37759852,0.016162314,0.55054694,-0.3982578,-0.17775516,-0.20416154,0.10688827,-0.095595114,-0.46347108,-0.16784295,-1.3175453,-0.28510362
prevents,2.1250558,0.06016262,0.086173475,0.11764946,-1.1573935,0.6960488,0.812816,-0.5927537,0.5485341,1.2255805,0.93725896,-0.90482473,-0.38277838,-0.5371233,-0.22053128,-0.8122723,-0.75990075,0.7666054,0.79872996,-0.013891352,-0.055798445,0.29657543,2.0875096,-0.18894492,0.16296087,-2.1097674,-0.9414761,1.3104742,1.1162008,0.078115985,0.17334224,-0.24386637
causes,0.026285434,-0.32525417,-0.49136552,0.31954277,-0.65864545,0.021647457,0.021928575,-0.08520221,-0.54623336,0.19950432,0.18082765,-0.12536784,-0.07490174,0.57010925,0.53835005,-0.84148735,0.21377912,-0.036282435,-1.0394839,0.16820033,-0.012670155,-0.17931806,-0.33654678,0.14808643,-0.21820018,-0.22172317,-0.13799146,0.119858585,0.47774705,-0.065231845,-0.18292688,-0.1585527
indicates,-0.1631204,-0.20855781,0.045212604,1.1423246,2.832562,-1.2133654,-0.4108512,1.0879421,0.08914049,-0.083877124,-1.0527123,-0.4090668,0.54553276,-0.31114325,-1.0948477,-0.91283786,0.77655596,1.5889429,-0.48738164,0.19148327,0.4108895,-1.9064282,-0.67446434,1.3154459,-0.21021242,-0.27877092,-2.5883193,-0.18788826,0.55385906,0.14705433,1.025133,2.840003
treats,-0.1770929,-1.1506957,-0.69768184,-2.045335,0.87589794,1.0125688,-0.56629324,-0.1296136,-1.1504661,-0.42238885,-0.25541025,0.0830054,-0.11260361,-0.5683109,-1.1592029,-0.90578705,-0.068577796,0.724656,-1.0320529,-0.16177845,0.1837166,-0.09835943,0.41140983,0.9500344,0.036761556,-1.0668474,-0.5957183,0.4648647,-0.32995883,0.4169008,-0.14116712,-1.0468477
evaluation_of,0.48930335,0.7415932,0.79433596,-0.70376146,-1.4723259,-0.11335662,0.60497564,-0.004033711,0.45409185,0.66783416,0.21678516,-0.99680257,-1.2004371,0.55427563,-1.3101219,0.85958236,-0.39595327,0.81719375,0.8666202,-0.95359164,0.3514585,-0.41520613,-0.09394182,-0.13404998,-1.672337,-1.07043,0.11044049,0.90839773,0.90829456,0.054632515,0.12971084,0.42050925
diagnoses,1.6319746,0.45143872,1.0540032,0.8172671,-2.1902997,1.5531279,-0.47461003,-1.2993023,-0.5153686,-0.5747693,0.67633843,2.0490818,0.3476316,0.27749908,0.16516216,-1.0052505,-0.349536,0.35822725,0.48735493,1.2912607,-1.4556904,1.1994083,1.2590864,1.5978367,-0.7479234,-0.7627981,1.5368339,0.56275254,-0.6801859,-1.3094717,1.7390735,1.3597878
exhibits,0.35671225,-0.13040659,0.37955344,-0.5155318,0.2380117,1.9796019,-0.19419716,0.16854283,0.52498305,-0.46582156,-0.038405735,-0.88452303,0.8031961,-1.2845602,1.1575723,0.8860602,-1.3589915,-0.72977066,-1.7749363,1.0505832,0.9331515,0.37759274,-0.7431428,1.484228,-0.1734486,-0.5879261,1.3311338,-0.69333005,-0.27390704,-0.7773107,0.75368786,1.8790047
ingredient_of,-0.1466147,-0.83497643,-0.22602229,-1.3340316,0.15884852,-0.6549306,0.47197032,-0.6579189,0.6101989,0.90088004,0.06219179,-0.15792942,0.22706299,-0.43665603,0.28289616,0.9223791,0.15747657,-1.4019473,0.51116246,0.58480024,0.31130806,-0.107466295,-0.32913795,-0.50482535,0.30295506,0.095569424,-1.1367897,0.13132185,-0.081212185,1.437505,-1.0834475,0.5607884
property_of,0.30121335,1.3084311,-0.8529356,-0.57029474,0.64337623,0.6090058,-1.0556737,-1.0173337,-0.40464598,-0.36053434,-0.083948344,0.39036065,1.1061312,1.4800813,1.9044873,0.4143471,-1.3748622,-0.5743218,0.148949,-1.8781762,-0.64242357,-0.16656932,-0.005912236,-0.13889273,-0.39821163,-1.1685373,-0.17316063,1.5217774,0.7512593,-0.66192955,0.07698244,0.3907471
manages,1.6767415,0.89366746,0.12195598,1.1322923,1.1613978,1.5725076,1.4122483,0.20801212,-0.057039704,-0.28215292,-0.24698296,-1.7180336,-0.71803075,-0.16212785,-1.2374146,1.7430695,0.05434348,1.1052941,-0.82943046,1.4967568,0.40586987,1.5046288,0.3907088,0.5272697,0.30303487,-1.2184975,0.70254207,0.49461296,-0.23010087,0.71674854,0.6527378,0.5343672
assesses_effect_of,0.10014553,-1.7980332,-0.34834665,-0.12738915,-0.94869584,-0.1293195,0.96458393,-0.62389576,-0.032857142,0.16401194,-0.39695075,-0.88885844,-0.40606984,0.32611054,-1.0233605,1.2829857,0.6537553,0.8830483,-0.5520366,-0.2570712,-0.67474276,-0.42464572,0.54832226,-0.17011589,0.49982688,0.4275244,0.055429153,-0.27425864,0.15807894,-0.122666724,-0.26962397,-0.8768464
method_of,-0.12781325,0.34764603,1.2189064,-0.1950631,-1.3089845,-0.33681026,-2.125208,-0.94975674,0.07598038,-1.3067071,0.595354,-0.45495114,-0.7573005,0.9747943,1.2202176,-0.68136454,1.2177372,0.34389505,0.61797255,0.43338674,-0.41955522,0.077188306,-1.4119439,0.33013406,-0.029179264,0.36395082,-0.18906087,-0.99587154,0.78742254,-1.2012509,-2.1759863,-1.0736322
measurement_of,0.43966377,0.7309327,0.50141114,0.16494444,-0.49985757,-0.62380594,0.8107422,-1.4171885,-0.7693241,-0.8464632,-0.07209068,-0.92032135,1.3465217,0.4463618,0.97998464,0.13345742,-0.8268863,-0.26467183,0.13574383,-0.6368917,0.011912095,0.4587797,0.48005754,0.45644587,-0.5056386,1.7944764,0.4433158,-1.0407912,0.61611044,0.68809676,-1.1261554,-0.19438648
precedes,1.0003383,0.3421317,1.0814369,-0.96668243,0.3721012,0.665227,-0.11500189,0.40832818,0.6532992,1.5595361,0.81753457,0.8944017,-0.04335631,-0.13130045,0.08577131,1.6799948,0.36210346,-1.1899583,0.38959542,-0.15239206,0.0097842105,1.3153387,1.8061433,0.6941127,0.3391409,0.054330442,-0.41969538,-0.5663107,0.80659395,-0.46474323,-0.0015983153,1.8303584
consists_of,0.4263557,1.0646219,0.5769904,0.83182406,1.6762818,0.7594542,-0.48524523,0.804504,-0.59662986,1.9391443,-0.9027984,-1.0553064,-0.5540761,0.8740964,0.5982014,-1.4074085,-1.6645474,0.77948016,0.7497748,-0.7163444,-1.9880749,0.5279096,0.5257905,0.62919736,-0.50966966,-1.5103165,3.1618602,1.8682251,0.7100838,-1.2371669,-0.36922264,-0.43329343
performs,-1.1898862,0.5684079,0.08836661,-0.5098701,0.3098651,-1.4234917,-0.11777431,-1.1355813,-0.5743976,0.29117715,-0.20319602,-0.50009495,0.6825325,-0.64415205,0.48949894,-0.15440796,-0.01243304,0.19949391,-0.33421633,-0.6381314,0.24884048,-0.29172862,-0.48087385,-0.27172914,0.28691578,-0.2693534,-0.5851924,-0.12755457,-0.9037708,0.34765467,-0.70231724,-0.51959276
conceptual_part_of,-0.3366775,0.84100944,-0.31179017,0.4854222,-0.7626024,-0.11247772,-2.5284123,-0.529696,-1.3947074,0.03481928,-0.65894294,-1.0804167,-0.65805393,1.7823086,-0.6392461,1.3222373,-1.2401253,1.4562168,0.3155659,-0.26780552,-1.0938143,-0.09381363,0.9165409,-0.0264608,-0.07078358,0.2841936,-0.50556946,-0.87476355,-2.011074,-1.1241359,1.8215675,-0.41271165
analyzes,0.30879626,0.88236386,0.27326617,0.33503774,-0.197904,-1.4301505,0.26841283,-0.22756101,-0.11685181,1.3402592,0.16855168,-0.12539518,-0.7657671,1.0623741,-0.9843886,0.80903244,0.3057902,1.2646793,-0.1072655,-1.3598595,1.0405278,0.56605965,0.59390104,-2.8878596,-0.10418203,0.034505103,-0.60301363,-1.0921147,-0.85673046,-0.25656047,-0.6240231,-0.21837832
carries_out,0.4828474,-0.16944417,-1.7096994,-0.278245,-0.98622125,0.63466346,0.25053343,-0.11170456,1.2332727,-1.1074384,0.025545524,-0.43029815,0.4459454,-0.067299016,0.4880461,1.4320717,0.29973364,-1.6728784,0.12061426,0.15807527,0.6385649,-0.093372196,-0.22812608,-0.78925073,2.6098235,0.080816954,1.1208215,0.42899224,0.19646178,-1.7384225,0.37636644,0.48836866
developmental_form_of,-1.1176597,-1.9143329,1.0925207,-0.64398354,0.7710424,-1.8850149,-1.8278974,1.031491,0.47085208,-0.39485076,-0.14451113,0.8441397,1.1783372,1.7094209,-0.057998262,1.4249204,1.4375836,-0.5146492,-0.43672445,0.42985988,-0.18894131,1.301906,-1.2167609,1.103897,0.035749204,0.012474826,-0.23493224,-0.8230107,1.120335,-1.8779806,-0.25487456,0.6202992
contains,-0.20838079,-1.4992867,0.013319993,0.10299235,-0.7752847,0.62663966,1.244161,-0.041034635,-0.3646708,1.2814163,0.14260279,1.8661522,-1.5780795,-0.7281588,0.48136377,1.5372597,-0.4136068,1.1230519,-0.17535342,0.693641,0.268989,0.10623904,-0.04601991,-3.5417295,-2.6923015,0.3331907,-1.1046133,-1.1339619,-2.0893662,2.2384691,-1.8061029,-0.52864844
adjacent_to,0.22104575,0.085391924,0.4589499,0.29395792,-0.09699392,1.6715814,0.5075097,-0.3972229,-1.2206532,0.24454215,0.8632184,0.39909187,-0.047117174,0.075177304,-0.27704173,1.3941795,-0.15211342,1.7355332,-0.17108671,-0.48452488,-0.15668076,-1.6573337,0.9724753,1.1779436,-0.052393366,1.6865033,0.45104763,0.19654813,-0.024699543,-0.63684285,-0.27819082,1.0562351
interconnects,1.9118619,-0.5743152,1.8433455,-0.2604699,0.2654673,3.3186378,-0.27594456,0.8558683,0.5763218,-0.3738439,-0.8411731,-0.052614674,0.4073712,1.3815886,-0.1751183,0.0008615041,0.8700553,2.9895082,-0.1410094,0.27925307,-1.1491126,1.1833081,-1.7639824,1.3002242,0.08581479,1.5111619,0.35233745,1.4807724,0.13574597,-0.36933908,1.7110922,-0.74174166
conceptually_related_to,-1.030285,-0.3273518,2.6512005,-0.4833026,-0.8778995,0.80033463,-0.120251074,-0.41145167,0.23781818,1.6586047,-1.0217603,2.8295412,0.49316072,-1.0912678,0.2573303,-0.83860177,0.73699325,-0.012803812,1.2674934,1.6907942,1.844205,0.8901662,-0.44244796,-0.9456646,-2.1970387,1.7245171,-0.38997462,0.40832826,-2.1858,0.9384181,-1.1438707,-1.6146227
surrounds,-1.6941482,-0.43559653,-0.6162439,-0.5426915,-0.2140257,-0.57752997,-0.33840993,-1.25629,0.4294099,-0.19782297,0.9638003,0.42908186,-0.49402973,0.7132459,0.1869893,-1.9341717,-0.77694935,-1.6508602,-0.10391661,-0.5646496,-1.6154114,-0.94047165,-1.0163826,1.0979322,1.3156835,0.33653688,-0.6052585,-1.925627,1.1740971,-1.3775145,-0.95506257,1.1854842
derivative_of,0.6956234,1.7308857,1.0792626,0.5048203,-1.1931258,0.8557712,0.34778616,-1.4777448,-1.5683012,-0.20618813,1.3473989,-0.45426166,-1.1121252,0.8079121,0.69378525,2.1269343,0.71216273,-1.2318959,-1.7235221,1.2666383,-0.27801964,0.71275264,0.5510239,0.017968437,-1.1797715,0.4487259,0.90290964,0.48478866,2.2903852,0.83261347,-0.06446992,-0.8871388
practices,-0.77494234,-2.6552002,0.27216056,-1.1171378,-3.197001,1.2519951,-0.70610636,3.4363737,1.4510791,1.0676343,-0.046135172,-0.57932633,-0.68373233,0.09237411,0.2103962,0.00070623704,1.2408354,0.20710057,-0.1323159,-2.2789023,0.685091,1.4940118,1.2168324,1.8500559,2.3270874,0.13952726,-2.5180097,-0.3743066,-0.46783683,-1.3799406,-0.4564938,1.1188338
