,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
carbohydrate,0.5280356,-0.6277698,0.12808175,-0.28602707,1.5770804,0.7509499,-0.6229645,-0.7997637,0.67211705,0.71304953,-0.8129888,-0.7770212,-0.8755552,0.9005963,-0.06186139,0.9498265,-0.38828957,-0.42644846,-0.5492087,-0.06736942,0.6123275,0.07629257,0.09579276,-2.5140002,0.39855528,0.5842257,1.2129015,1.0301902,-0.09683306,0.46765262,-0.52565473,-1.684746
molecular_sequence,0.19155064,0.780445,0.68426776,-1.7922007,-0.8489645,-1.4990814,1.5475348,-0.08138931,0.8622093,-0.018251747,-1.7849514,0.964498,-2.6323018,-0.18251602,0.34492958,1.1212432,-0.48406833,0.9404495,-0.07590257,-1.3552272,-0.9196968,0.79640853,1.2093664,-0.90441877,1.3930705,-0.37943742,-0.2064906,-0.6124169,0.7231785,0.42274347,-1.0304935,0.9536162
steroid,-0.6133683,-0.18956244,1.6074364,-1.3455825,0.85921144,-0.6438556,1.193938,0.57367486,-0.19479014,1.7567778,-0.05137375,-0.030135904,-0.5999936,-0.6959397,-0.36681852,-2.1318555,0.50057644,-1.4918529,-1.0030473,-0.00091034354,-0.27128613,0.12690261,-0.36455518,-0.20648125,-0.7351354,1.1940753,0.71470696,-0.4085499,-1.125494,0.31673533,-0.8084156,-0.6041318
experimental_model_of_disease,-0.51029307,0.28169888,-0.33831695,0.6139602,-0.4000226,-2.42095,-1.2428243,0.02799125,-0.1305803,-2.2905538,0.6706777,0.48418048,-0.23366907,0.63845605,0.38354218,2.201727,1.0354269,1.4169147,1.494483,0.11329032,-1.4910839,-0.027813284,0.19222869,0.6140892,0.6277303,-0.2373548,-0.018369813,-0.5481873,-0.3364641,-1.2011133,1.9673295,-1.8100386
patient_or_disabled_group,-0.06829107,0.15781556,0.31730857,0.2212277,-0.49010384,0.9341002,1.8084441,-1.0309148,0.8308469,0.28912324,-1.3902314,1.6059397,-3.213772,0.42155558,-2.1500254,-1.5099815,1.0642328,1.3391323,0.5947769,0.84803784,1.1063814,-0.30738935,-0.40982953,0.63391054,-0.26249692,-0.820939,-0.14732732,-0.44920003,0.11139554,-0.6593589,-0.9326465,0.6485147
professional_or_occupational_group,-0.45786634,0.059181873,-0.55537826,-0.59488946,0.777626,0.79671264,-0.4904682,-0.46016064,-1.4430369,-0.65308917,-1.1289549,1.3902305,-2.163652,0.35787365,-0.15400209,-2.4789908,-1.619858,0.26928988,-0.2193675,1.3538438,0.13160048,-0.37809518,0.15063761,-0.5685513,1.0018566,0.6436271,0.5800215,0.47823074,-0.5882186,0.2346854,0.25853607,-0.4711227
nucleic_acid_nucleoside_or_nucleotide,0.49830115,1.2773558,-0.27944773,3.300666e-05,-0.062942244,0.55685145,-0.21228346,-1.3006657,0.096817225,1.4961762,-1.8231657,0.13398495,0.48046646,0.32711527,-0.7369381,-0.20617673,0.4209713,-0.57387227,0.79812175,1.2824563,0.20731394,1.0614573,-0.074879654,-0.30214077,-0.67708594,-0.057047624,1.2745662,-0.5342134,-1.4808477,0.9692871,1.1488794,0.46215302
organism_function,0.23220225,1.1284565,0.02996891,-2.302486,0.59644026,-0.32930252,0.42965892,0.29911163,-0.5967117,1.1295227,0.5054878,-0.91688806,-0.44252333,1.6924014,1.0950477,0.7800255,-0.57268,-0.9096357,0.7717398,-0.6890083,1.0941727,0.74226004,-0.38503066,-0.65809923,-0.5629323,0.009741948,-0.82799387,0.22195762,0.88558084,0.8174985,0.23854446,0.7386346
mental_process,-0.88896525,0.64004326,0.2350664,0.41185656,-0.17788659,1.028984,-0.8434114,1.4693488,-0.8179083,0.7512033,1.4884089,-0.9151312,-2.0539968,-0.7469894,0.30591375,-1.884188,0.85668564,-1.2138687,0.96136457,-0.54069096,0.18292865,0.91064495,0.31155863,2.9335833,-1.470579,0.32745034,0.039477177,-2.7169561,1.270981,0.22438236,-1.0813212,-0.5257857
therapeutic_or_preventive_procedure,-0.29789147,-0.3198595,1.1200752,-0.47185826,-0.893163,-0.54391783,0.84219956,-1.7355466,-0.56693023,-1.5980475,-0.39091015,-0.80585784,-0.4659366,1.114303,-0.9372806,-0.7329994,-1.8891433,-0.61074966,-0.32878485,-1.4400953,-0.90239793,-1.0667027,2.0278428,0.4009916,-0.1527638,2.6201153,0.8479253,1.113097,0.025844904,2.0943415,0.35899112,0.75641835
cell_function,0.9851168,-0.5483502,1.1116191,-1.0033618,1.6689558,0.048279863,0.1326849,0.8948955,0.41435573,0.74742395,1.5685698,-1.93571,0.86735535,1.5509677,0.33460307,2.5417776,0.48125815,-1.9749147,1.1237934,0.85329247,0.074852884,1.6159365,-0.19906868,-0.19660644,-0.6548816,2.2444608,-0.24364787,1.2661641,0.08682789,1.7263368,-1.008057,0.1985537
pathologic_function,0.05285698,0.9359166,0.6153966,-0.25734216,-0.5197054,0.5107741,-1.051252,-0.11044525,-0.26338804,-0.82268244,0.87025625,1.4572906,-0.30960226,0.05306142,-1.6605917,0.68640846,-0.15356164,-0.73732024,1.1213834,0.31915638,0.15331788,0.15115474,-0.28141096,-0.08314777,-0.83036655,0.54099935,-1.2390326,-0.50819474,0.3230022,0.8650683,0.40736878,-0.12552314
organ_or_tissue_function,1.028544,0.07552631,0.4420425,-2.7722526,-1.6155802,-0.088510305,-0.9906272,0.20757371,-0.48850355,0.88383853,1.701073,-0.18126698,1.2630731,-0.3973146,-0.4148384,0.92524314,-1.8818115,-0.4458654,1.4225501,0.42808476,-1.627534,1.0238365,0.2853143,0.035451073,-0.37887073,1.6683824,-0.36293647,-0.08728772,0.5124816,1.5962892,-1.3590163,-0.88416284
enzyme,1.4774802,-0.07753266,1.1458458,0.7286199,0.1743195,-0.39116955,0.746615,1.1045223,0.6918355,-0.59270346,-0.7788527,-0.49893406,-0.29900035,0.29429862,-1.574569,-1.0209415,1.2797521,0.28774154,0.60942626,1.7171614,-1.5455847,-1.5165337,0.34692654,-0.697183,1.3163558,0.6194807,-0.6770262,1.0103945,1.3338063,-1.1028732,0.5920333,-0.5995731
cell,-1.0505248,0.1714715,0.13343051,0.11107668,0.056611434,-1.575067,-2.687265,-0.8443035,-0.36008325,1.6527739,0.5370044,1.3840207,0.36139926,-0.97459614,0.9661648,-0.25714037,-0.57136625,0.06777178,0.4059439,-0.37773654,1.4162503,-0.62008846,-0.13514452,0.3459373,-0.029913988,-0.68310934,-0.14753051,-0.3225195,-1.919895,1.4415712,0.10028703,1.058994
cell_component,1.327931,0.1662781,-1.7469571,0.97668916,-0.25802997,-1.0021218,-1.0245242,0.32654285,0.31050035,2.5025847,-0.7144026,3.440575,-0.7644516,0.3105,1.015582,-2.1079187,-1.9134176,-0.67070293,-1.1883447,-0.92577165,1.295206,-1.3433502,-0.32765275,1.0668595,-0.70193195,2.9308941,1.1850556,0.8070427,1.7717803,1.8295528,-0.7186063,-1.2079202
cell_or_molecular_dysfunction,-0.2941545,-0.031715743,1.4686539,-0.88435066,-0.7941958,0.13125074,0.7899761,-2.076499,-1.1525404,0.087388456,0.68080956,0.0009860335,-2.1806126,0.06669881,0.41808847,0.16943774,0.8421659,1.7582514,0.084838785,1.0253274,0.18872851,-0.8882873,0.053503856,0.8475512,0.50164247,1.1502208,0.16016737,0.42301708,-0.42864156,0.40879562,0.76207256,-1.139261
hormone,-0.8814442,-1.5598514,-0.8685454,-0.1814841,1.2658412,-1.5425005,0.089440145,1.0239016,-0.6365927,-0.55695456,0.13259134,0.41124338,0.82842135,-1.0167878,0.18300122,0.5890001,-0.8484241,-0.28324065,0.25622386,1.4412683,0.25761238,-0.14113559,-0.6365134,0.28544012,0.040066995,-0.6390653,-1.3853664,-1.4001619,-2.1803925,-0.57709897,1.6803687,1.8719455
organic_chemical,0.5603199,1.8459412,-0.94927204,-1.1438283,0.33491647,0.26160493,-0.49606848,-0.09091118,-0.58953923,1.3923868,0.35319334,0.30704254,0.14841075,-0.96103096,0.9597754,-0.6434612,-1.4442891,-1.0436745,1.2453302,1.429473,-2.4319348,1.3144729,-0.5362169,0.34601057,-0.79508436,-2.3821685,0.28085873,-1.4481649,-1.1941447,0.40938643,-0.94309264,-0.8499558
behavior,-1.1237981,-2.0030615,-1.1657026,-0.0908687,0.60076636,0.94979167,0.38615334,0.27092156,-1.007339,1.1110868,0.07217031,-0.35339555,1.0219721,-1.7592453,-0.7294127,-1.2884272,-3.7768404,0.93817085,0.5940655,-0.9776078,0.84765154,0.9543874,-1.3597822,-0.14832206,-0.4888606,-0.089109264,0.16115132,0.59337705,-0.15296067,-1.2572392,-1.6383705,0.69007164
neuroreactive_substance_or_biogenic_amine,1.0467256,-0.43977797,0.11074921,-0.24318072,-0.24790487,-1.3544092,-1.1402141,0.86612564,-0.5018904,0.30733645,-0.12996855,-0.09009459,2.852619,1.6791321,0.9723273,0.27504694,0.5968551,-1.11151,-0.7190331,1.8298283,0.9663071,0.28874478,-1.2868279,1.8864567,1.2799137,0.2794993,1.3559908,-0.5652332,0.46642637,1.6746061,-0.4221911,-0.6734862
embryonic_structure,-1.5099367,-0.070013426,0.11307486,0.05688119,-1.3319968,-0.18573502,-0.019857295,-0.1507393,1.1704546,0.07003435,0.4277356,2.9106236,0.16881457,-0.38452026,-0.8689523,1.5063595,-0.44954255,0.49511418,-1.9940102,3.1186793,3.022904,-1.5269667,-0.4984791,0.5614736,-0.91088724,0.23056765,-0.33757523,2.03756,-0.09423638,0.24135318,0.94577247,0.9952564
neoplastic_process,0.8302996,-0.96743256,-0.16588262,-0.36057606,0.16509861,-0.6457794,0.29521713,-0.8528874,-0.8168529,-0.5470458,-1.0930455,0.45060185,0.112251066,-0.7169023,0.55339205,-0.26273122,-0.5955394,-2.0179343,-0.0704145,2.059963,1.6523803,-2.0121677,-0.2886771,-1.1267486,-0.061784185,0.09249892,0.38106897,0.41147462,-0.5796357,-0.32802722,-1.6910532,-0.031128546
laboratory_procedure,1.4526883,-0.57429236,-0.494009,1.3094281,1.5268935,-1.6484461,0.13175394,1.1100874,0.33974484,0.19318579,0.027860342,1.6346046,0.015647946,-0.086532675,-0.022312451,-0.37774035,0.5972993,-0.8456802,0.44459063,0.28317913,0.8833971,-2.4741135,0.8164886,1.1376867,-0.02752859,-0.61454976,-0.1663041,-0.33846214,-0.20918137,-1.4847908,0.5738658,0.5792636
natural_phenomenon_or_process,0.46997526,-1.8858949,-1.077118,-1.3569725,0.01662898,-0.0054814005,1.5426767,-1.1659521,-0.05818089,0.8994848,1.354811,0.1813753,-0.2746024,-0.3514852,1.3416696,-0.0756921,0.5823026,-1.6131818,-1.5987564,1.4968534,1.1052041,1.6331868,-0.30594596,-1.3853012,0.8033908,-0.5939346,-0.16221762,-0.09852221,1.8879712,-0.1885463,-0.13069078,-0.5259941
immunologic_factor,1.2126877,-0.9279528,0.8412665,1.2562532,0.85757846,0.79855007,0.22268274,-1.3272163,1.639601,-1.783035,-1.9097538,-0.776319,-0.09732952,-0.40587962,0.581889,0.41869128,-2.0358496,-1.3469795,0.2614637,-0.17482659,-0.21846047,1.7958004,2.3235407,-1.0992799,-1.3009758,1.2305368,0.87027264,1.8360664,-0.18683468,1.0035692,1.6342325,-0.46332353
receptor,0.48148867,-0.0011724188,1.0664294,0.29286698,-0.98019457,0.9319705,0.49247,-0.54891306,0.39552945,-0.7878937,-0.41495183,0.64075327,2.3744094,-0.13706958,0.5783605,-0.7812979,-0.095206015,0.27357164,-1.1300446,0.14571495,1.7904781,0.9271925,-0.22704078,-0.25065958,-0.5546604,-0.014888543,0.62084264,0.59666234,0.16754162,-0.074900106,-1.2106202,-0.7696609
self_help_or_relief_organization,-1.3089682,-0.39163953,-1.4448065,1.2355453,0.8437862,-0.38051552,-1.9264823,-0.5609618,0.035903487,1.6938068,-0.36303696,-0.9683577,-1.593363,1.3058939,1.4087447,-1.7953668,0.92155945,2.4423552,0.92762685,-0.623624,1.237134,-0.23220517,0.34190458,0.39139637,1.1738341,1.0989982,-1.3292687,-1.2638222,0.74737495,0.0006910755,-0.83263576,-1.2318642
pharmacologic_substance,-0.09246972,0.1431577,-1.2182214,-0.306605,-0.3248374,0.13030373,0.7737315,1.1206905,-2.485023,0.7984392,1.1239604,0.30399725,0.913384,0.60503745,-0.7798002,-1.4010884,-2.0994146,0.3964616,-0.64517164,0.73805976,-0.48117903,0.5603981,0.57914305,0.43282348,-0.91368085,0.7341383,-2.0351524,0.52864254,0.94525063,0.8482029,-0.96370506,-0.7002646
molecular_function,-0.48405823,-0.44530624,1.5722789,-0.93379414,-1.1396315,-0.37799352,-0.38569537,0.6928549,0.31520212,0.027383767,-1.7581707,-1.0332484,-1.508095,-0.029478077,1.4579166,1.743846,1.8234671,0.2241357,0.42068475,-0.042812508,0.50999546,1.159283,0.2362935,0.36102784,-3.3322492,-1.03911,2.13374,2.0363789,0.509835,0.48510584,-0.9557634,1.0759648
regulation_or_law,-1.0286779,-1.1573453,0.71190786,-1.1300764,0.9022269,-1.2420651,-1.6894063,1.1014395,-0.08457963,-0.3870372,-1.2734352,-0.45309937,-1.4409124,0.36250612,-0.0022816206,-0.74201787,-0.3244174,-0.1469885,-0.45179662,-0.06317092,-0.5366815,0.55796957,-0.892233,1.3055985,-0.34997547,-1.1836905,2.53815,-0.58812296,0.8993409,-0.9516856,1.3458996,0.59907204
human,0.7121045,-1.740604,-1.1576777,1.2542493,-0.8387299,1.2087592,1.1293342,0.24986278,0.89498276,-0.24884182,0.32349658,-0.090701945,0.75847274,-1.2273465,0.5165611,0.10066288,-0.6431228,-0.59283113,1.00996,-1.0373579,0.10200562,1.6944785,0.59099394,-1.2762889,-0.8755759,0.2957739,0.41211975,-0.69491905,0.3864103,-0.69239473,0.30568686,1.5819641
eicosanoid,0.34682027,-0.3792501,0.82314306,-0.97125095,1.1130664,0.90458685,-1.2151432,-0.63689905,0.7182121,0.29085636,-0.071577065,0.44565186,0.54167736,-0.8493491,-1.1103653,-0.45336473,1.2264146,-1.4209003,0.10421718,-0.79028565,1.2694846,-0.8607594,1.801621,1.8091266,-0.33915713,1.3402978,0.8378617,1.6805215,2.280209,-0.061868005,-0.14167355,-0.24555297
amino_acid_peptide_or_protein,-1.9875607,0.72765106,-0.18510042,1.5026909,1.5216129,-0.36350355,-0.72450984,0.045979105,0.15937763,0.9917681,1.1236326,-1.0480105,-0.85313946,0.96463567,0.6089414,1.5996112,-0.7195721,-0.3708774,-0.010374756,0.55069655,0.21679068,0.35143617,1.047698,-0.1583586,0.40779388,2.555989,0.38578296,1.535916,0.2257492,0.6541978,-0.085971005,1.1974088
group_attribute,-0.36754608,-0.45374286,0.46566868,1.7025224,0.038838454,0.0844442,-0.36354393,-0.461185,0.06757616,-1.88232,-1.5012574,0.87074715,0.004839416,0.13141434,-0.44296202,-0.67592067,0.6492835,-1.438119,1.0879557,-1.7488148,1.4461678,0.67666554,0.061764356,0.4659025,-1.2502127,-0.30981213,-0.19666056,0.5882647,0.11564235,2.3332481,-1.3012949,0.4751388
organism_attribute,0.5223082,-0.7939525,-1.7136227,0.064184785,0.055538625,-1.649409,-0.46468368,-1.4832711,1.9043747,1.0749544,0.02019162,-0.35493544,-0.13736191,0.40524194,0.6869921,0.15763149,1.48808,-0.03992996,-0.7632883,-0.30337635,-1.0020075,0.43894547,-0.5520002,-2.2190173,0.69311166,0.3457285,0.42139545,0.0082102865,0.7639482,1.0635543,1.6934856,0.17752513
finding,-0.2574465,0.5838795,1.4343395,0.51750505,-1.1481038,-0.37662432,0.09234304,0.81504655,2.0984883,-0.75244814,-1.189158,0.057830047,0.3412873,0.20807965,0.18778078,0.96819115,-0.8931307,1.5997758,-1.3325728,-0.98796445,-0.59815687,-0.4447565,-1.1100624,0.61258274,0.15332468,0.4894552,0.13072965,1.59602,0.9409743,1.5704831,0.90996265,0.67808414
congenital_abnormality,0.6666914,0.6217008,0.86256456,-2.0512145,1.5389664,1.4568446,-0.83231246,-0.4107734,1.0319905,-1.0517308,-0.17647569,1.0459139,-1.1977547,-0.25130263,0.23413597,1.3148748,1.1058756,-0.66450423,0.015742185,-1.1550335,-0.15607002,0.26881412,-1.0599468,-1.214357,-0.4676761,1.1008569,-0.059467092,0.39584514,0.83969355,1.9061602,-0.047395,-1.6528845
anatomical_structure,0.754046,0.6177104,1.6962106,0.9976368,0.79618573,0.43257424,0.4140642,0.1958573,0.85977906,-1.0737053,0.67784595,1.0149326,-1.320769,-1.316474,0.038376853,-0.68583816,0.49479908,-1.2996457,-0.48980922,0.16641165,1.4345671,-2.054367,-1.7330364,-0.06085951,0.8446656,0.19402766,-0.5924333,-1.0986223,0.009140428,0.47564408,-0.24150732,0.6914536
molecular_biology_research_technique,-2.053149,-0.74776006,0.29878598,0.45538068,0.5839115,-0.48466876,-1.3173379,2.3051093,-0.31804967,0.6791572,-0.09185517,-0.5096022,-0.9727118,-0.15666443,-0.2149426,1.939348,-1.0443913,-2.338649,-0.4310406,-0.2936693,1.385271,-2.3287296,2.1652207,0.5776087,-0.688052,-1.3854722,1.2537652,0.099238396,-0.9739615,-0.7294581,-0.33865857,0.9948854
diagnostic_procedure,0.29030478,-1.0417867,0.64825994,0.9790239,-1.6473304,0.279527,1.4659882,-2.2311132,0.9977936,0.18939297,-0.03263213,1.9107373,1.0010518,0.5450233,-1.892067,-1.2415911,-0.041321285,-0.924028,0.4199386,-0.045006957,-0.97663873,-0.15974787,-0.20486353,0.9604467,1.5942581,1.924129,-1.0094823,-0.10842148,-0.8161336,-1.110742,-1.4633431,1.2977824
biologic_function,-0.020606302,0.16482896,0.020381765,-1.2617537,0.19071871,-1.7548132,0.12281093,-2.4199233,1.262135,-1.3830947,-0.06283125,0.7975867,1.2605232,0.99549836,0.022696685,-0.83595043,-0.5062193,0.7206699,0.70121264,-1.8737502,2.085968,-0.46448535,1.5298336,-0.9889401,-1.4202238,1.2087708,0.26034418,0.02068592,1.0049186,-0.906823,-0.27104443,0.59537435
tissue,1.0225166,-1.1964886,-0.8339096,-0.20509206,0.55559564,1.2489485,-0.062068895,-1.0842723,0.6155053,0.31437975,0.085318886,1.0886749,-1.3062687,-1.745343,0.43825367,0.5811498,0.7593341,-0.6604365,0.22133195,-1.624901,-0.30564103,1.4442452,0.008322873,-0.109925985,-0.5007221,1.036767,1.5316136,-1.923795,0.08203781,0.48832563,0.61560386,0.36042523
hazardous_or_poisonous_substance,0.47149956,-0.20249651,0.15783706,-1.6656909,-0.44088748,-0.1778078,-2.1147947,-0.6710064,1.074091,-0.48116088,-0.18261047,0.64167094,0.15444642,-1.1206152,-0.8210259,-0.48372552,0.5138436,-0.370094,0.57788545,0.8565842,-1.7356546,-0.82298034,-1.184075,-0.19899394,-1.640695,-1.618069,-0.18483593,0.29342642,-0.87272364,-0.8984896,0.83114195,2.818485
chemical_viewed_functionally,-1.1673923,0.35641086,0.12968451,2.0198867,-0.65295374,0.8898115,1.4957867,0.8013332,-0.35998654,-0.028835561,-0.9101983,0.56907856,-0.28496742,0.09384765,0.88897556,-0.70800865,0.42517576,-0.3963431,-0.8346892,1.8718104,1.0345986,-1.4560473,0.6718481,0.4149732,-0.5734743,-1.0287895,-0.9475719,1.891723,0.89520144,-0.8687385,0.47658986,-0.5696576
reptile,-1.7780601,0.45254365,0.5934582,-0.71540546,-0.7013914,0.50484294,-0.2027069,-1.0528079,-1.2469018,-0.71164453,-0.4214693,-2.864222,-0.4204383,-0.07488727,0.45211017,0.6260437,1.859635,0.63614774,-0.23336108,-1.2879323,-0.0042996397,-0.84269863,-0.03390895,1.4476072,-1.1624714,0.54627645,1.642306,-0.11937788,-1.5757805,0.48855308,0.33339125,-1.2678204
family_group,0.52431417,-1.1241375,0.18609023,0.8283461,0.8497151,0.02515582,-1.5112904,-0.5950463,-0.68324816,-2.0818775,1.1042789,-1.5064199,1.1648363,-1.4461218,1.2941128,-1.0201516,-0.0790573,-0.43698943,0.7704233,-0.7249187,0.20658945,-0.1483576,0.6526159,-0.0705434,1.0265754,-1.3148642,-0.15266918,-1.346708,1.679302,-0.095140465,2.2416346,-0.38706362
virus,-0.82233083,1.1695899,0.58406806,-1.3178654,-1.1908995,-0.06390519,-0.45961425,0.0768473,0.85870296,-0.39315197,0.04371214,0.89793843,-2.4582682,-0.5258687,1.4837633,0.796015,1.0831221,0.05634267,1.0803537,0.22779518,0.4281069,0.96693844,0.31810042,-0.25607875,0.9269972,-0.24238893,-0.66442645,0.6239459,-0.8446974,-2.1430647,0.123237185,-0.66571844
indicator_reagent_or_diagnostic_aid,-1.3970852,-1.0775616,-1.8616832,0.26179653,0.81215537,0.46397522,0.008582222,0.14452444,-0.77567333,-0.031907476,-0.37673,0.88969636,-0.51421565,1.6490558,0.09694682,0.006049765,0.049552623,0.16290535,-0.23612149,-1.5194783,1.0645508,-1.3317376,2.3499093,0.2754228,0.034962676,-1.3970712,0.653681,0.43140525,2.6736646,-0.38354033,0.33815977,0.6099594
sign_or_symptom,-0.16400154,-0.67820805,1.1078359,0.36656812,-0.7595835,-0.14954625,0.34427914,1.1628041,0.26155686,0.8081186,0.35874864,-0.049801253,-0.2009794,-1.8616532,-1.2585084,-0.37528414,0.4372218,0.24247183,0.38245818,0.6204593,0.28682917,1.4615926,0.22311886,-1.5090289,-0.40709594,-1.4975255,0.19662891,-1.4141986,0.5978471,0.3051415,-0.44013044,-0.892699
antibiotic,0.40410802,-0.20471814,1.4430401,-0.69785273,-0.20870483,0.2560862,-0.2634449,0.901569,0.8458496,0.42231423,0.12079769,0.29672077,0.41000766,-1.0806887,0.22292802,-1.4521787,-1.3021299,-1.2729312,-0.8755028,0.40499872,0.47698873,-0.3799924,0.66142863,-1.6657656,1.9765314,0.22106019,-0.19878548,0.18505608,-0.29021886,0.73719877,0.29180744,0.21894018
chemical_viewed_structurally,-0.27599013,0.7027927,0.51635474,0.41247526,0.12319015,-1.6306263,-1.3138561,0.7616142,-0.18638375,-1.1874963,0.14220642,0.98686635,-0.87405956,-1.3380411,-1.6221169,-3.2316916,0.2454849,0.7799154,-0.7877157,-0.46644998,1.3784924,-2.1451836,-0.47871453,0.64539057,-1.8500643,-1.4231174,0.14959739,0.9137402,0.045787577,-0.373532,-0.8535913,0.8025712
body_space_or_junction,0.048859313,-0.0065308316,0.6054021,2.269018,-3.0767365,-0.99412817,-0.0848454,0.07858838,-0.5552528,0.003646444,2.0823233,-1.3333646,1.0745351,-2.1926916,1.1539571,1.5961897,0.440768,-0.96819806,1.7500595,1.5738761,-0.778078,3.0667424,-0.48401806,-0.13486858,0.93704385,-0.6268675,-0.49639007,0.9193321,-0.69716483,0.8988297,0.3926868,1.1718649
amphibian,-1.0629153,0.2633557,0.22447334,-0.10360595,0.4416961,-0.869068,-0.70824766,2.0610647,-0.4588395,0.444966,1.3229269,0.2863866,1.298179,-0.28741595,-0.088672645,-0.95528924,1.1089425,0.2932085,2.036026,-0.8357462,-0.46508652,1.9356244,2.1794226,0.4234556,0.7179951,0.6937572,1.0396698,1.1912981,-0.9783102,0.40594026,0.10133771,0.11201985
