,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
steroid,-0.1088059,1.30297,2.2524886,0.27606398,0.9886732,-1.3718066,-2.4393742,-0.08865963,-0.06172749,1.3760369,-0.40920296,1.0325493,-1.2525313,0.41932124,0.35448802,0.12190709
experimental_model_of_disease,0.5668739,0.7082331,-0.8584704,1.0169919,-0.10255922,1.5765067,1.498682,0.98679465,-1.306743,0.9138658,0.87254083,-0.86588436,-0.119664825,-0.91417116,1.1129013,1.4060334
patient_or_disabled_group,1.3890547,-0.6400918,-0.46608528,-1.6170933,1.0845088,1.1176744,0.24750876,0.24721858,-0.21087721,0.21380234,0.83024037,-1.5133734,1.7019807,-2.7524664,-0.71042436,-0.075275846
professional_or_occupational_group,0.09860973,0.7999537,1.3296434,-0.76701754,-0.62698853,-0.3240179,-0.104174696,-0.07137753,0.50218886,-0.6196801,-0.4382162,0.9931584,0.031441856,-1.207233,-0.06823909,0.20705901
nucleic_acid_nucleoside_or_nucleotide,-1.37379,0.7823314,0.0578305,0.646416,2.3116362,0.9219118,-0.53637224,-1.8257571,-1.3271523,1.4921494,-1.1995721,0.7035296,-0.622409,2.267978,-0.22320352,-2.1140404
organism_function,-1.0184652,-1.0230304,0.7723849,-0.49978182,-0.27251586,-0.10179701,0.5990877,0.9710839,0.7150459,-2.039105,-0.5082122,-0.8067093,0.122020684,1.0268997,0.30531242,-0.40346518
mental_process,0.62152874,-0.5835369,0.9881598,0.65669745,-1.07432,-0.64439946,-0.47297752,-0.14040427,1.3328372,0.17604083,1.4659383,0.7541755,1.154213,0.9528964,-0.45905548,0.023831777
therapeutic_or_preventive_procedure,0.847754,-0.5150907,-0.056848463,2.1451964,-0.79844767,0.6903394,0.1699891,-0.45670095,0.1322609,0.74096704,-0.32669547,0.2995209,1.2960131,-2.022213,-1.0385022,-0.6699223
cell_function,0.8593953,-0.66357094,0.24521847,-0.08823057,1.7263085,0.83718956,-0.33782974,-0.46259123,1.153638,1.0398532,-0.5866939,-0.5411676,-0.26391393,0.77212673,0.006823254,0.31659642
pathologic_function,-0.53992105,-0.44291022,-0.50550354,0.080419734,0.7815582,0.23130253,0.20306574,-2.2657287,0.4153594,0.55177337,1.3196492,1.3595078,0.20775577,0.79341674,-0.65666616,-1.4683348
organ_or_tissue_function,0.41027603,1.065665,0.8475731,-1.5369232,-0.5244104,-1.1569735,1.8848196,0.24530336,1.1453384,0.32779062,-1.4110842,1.0413427,-2.6051767,-0.8372889,0.46086845,0.28695774
enzyme,-0.32575914,1.0669917,0.22180718,-1.3136239,-0.79954994,0.7389128,1.3323436,-0.96912116,1.4634854,-0.35188678,-0.11164353,-0.7640429,0.80842024,-0.2958636,-0.8410755,0.3675109
cell,-0.64596754,-0.23810041,1.4253016,-1.4716178,0.72520936,-0.7353319,1.1838788,0.4295288,-0.3409255,1.7790401,-0.09802089,-0.15778282,-0.6753263,-0.6462111,-0.3350811,-1.8688954
cell_component,0.6716047,-1.3490372,-0.7719677,0.11716519,-0.075907715,0.2932483,-0.101106144,0.0020364611,-0.4433232,1.3223401,0.78688973,-0.33019003,-0.757716,0.553159,-0.109562,-0.007117031
cell_or_molecular_dysfunction,-0.35268295,0.4209978,-0.25259188,0.7881985,-0.27385193,-2.3285186,-1.1755915,0.019352004,0.007519784,-2.2323012,0.6387494,0.587795,-0.12512001,0.7727403,0.5163716,2.2140913
hormone,0.61652696,1.1175748,1.2013727,-0.16214743,-1.984548,-0.1289567,-0.14461721,0.6045051,0.38895908,-0.18997486,-0.29377082,-0.24470145,-1.1407102,-0.46136674,1.2885906,-0.6444038
organic_chemical,-0.09224888,0.17905255,0.20163801,0.17872055,-0.5053645,0.90264845,1.7814887,-1.1687369,0.68697536,0.1528223,-1.5337937,1.6508338,-3.4360921,0.8123591,-2.2297451,-0.77861476
behavior,0.7071037,1.1536648,0.22709991,0.56121564,0.89838976,-0.6387292,-0.68968856,0.24079786,-0.45227045,-1.0073963,-0.4917091,-0.75972,-0.030408543,-0.7743008,-1.0409161,0.47799173
neuroreactive_substance_or_biogenic_amine,-0.05750197,0.2951038,-0.23865743,-0.33744207,1.0401281,0.9893409,-0.12341285,-0.08121589,-1.208158,-0.42190382,-0.8982914,1.6318632,-1.9709222,0.79114413,-0.30554482,-1.8725973
embryonic_structure,-1.6212549,0.06783754,-0.25242457,1.3146329,0.04868567,-0.4299645,-0.009952424,-0.55758333,0.9283361,0.78400517,0.60802233,0.881396,-0.6704165,0.7479192,-0.09201402,-0.03713856
neoplastic_process,0.46316847,1.289686,-0.28614813,-0.11381578,-0.19505839,0.47951996,-0.2545516,-1.2965058,-0.023379412,1.3732419,-1.7820185,0.070863694,0.46403787,0.15697572,-0.27262303,-0.1608677
laboratory_procedure,0.12815896,-0.87947416,0.49476194,1.0520548,0.11034052,0.8928839,-0.18152277,-0.4714899,-0.96101445,-0.21618007,1.00129,-0.82900846,-1.7686592,0.6511313,0.75781685,-0.10711342
natural_phenomenon_or_process,0.06710318,0.9519458,-0.20136338,-2.6566794,0.42530987,-0.6375846,0.18053748,0.11316133,-0.807656,0.87336284,0.3547471,-1.1971543,-0.7300238,1.2975681,0.46107352,-0.21041735
immunologic_factor,-0.6316664,-0.94678545,0.6022872,-0.71856457,1.2026521,0.71071345,-0.38112625,-0.6311451,-0.509567,-0.057659898,-0.79289645,0.21865559,0.800456,0.72963464,0.36779577,0.064201154
receptor,-0.7297669,0.6932633,0.4273558,0.5223911,-0.14801715,1.2621986,-0.87211406,1.5666662,-0.8720112,0.9689039,1.5641584,-0.6973385,-1.9826133,-0.43506733,-0.003571408,-1.4218261
self_help_or_relief_organization,0.5799299,-1.6903682,0.709136,-0.80931765,-0.10534329,0.7186149,0.049718503,2.8246484,-1.6708336,0.13509436,-0.3312743,-2.8445606,0.8707295,0.34813657,-1.2455981,-0.08472848
pharmacologic_substance,0.17460191,0.28052616,1.5610538,-0.05654982,-0.4624053,-0.063679844,1.2296087,-1.1969634,-0.3076568,-1.046311,-0.11664884,-0.30698642,-0.25425062,2.0376902,-1.1814579,-0.36106536
molecular_function,-1.6518763,-0.48824373,-0.29509565,-1.6366622,-1.122317,-1.2837431,1.8918539,0.05483068,-0.45247257,2.49986,0.6585492,0.898841,-0.56585866,2.0883632,-0.44648165,0.19555233
regulation_or_law,0.46685502,-1.0562671,0.6807654,-1.6109041,1.2142704,-0.71857136,-0.2155294,0.2445848,-0.021921244,0.08519029,1.1739727,-2.7378,0.25865868,0.7081074,-0.11054836,1.7871743
human,0.18145777,-2.3032365,0.795785,0.5060732,-0.18896186,1.432737,-0.48418045,-0.55041695,-0.9323788,2.0373483,-0.5960627,0.9363163,-0.22256312,1.4049337,-1.1239964,0.016338553
eicosanoid,-0.029929943,0.9196941,0.4668176,-0.3741983,-0.8882529,0.3574155,-1.2795087,-0.39317927,-0.394231,-0.9631954,0.7783882,1.2718123,-0.40683183,-0.22850563,-1.8389354,0.3013471
amino_acid_peptide_or_protein,-0.28930092,-0.23536603,0.8977746,0.32026818,0.1294174,0.17884517,-0.3853556,-0.03452105,-0.8545909,0.3680317,-1.4077929,-0.5735286,0.2945368,1.1814181,0.28935665,0.09188951
group_attribute,1.0597553,0.07790577,0.4443752,-2.6721811,-1.4764652,-0.15892069,-0.90512246,0.331664,-0.48409966,0.90375805,1.8009282,-0.11440144,1.3826741,-0.4880246,-0.26098272,0.70890605
organism_attribute,-1.9167016,-0.66345084,1.3745773,0.29855573,-1.4957178,0.96448505,0.41655406,0.01590629,-0.39167902,1.693833,-0.22447905,-0.04535996,0.59906125,1.6856354,-1.5579729,-0.6670168
finding,1.1393044,-0.3394827,0.61061877,0.19877288,-0.35804823,-0.85732293,0.39561465,0.84072953,0.237087,-0.8305879,-1.3691621,-0.7629365,-0.16321136,1.3099365,-0.34656957,-0.020222379
congenital_abnormality,0.9657069,-0.08973852,0.45259696,1.5915363,-1.6801816,-1.6599797,0.049659386,-0.9591193,1.0083876,0.33124858,-0.7973331,0.93286324,1.2296902,-1.2572987,0.31629866,-0.48515892
anatomical_structure,-1.0047473,0.08102994,0.16243151,0.04046514,-0.06623457,-1.4902304,-2.7620099,-0.83484644,-0.4842022,1.5727923,0.44831702,1.3115498,0.2614966,-1.1672968,0.77999216,-0.40887198
molecular_biology_research_technique,-0.31970868,0.26893762,0.5725147,-0.16463113,1.5485772,-0.6125914,-0.26884812,0.24512814,-0.27544987,-0.9364486,-0.44318458,-0.834788,-2.443655,0.3879944,-0.5566473,0.3313098
diagnostic_procedure,0.74795824,-0.33601454,-2.1111617,0.6153056,-0.7482228,-1.2409441,-1.3436178,0.1500068,0.0396976,2.5884864,-0.9786663,3.4716978,-0.7025041,0.88909185,1.5594549,-1.4292883
biologic_function,-1.8813835,-0.65992755,-1.2203342,-0.8912692,1.2447997,-1.2678814,-0.41257897,1.0419708,-0.75058264,2.823843,1.0549448,0.7394705,1.7311175,1.7084575,-0.6991267,-1.231463
tissue,0.0769953,0.27728903,1.8050379,-0.76002735,-0.6544632,0.32751575,1.0608772,-1.9133825,-1.0006598,0.35098976,0.87159425,0.13569674,-2.1420934,0.18572415,0.55381286,0.09549101
hazardous_or_poisonous_substance,0.78614223,1.3638666,-0.053631723,0.8750965,0.10466146,-1.042019,0.038559895,0.7713527,0.40248597,1.0610142,0.080517784,0.30588916,-0.54013383,0.37465954,0.6600443,-1.1658473
chemical_viewed_functionally,-0.28048757,-1.0946515,-0.48323667,0.16803637,1.4210364,-1.2418683,0.4060892,1.3801302,-0.31188115,-0.3566318,0.26170042,0.47165546,0.9513114,-1.0298456,-0.33606008,0.15213098
reptile,-0.7590104,-0.04462451,0.39579573,1.5533239,0.32610896,-0.052606564,-0.54090875,0.44811195,0.062269125,-0.4743097,-1.330684,-1.2317241,-1.9916312,-0.555749,1.6394541,1.8691888
family_group,0.4822774,1.7242004,-0.99081814,-1.2689806,0.13373163,0.29314044,-0.63184774,-0.1602046,-0.6278355,1.1829299,0.2952603,0.2600683,-0.25305456,-0.730714,0.18470514,0.110531464
virus,-1.2156183,-0.6628386,1.6968274,1.7528858,-1.9356949,1.6343079,-0.22335905,0.71172935,-0.511181,-1.7927128,0.51446176,-1.1245565,-0.9665709,0.61274105,-0.62938964,-0.691101
indicator_reagent_or_diagnostic_aid,-0.8056331,-1.5803792,-0.8748131,0.21576312,0.95123625,1.1033899,0.706968,0.5962853,-0.72287565,1.3623049,0.21391732,0.041470237,0.83503056,-0.7591846,-0.7986032,-0.40922785
sign_or_symptom,-3.4944928,1.5297037,0.87343645,-0.6558965,1.3378068,1.2601554,-0.98461044,0.22643538,-0.1155432,0.29323208,0.7850424,1.0555199,0.3314858,-1.1113989,-1.769952,0.6520966
antibiotic,0.5061735,-0.71842706,-0.32791755,-0.7517702,-0.7213574,-1.8593585,-1.6739678,0.43341488,-0.9267421,-0.2612951,-0.6630803,-0.47753978,2.2815342,1.220784,0.21188113,0.107423924
chemical_viewed_structurally,-0.007621622,-1.5238625,-1.4423739,1.0785822,0.36093378,-0.3117096,-1.8989295,1.1530721,0.6706704,-0.37876165,0.76928335,-1.322887,-0.32645637,1.1757604,-1.2019233,-0.45258427
body_space_or_junction,-1.2506942,0.3718739,0.468661,0.3450922,-1.031044,0.0505263,0.20421174,0.1062087,1.4250177,0.34553882,0.7852865,3.0583308,0.40013456,-0.26479062,-0.8928228,1.0473287
amphibian,-0.59265715,0.26762035,-2.2188563,2.8603616,2.675016,-1.8164787,-0.8200923,0.17590155,-1.2483345,-0.12295868,-0.7274106,1.6640375,-0.13732839,-0.48798004,0.7623435,0.28423324
health_care_related_organization,0.92440224,-0.8937365,-0.011868671,-0.254973,0.2887733,-0.749998,0.6566987,-0.5054879,-0.6650693,-0.30688253,-1.1350385,0.6574067,0.09716663,-0.7581088,0.69795084,-0.25593796
fish,-0.39392978,-1.9621785,-0.10960761,2.3302665,1.955347,-1.9887781,-0.15049632,-1.3538998,0.09519753,0.12427971,0.5865948,0.5888068,-0.40159145,-0.67140603,-1.6036123,-0.26472914
physiologic_function,1.101116,-0.9113995,-0.77757895,0.93495643,1.2330732,-1.9521576,-0.21213241,0.8831426,0.007948157,-0.061351188,-0.21541448,1.3833064,-0.30775666,-0.033035666,-0.514572,-0.078507535
animal,0.72604364,-0.793594,0.4184787,0.31743872,1.0112511,-2.41618,0.8725785,1.1912109,-0.041267,-0.46570542,-0.15441443,-0.33977345,-0.0940271,-1.4644444,0.8102559,0.23495479
injury_or_poisoning,0.8529579,-1.9355822,-1.1756101,-1.3339008,-0.022451872,-0.08224253,1.7157356,-0.9728552,0.07722953,0.95355713,1.2646081,0.047120154,-0.43031836,-0.38487136,1.5093069,0.102694444
lipid,0.14992258,-2.0268342,-1.9527082,1.4228624,1.0428613,1.3354536,-0.3416736,-1.551306,0.299369,-1.0992925,-0.4149733,-0.2937467,1.5360332,0.18579331,-0.32707238,0.26332575
plant,1.1545752,-0.93212485,1.0528432,1.4682509,1.133255,1.0645474,0.52026945,-1.0473516,1.9141124,-1.6263673,-1.567794,-0.3790313,0.2912077,-0.33651,0.786469,0.40132597
organization,-2.4162285,-1.5693444,0.09530751,-0.57859004,-0.44710416,1.4527735,2.0996943,-1.388713,-1.5504459,0.852378,0.49416146,1.4701443,-0.4505139,1.1204085,1.1234384,-0.077879526
genetic_function,0.52698225,0.032741647,1.08524,0.20269944,-0.98450077,0.87482643,0.46844634,-0.6220294,0.34579384,-0.70579714,-0.5022223,0.7671548,2.4413996,0.29339623,1.0474408,-0.36927733
gene_or_genome,-0.15847486,0.24366267,-1.0725393,0.17231996,1.6883699,0.84427506,-0.3129713,-0.21773407,-0.44777572,-0.097603954,0.5116075,0.62485373,0.10854492,-0.1429677,-1.1684967,-0.711144
laboratory_or_test_result,-1.139997,-0.01873973,-1.3585584,1.5056448,0.75644356,-0.22660193,-1.8419471,-0.44839337,0.118569106,1.8213344,-0.061865255,-0.15524271,-0.5925395,2.3392513,2.0990822,-1.1006063
spatial_concept,0.78876793,2.437183,0.7684613,-0.7980711,1.0447392,-0.33435756,0.14887442,0.20908472,1.1563741,0.9454562,-1.4967474,-1.3770331,0.69767845,-0.13430935,-0.9194535,-1.2880654
rickettsia_or_chlamydia,0.15570146,0.22898628,-0.9685517,-0.19636293,-0.28738698,0.13235137,0.717076,1.0004016,-2.4790394,0.8491356,1.1454809,0.26278013,1.0185885,0.6523363,-0.66332453,-1.0995923
body_substance,-2.1042788,0.19945341,-0.69053406,0.65293604,-0.61349857,0.34392545,0.37138453,0.22255701,-1.1638749,0.4079497,-2.1834624,0.3203144,0.44864005,1.0883383,-1.1596147,-0.21531303
intellectual_product,-0.2298226,-0.5942485,1.7165196,-0.8279742,-1.0813595,-0.38291258,-0.29724,0.7517587,0.42422906,0.2180842,-1.7108325,-0.97528267,-1.4009367,0.095275715,1.6195145,1.6197959
element_ion_or_isotope,1.2919743,-0.30673295,0.027581917,-0.5146388,-0.024487749,0.622757,-0.05796916,-0.050420687,-3.7640116,-1.6185634,1.8318172,1.675998,0.09161237,0.021995727,-1.2484376,0.15245998
research_activity,-0.65062994,-0.543375,1.1721578,-0.60299754,1.4066736,-0.8488621,-1.5899682,1.5826528,0.4255225,-0.1327933,-0.78307676,-0.13168186,-0.999025,0.7570135,0.3783873,-0.19139662
geographic_area,-0.08975376,-0.323296,-0.46709353,-0.10064652,-0.47119194,0.52538186,-0.8187368,1.4147764,-0.10933402,-1.151574,2.4723046,-0.76065063,0.64566845,-1.6828841,0.8702162,0.21960478
professional_society,0.64862055,-1.7840706,-1.2339251,1.1081634,-0.97950083,1.2010651,0.9665388,0.23101358,0.8044254,-0.4265338,0.0814609,-0.26885965,0.60160536,-1.1756927,0.3307308,0.05532186
organophosphorus_compound,-0.6880363,-0.64710844,0.7483412,-1.2176033,-0.14659868,1.5377902,0.36185133,-1.6296227,-1.1895913,0.09586563,0.0973614,-0.9017087,0.07464667,-1.1975908,-0.40354177,0.094218165
body_location_or_region,0.20438926,-0.5742008,0.6759365,-1.088399,1.0596553,1.0458649,-1.1290228,-0.6910821,0.7845589,0.4178536,-0.016591728,0.48591128,0.4899098,-0.47514665,-1.3112386,0.11883765
invertebrate,0.8627262,-1.8633428,-0.20032053,-1.201457,1.0748785,-1.3729897,1.3907796,1.3036243,-0.70272166,0.8764662,0.31926656,1.4146702,1.9324579,-0.49787283,-0.54649955,-0.12707539
age_group,-1.7363011,0.8801371,0.13133186,1.5346117,1.6900618,-0.41441417,-0.6153638,-0.06719001,0.3557627,0.96541053,1.3162271,-1.1138219,-0.78802484,0.9280682,0.59949046,0.88979715
human_caused_phenomenon_or_process,-1.2092497,-0.75381505,-0.47504592,0.1282821,-0.23007107,-0.12427484,0.5817642,-0.52927876,0.025071181,2.057697,-0.08474485,1.1243733,-0.14948578,0.21166466,-0.31879088,0.4999945
phenomenon_or_process,-0.2844198,-0.27012393,0.5432249,1.8792253,0.11221858,0.18873845,-0.28525525,-0.27042693,0.13775054,-1.7478919,-1.3516612,0.97041076,-0.011851583,0.6735613,-0.75092685,0.08267534
individual_behavior,0.63248974,-1.5380328,1.1372452,-1.8506953,1.3683376,0.5460255,0.034313355,0.44463938,-1.172574,-0.35773784,-0.26282364,0.37369573,-0.21204644,2.085516,-1.5731685,0.30565396
bird,0.6061303,-0.6851529,-1.693598,0.16233364,0.0441809,-1.5616889,-0.51975393,-1.5485669,1.830186,1.0822961,-0.06707983,-0.3749845,-0.35725957,0.8321904,0.40231642,0.37727374
mammal,1.3872932,-0.12409793,-0.8339364,-0.21921386,-1.0185506,0.3795404,-0.6641367,-2.1977375,0.66754025,0.29422012,0.26506424,-0.24908113,0.56404394,0.7038225,1.411134,-0.015660537
qualitative_concept,-0.4309491,0.5106802,1.3502681,0.31516093,-1.3176479,-0.54907125,-0.1060598,0.49202704,1.8931513,-0.9075246,-1.3356442,-0.23118366,0.008816702,-0.16273716,-0.112036884,0.60968316
environmental_effect_of_humans,-0.903571,1.4301414,-1.4977441,-1.0428545,-0.69018227,-0.6550173,-1.1985283,0.50088143,-0.049018294,0.23015298,-0.13073345,1.2949735,0.705387,1.217403,0.6123475,0.37364346
social_behavior,0.59568244,0.59069645,0.8836271,-2.1234472,1.3959246,1.3783442,-0.87767625,-0.52045065,1.0288925,-0.93187857,-0.25341195,0.7565529,-1.8479073,-0.9267491,-0.08749404,0.79243016
biomedical_or_dental_material,1.0698527,-0.80585945,-0.27706552,-1.0891004,-0.17745027,0.35962865,-1.0707592,-0.99656993,-0.32548606,1.1928668,-0.0861759,0.41326228,0.85597736,2.2513041,-0.2596838,-0.85572493
quantitative_concept,0.26824117,0.1837406,1.2724006,0.6603723,0.32526666,-0.0057096407,0.115480594,-0.21718574,0.36981237,-1.4681214,0.34666246,1.1499013,-1.4448667,-1.2533541,0.06561817,-0.5136164
inorganic_chemical,0.44289804,-1.3398135,-0.34634897,0.17048745,1.3883204,-1.9810045,-1.7753371,-0.059038535,0.88361645,0.24798703,-0.5499011,-1.1803246,-0.13016906,0.054212317,-0.79106486,-0.028364431
drug_delivery_device,-1.8774637,-0.5114345,0.3309019,0.567472,0.70427626,-0.40113238,-1.3669662,2.2289608,-0.27818587,0.65941894,-0.05158611,-0.50885,-1.0721729,-0.18213302,-0.3512111,1.674345
educational_activity,-0.21620783,-1.8155595,0.3624127,0.39695278,2.136567,-1.6238455,2.8933015,1.2755538,-0.08044561,-0.96038216,1.4560622,-0.100765646,-1.8833227,-1.5287347,-0.9161562,0.6938687
chemical,0.2356492,-1.2323625,0.62115395,0.8908295,-1.7643545,0.3502229,1.474455,-2.3209167,0.9676921,0.08220577,-0.0563774,1.8341107,0.76920074,0.99866563,-2.6096265,-0.23933285
vitamin,-0.0027448789,-0.6381932,0.42214924,-0.02234716,-0.99936575,-0.3317226,-0.30630577,0.9036801,1.4321555,1.7272893,-1.1053042,-0.1713916,-0.9655288,-1.2947984,-1.8262768,0.5806028
fully_formed_anatomical_structure,0.10984789,0.48624682,0.27851436,-1.1237298,0.22897954,-1.6339085,0.26514882,-2.2714975,1.4269859,-1.0291703,0.043553725,0.6990385,1.3449075,1.2469109,0.4294687,-0.42578372
group,-0.5885175,0.73640275,0.518743,-1.855547,2.0884082,-0.52503216,1.5230414,-1.0524259,-1.6453819,0.9151503,0.15539515,-0.003598334,1.0893025,-1.1965764,-0.21661745,0.019359494
nucleotide_sequence,0.9100994,-1.4643383,-0.88615036,-0.50530946,0.34918326,0.9517092,-0.3075343,-1.3078008,0.47536784,0.094437204,-0.121137656,0.80275685,-1.599259,-2.228613,-0.067097574,0.023557069
body_system,0.67267394,-0.84061205,0.1450892,-1.7934724,-0.34744883,1.3872145,-0.072910905,-0.22582199,-0.727131,0.88322455,1.3756468,-2.04212,0.08272483,0.29989183,0.5931806,0.36394042
food,0.5919123,0.024430305,0.35000587,-1.1014241,-0.15310077,0.44066066,-1.835744,-0.18817343,1.3292081,0.029114837,0.28085998,0.944102,0.5624156,-0.9968642,-0.2053579,-0.19942982
bacterium,1.0748911,-0.046750095,1.0039039,1.2548493,-1.061702,-0.25881574,-0.5485332,0.36497656,-0.9531542,-0.90418017,0.5503737,0.93169093,-0.29085144,-0.40342972,1.1529135,3.0767603
fungus,-1.5219941,0.020619307,-0.2627549,1.4812582,-1.2438444,0.5020786,1.0123194,0.35076278,-1.0393003,-0.44408253,-1.2335361,0.37904674,-0.62922686,0.05438958,0.2667182,-0.2686328
research_device,0.19987684,-0.68064624,-0.9920712,1.6971159,1.0628909,-1.447289,0.46543616,0.41497672,-0.649112,-1.1468626,-0.98576313,1.797489,0.5193987,-0.60807955,0.5152887,-0.07365537
governmental_or_regulatory_activity,-1.0302832,1.151894,1.3005712,0.12243965,0.11287381,1.1494039,0.536825,-0.4564117,-0.6247056,-0.1588178,0.18905377,-2.3777013,0.30138674,-0.44271678,0.33223346,-0.24903944
idea_or_concept,1.526362,0.317894,-0.5687276,-1.7510949,-0.41633826,-1.2851987,-0.46859363,1.1244615,-1.5862521,0.15225925,1.3018727,-0.51709086,-2.0963159,0.45125663,-0.00072052074,-0.59467304
occupational_activity,0.6930168,-1.0163999,0.47721565,1.0534346,1.1066941,0.3411547,-1.3167126,-0.37686336,-0.33813956,-1.8520318,1.450636,-1.0876758,1.1707275,-1.1066881,1.2701391,-0.8033658
physical_object,-0.2997761,-0.56292695,0.7783002,-0.93905085,0.17359617,-0.37276617,0.61396176,-0.16379726,0.9396439,-1.3990663,-0.3496021,-1.4493543,1.400759,-0.003195284,1.875463,-0.1818987
vertebrate,-0.6291367,1.3564669,0.6568714,-1.251403,-1.0010142,0.071219295,-0.35083878,0.26255763,1.0537202,-0.30563188,0.23390509,1.0739417,-2.3851,-0.5483741,1.320565,0.6457271
substance,0.66113156,-0.26035163,0.7679889,-0.0122903325,0.124861695,0.76342016,0.09749614,-0.6457687,0.61684895,-0.56635845,-0.9604247,0.36279434,-1.4225848,-2.022619,-0.087545425,-0.2439895
medical_device,-1.268921,-0.9876213,-1.8781092,0.36590475,0.8326096,0.6054907,-0.08189469,0.088342324,-0.9191286,-0.38087106,-0.45276856,1.0207428,-0.6779336,1.5696658,0.09430224,-0.25160876
manufactured_object,0.1734012,0.35567895,-0.094837695,-1.6029152,1.0429676,-1.2456858,2.4893281,0.3314319,0.09454731,-1.2226576,0.9569553,0.55556333,2.8560162,-0.31057537,0.33649722,0.29236135
classification,-0.10712121,-0.6813069,1.1566212,0.4204415,-0.8347522,-0.23455033,0.31172624,1.2280022,0.37139156,0.8594449,0.45142835,-0.06368951,-0.26402962,-1.4581543,-0.9837398,-0.1199713
daily_or_recreational_activity,0.31136185,0.17376706,0.27990457,0.54119873,0.26544106,1.4695362,0.20532502,-1.4988408,-0.48480192,-1.4311057,0.1760988,-1.1540263,0.554661,0.9896837,-0.34865686,-0.13589539
conceptual_entity,0.38544634,-0.2148724,1.363226,-0.785504,-0.31109968,0.12525123,-0.3475892,0.8058358,0.7267289,0.26204583,-0.008405691,0.29112056,0.32335144,-1.0806574,0.11327362,-1.0953774
occupation_or_discipline,-1.0365323,-1.1534141,-0.70067763,0.56627494,0.66279423,-0.1622473,0.6880862,-1.5491552,2.1244214,0.22212832,-0.09419686,0.18534942,-0.29066464,0.8281554,0.3089542,-0.19831893
amino_acid_sequence,0.19328663,1.0664577,1.0544739,1.0380572,0.6426479,-1.0019432,-0.81085384,1.2711527,0.414898,-0.6230898,0.8466588,1.5672941,-0.8096525,-0.5686705,-1.8594371,-2.7649949
clinical_drug,0.6807539,1.212478,-0.48936597,-0.13234925,1.7434076,-1.7445709,-0.25385398,1.0436252,-1.4326317,-0.9976582,0.4402387,1.1533622,0.40163687,-0.181065,-0.56292695,0.26367164
activity,0.13207613,-0.02790915,0.48140112,2.2588856,-3.0879116,-0.986507,-0.12762345,0.062564634,-0.52057546,-0.0054632626,2.026331,-1.342272,1.0261843,-2.2548528,1.0074834,1.35414
