,0,1,2,3
indicator_reagent_or_diagnostic_aid,-0.05188004,0.32182553,0.877051,-1.2219632
sign_or_symptom,1.6047285,-2.060009,-0.86396015,0.18747789
antibiotic,0.07913676,0.71587735,1.2099144,-0.61984885
chemical_viewed_structurally,-0.5264974,-0.06841007,-0.20819224,0.005831495
body_space_or_junction,0.3339522,-0.38337547,-0.44866493,0.80687064
amphibian,0.026449483,-0.93405116,-0.010398874,0.5521422
health_care_related_organization,-1.1385574,0.70718217,0.13848534,0.5871363
fish,2.145318,0.72039735,-0.45180374,-1.5336697
physiologic_function,-1.0233997,1.2871317,-1.046974,0.70762855
animal,-0.3532438,2.0562232,-0.47018954,-2.1506925
injury_or_poisoning,-0.7624828,-0.7655466,0.6406951,-0.21344292
lipid,-0.24415265,0.09115343,0.47228906,0.7668063
plant,0.8603496,-1.6041801,-0.17108633,-0.5405811
organization,0.18414265,0.9096545,0.26735157,-0.6107024
genetic_function,-0.100310475,-1.0391467,0.35620207,0.20909369
gene_or_genome,-1.214721,-0.7829218,-0.62150776,-0.23253638
laboratory_or_test_result,0.73235923,0.0024592082,0.8608136,0.39188784
spatial_concept,0.5351313,1.1772343,-0.6916027,0.31202334
rickettsia_or_chlamydia,0.80208176,-0.40742826,-0.012707591,1.9481815
body_substance,-0.42473492,0.5477952,0.22535144,-0.2769947
intellectual_product,0.10523726,0.7512331,-0.11371455,0.15706255
element_ion_or_isotope,1.2958564,-2.0414176,-0.830917,-0.7313567
research_activity,0.44865093,-0.63208425,0.1485454,-0.41181365
geographic_area,1.148036,0.35154033,-0.4997681,-0.7616758
professional_society,0.76154107,0.68255347,-0.8147232,-0.6482384
organophosphorus_compound,-0.59654427,0.64390266,-0.11330869,0.8568368
body_location_or_region,-0.411479,-0.34111312,-0.34292233,0.13042171
invertebrate,0.8374499,0.2453058,0.287109,-2.0378504
age_group,0.21102676,0.3741332,1.0404711,1.0295368
human_caused_phenomenon_or_process,0.34270906,0.3774016,-0.25010538,-1.7252636
phenomenon_or_process,0.15859842,0.66615784,0.53451467,-1.5515094
individual_behavior,-0.55956525,-1.2374487,1.3399906,-0.27584067
bird,0.7779141,0.18863055,-1.4727662,0.7812595
mammal,-2.5218928,-0.07092734,0.49987212,1.2184285
qualitative_concept,-0.29254583,0.9147129,-0.051677298,-1.1539404
environmental_effect_of_humans,-0.936033,0.6765086,1.0093011,-0.82043535
social_behavior,1.0042514,-0.18712251,-0.20737866,-0.60932416
biomedical_or_dental_material,0.6439741,0.4012958,-0.8749273,0.85062164
quantitative_concept,-0.47438648,-0.0398423,1.4695375,-1.2612462
inorganic_chemical,0.69803596,-0.55112565,1.009806,0.30035704
drug_delivery_device,-0.42491195,1.5367898,-0.14962688,-0.18332873
educational_activity,-0.58108693,-0.5360746,-0.22404505,-1.8013121
chemical,0.39985698,-1.2724675,-0.9185889,-0.115914315
vitamin,-0.09711532,0.22435753,-0.1378562,0.028681185
fully_formed_anatomical_structure,-0.7871395,0.8909554,0.30791482,-0.5486594
group,-0.77433044,0.2134628,-0.38240767,-0.32780045
nucleotide_sequence,-0.5107468,0.2432106,-0.3668845,0.58137834
body_system,-0.32645378,-2.1938865,-1.1666859,0.008799803
food,-0.07443206,-2.0983047,0.5556628,0.3219019
bacterium,-0.26510948,0.4729748,0.21798378,1.8733336
fungus,0.7116803,1.1158085,1.3755962,0.06908578
research_device,-1.4220552,0.02878546,0.29547873,0.59500974
governmental_or_regulatory_activity,0.59908235,-0.1741027,0.03731993,-0.4940496
idea_or_concept,-0.20521481,-1.1175635,1.8843008,-1.6557548
occupational_activity,-0.09860234,0.09087927,0.1267599,0.236349
physical_object,-0.3029786,0.73858416,1.5463899,-0.8411835
vertebrate,0.494179,0.0012490815,-1.4479607,1.4163148
substance,-2.971405,0.34327915,-2.01277,-1.3605189
medical_device,0.8139634,1.1729558,0.34279397,0.63287747
manufactured_object,0.9681377,-0.3180188,-0.43226698,0.4065692
classification,-0.13987917,-0.52609354,-0.047609262,-0.40703592
daily_or_recreational_activity,0.061784852,-0.5183747,-0.8897881,0.3881196
conceptual_entity,-0.38885304,-0.0059562894,-0.37340605,-0.5032791
occupation_or_discipline,0.41246337,0.42499924,-0.17536928,-0.16833475
amino_acid_sequence,-1.2960643,-0.5312379,-0.98725,1.4355172
clinical_drug,-2.03672,0.2654194,-0.051255018,-2.1965804
activity,-1.3340304,0.23494193,-0.17078763,1.3126954
event,0.1865959,-0.30118683,0.08228909,-0.32668024
temporal_concept,0.8991293,0.6303196,0.49177474,0.4019439
archaeon,-0.36268684,0.246618,0.27793002,-0.41778344
language,0.5783471,1.2395763,-0.056087997,0.111476675
biomedical_occupation_or_discipline,-0.11245331,0.19728741,-0.1388583,-0.81052864
functional_concept,0.070745505,1.1968672,-1.567542,0.11196813
machine_activity,-0.38411924,0.2378898,-0.593739,-0.08618981
entity,0.29009402,0.9175011,0.08515641,-1.8969309
carbohydrate_sequence,1.4375584,-0.25177184,-0.033951174,0.7823463
organism,-0.5415697,0.9125649,0.5377166,-0.8146112
