,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
exhibits,-0.14357994,-0.2873966,0.26622543,0.15883017,0.6888724,0.8581182,-0.44390705,0.05772436,1.0846852,-1.0277354,-0.42141503,-0.18644957,0.3509487,-2.664939,2.9309545,0.22072282,-1.8073951,-0.7713032,-2.1939378,0.986505,1.10828,0.70265335,-0.37428522,1.9783638,1.4983621,-1.4696188,1.5613896,0.54227096,0.7653343,0.18829547,0.9976113,2.7204204
ingredient_of,-0.18715523,-1.6193056,-1.291983,-1.2778069,-0.5348959,-0.20248818,0.08551329,-0.868673,0.32211778,1.2983053,-0.17001736,0.10271721,-0.29051006,0.41340193,0.43541142,1.1114824,1.3484274,-0.41196677,0.9696792,-0.45311293,0.9671486,-0.58264625,0.6230618,-0.92501986,0.8609101,-0.3539788,0.24060121,-0.6968007,-0.851078,0.16890046,-1.9764003,1.9490386
property_of,0.68808556,0.7681315,0.0077772085,0.2410945,1.7649833,0.16803731,-1.9524343,-0.8773744,-0.16917868,-1.2187994,-0.54237276,-0.8418338,0.8417141,1.7033465,-0.027999079,-0.5106203,-2.5789685,-1.6947064,0.4248141,-1.0417438,-0.55374867,-0.6062855,-0.092848204,0.49195632,-1.4064729,-1.5381361,-0.6076271,1.6046314,1.4628289,-0.4615669,0.07709565,1.5485773
manages,0.1310104,0.11822537,0.99397814,1.8103899,0.35246158,1.1628819,1.1833286,-1.4343157,0.02112758,-0.40997738,0.029733036,-1.2510676,-0.4528204,-0.6921298,-1.3496633,0.060125988,-0.2753931,-0.7768988,-0.5038503,0.24732137,-0.18573491,1.6873984,1.4887086,-0.5578404,-0.24342749,-0.42360875,-0.18363748,-0.8375342,-0.19120757,1.1050068,-0.239166,0.53912795
assesses_effect_of,0.74925745,-3.6775155,-0.48152563,0.23866068,-0.39955756,-0.2341984,1.8085631,-1.581183,0.050196867,1.9437945,-0.3021493,-0.8996511,-1.1361102,0.028533306,-0.7558078,1.3669304,1.1399316,0.5365422,-0.12611449,0.68912405,-0.23891069,-0.028460197,1.3211998,-0.61308646,0.5469508,-0.18916449,0.74947155,0.68183196,0.2230981,1.0606598,0.20458214,0.15764229
method_of,-0.5825675,0.89339024,1.6263192,-0.80511296,-1.910777,0.25498828,-2.2055824,-2.179526,0.6716623,-0.6145692,-0.5881618,-0.74816346,-1.7537469,-0.2247773,0.17176679,-0.26830646,0.14563742,1.1890985,0.4287825,-1.4133637,-1.4581822,0.029935962,-2.6672564,-0.66303855,-0.6832164,0.11358182,-0.5433788,-1.5592427,0.13352409,0.90841717,-1.1702008,-1.0360346
measurement_of,1.1216601,1.0361911,-0.21257511,-0.28953454,0.1945235,-1.4287151,1.1143512,-1.7677982,-1.0692593,-1.572082,0.5048023,0.48100337,3.0265749,1.8267488,-0.106171094,0.33422843,-0.7136928,-1.0114809,1.5985339,-1.1384294,-0.024810402,-0.5275046,0.09731328,0.76473135,0.17294204,1.9132491,0.54191244,-0.36355248,0.67862177,1.6484356,-0.28045592,1.5603495
precedes,2.640727,-0.41006643,-1.8211663,-1.3382372,-0.28043696,-0.7347392,0.16153835,0.6566323,0.7046777,2.0919363,1.0059708,0.063918985,0.33822,-0.54964274,0.81207365,0.8165236,-0.33084106,-2.3802044,-1.1960058,0.19815896,-0.3015348,1.0278983,0.5487025,0.7323949,0.4025739,-0.6982759,1.3095853,0.1710576,0.03739236,-0.3785764,-0.41921806,1.1728513
consists_of,-0.27959907,1.2556003,1.0424994,1.0561905,2.11413,0.15834218,-0.095352165,1.2915463,-1.3160543,2.3612518,-0.8965129,-0.18218958,-1.019379,1.3951553,1.1051978,-1.92142,-1.5305203,0.25989547,0.53063655,-0.51815027,-1.4482766,-0.054894328,-0.81073046,0.45908242,-0.6599646,-0.10260381,2.304249,1.1219889,0.76577204,-1.0308003,-0.54703087,-1.6340667
performs,0.181027,0.91691774,-0.7884054,0.6139727,-0.5752809,-1.8830433,-0.8356872,-1.7626334,-0.60922533,0.42355886,1.1666744,-0.55735266,1.8430026,-0.5688981,1.6452652,0.19031288,-0.67825025,-0.9265592,-0.9351584,0.6103471,-0.79320645,-0.85968274,-0.42661712,-0.72066635,-0.85020506,-0.09341278,-1.0829364,-2.4958546,-0.9274027,0.28557074,-2.0933254,-0.3612024
conceptual_part_of,1.1669255,1.1738795,0.023886604,0.619195,0.41941962,-0.77197903,-2.9691873,-0.21927235,0.28015167,-0.82470506,0.85521907,-1.0954589,-0.418686,1.5561306,-0.2147816,0.89523226,-1.1086805,0.4667424,0.35517964,-0.34059325,-1.0715666,-0.07162909,0.9716811,0.17809442,-1.992986,0.15247062,-1.3468568,0.5712363,-1.7956285,-1.6883159,2.1227212,-0.83114296
analyzes,-0.76982397,1.4167585,-0.14611244,-0.5015468,-0.48090282,-2.327583,-0.91383123,0.07203939,0.5058708,-0.067893416,0.9608805,1.0049232,-1.2127221,0.538904,-1.0962349,1.3476065,0.07917209,0.3021205,0.14866395,-1.4584965,2.1945386,-0.031351544,1.392403,-1.9546363,0.17689873,-1.4979364,-1.7157568,-1.1668216,0.39285785,-0.063346855,-0.4301928,0.9671801
carries_out,0.56789297,-1.4749864,-0.3535993,0.1061489,-1.266192,-1.1587596,0.64271915,0.20794989,1.4006811,-1.487775,0.050364338,0.10597806,0.46256337,0.26968902,0.41147265,-0.34379762,-0.87951815,-0.6707511,0.21831985,-0.086826496,-0.011151466,0.1138877,-0.6930682,-0.6680475,3.6691089,-1.8660488,-0.42691877,0.6152134,-0.46556255,-2.1852367,-0.4917735,1.7895105
developmental_form_of,-0.13869604,-1.4055841,-0.5362481,-0.6149213,0.3578951,-1.5392572,-1.7324523,0.18379779,0.5548016,0.3430086,0.09142984,0.61247295,1.2828485,1.1813377,1.327727,0.27479345,1.646063,-0.3678041,0.44384176,1.2605435,0.7219633,1.9555908,0.2565962,0.15393677,-0.3354475,-0.35666567,-0.14230809,-0.54021484,-0.21672183,-1.5681009,-0.6760774,0.5015619
contains,-0.30941823,-0.36659813,1.451608,1.4208845,1.3087853,0.27040187,1.5621825,0.909065,-1.1176248,1.1527596,-0.6123484,1.7928832,-1.1372393,-0.13705596,1.132101,0.93844575,0.23999156,0.56554073,-0.9381078,0.5300513,0.3596528,1.2349486,-0.4810272,-2.0200882,-1.9802645,0.42004734,-0.79891884,-0.3592317,-1.7936287,2.7126396,-2.4334054,-1.6853653
adjacent_to,-0.22453393,-0.13591738,0.27995127,0.28855217,0.97769964,1.2183958,0.7367274,-0.53797615,0.4876377,-0.41856515,0.24442482,0.042140804,-0.23795548,-0.7187979,-0.4181777,0.4251035,0.42143995,1.806461,-0.10631213,-0.28966743,-0.91457725,-0.63434106,0.33992496,-0.272119,0.6325475,1.8496782,0.19875984,0.18160518,1.9616005,-0.62060744,-1.7275004,0.5939345
interconnects,1.6713622,-0.1279264,0.4317301,0.8108093,0.110010095,2.5805402,-0.42741317,1.092704,0.09784878,-0.8192665,-1.2581677,-0.030954774,0.3928616,0.15422837,-0.43796802,0.18181765,1.754115,1.526083,-0.8912462,0.526273,-0.2598922,1.3908768,-0.87807006,1.4801412,0.013035539,1.7853395,0.23150203,1.2980462,-0.4198515,-0.41884533,0.30593368,-0.7572505
conceptually_related_to,-1.9537874,0.53978527,1.7319778,0.4911642,-0.19258454,0.2297484,0.6755707,0.3657286,-0.39905635,0.84782296,-0.43911895,2.2323828,1.2725495,-0.4201225,1.3262156,-0.094646454,-0.21550894,-1.1102184,0.60180515,0.87930816,1.1959606,0.23459646,-1.1534516,-0.2989413,-1.3424482,1.3760035,0.023312263,-0.70092154,-1.2026937,1.7252656,-0.21604627,-2.4092064
surrounds,-2.1018264,1.0234724,-0.51268697,0.112718865,1.1670641,-0.97254276,-0.7648337,-1.2925606,0.11162966,-0.43211272,1.5117488,0.732216,-0.5104936,-0.20985173,1.0732518,-1.1890401,-0.97616154,-0.91850305,-0.6308529,-0.6129716,-0.82058764,-1.3296837,-0.14135285,1.0948324,0.05756117,0.081569076,-0.4569854,-0.3571772,-0.80096066,-0.0407582,0.065458395,1.8892019
derivative_of,1.4976697,2.5870354,1.8456799,-0.3499676,-2.1107285,0.28137422,-0.10044452,-2.4107568,-1.1710161,-1.2156478,0.7007562,0.0005313976,-0.71123946,1.5958332,0.07521077,1.6780878,1.5568945,-0.85959303,-1.2592036,2.0724308,-0.87717116,1.5795923,-0.38144854,-0.7483176,-0.43197966,-0.17579728,0.23044547,1.1280351,1.8114817,0.06691294,-0.9593613,-0.18353581
practices,-0.922928,-1.4086277,0.54021573,-1.289972,-1.9668049,0.13587864,-0.47656268,2.3474157,0.2890935,-0.043840256,-1.180894,-0.30171195,0.54670423,-0.6276575,-0.9300499,0.21618284,1.0135392,-0.8892375,0.18065569,-0.9959824,0.9824195,0.40027365,1.5197519,1.7527876,1.2199972,0.38681597,-1.2527224,-0.5383261,-1.6388514,-0.14724731,-0.6445339,-0.01287686
