,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
experimental_model_of_disease,-0.6477345,-0.80649865,-0.0894733,-0.46913937,1.1848618,-0.40756267,0.79807824,-0.58308226,0.06316134,1.0359521,-0.31748393,-0.15497546,0.77370733,0.7901975,-0.4871019,0.30939466
patient_or_disabled_group,-1.1388077,0.31218717,0.10558498,-1.4720783,0.035954773,0.4958691,1.0567374,0.45963386,-1.0150688,-0.059264507,0.23556979,-0.010527337,0.3472264,-0.13082281,1.6200042,0.5182876
professional_or_occupational_group,-1.052222,0.45314437,-0.25337067,-1.6011789,0.15180075,0.54056156,0.8727888,0.8147964,-1.221159,0.1641755,0.40702733,0.15244456,0.23043138,0.32831138,1.7144343,0.29410356
nucleic_acid_nucleoside_or_nucleotide,0.54006654,-0.49238285,-0.82442,0.8754394,-0.27203226,0.6015103,-0.07302699,0.88621557,-0.8080236,-0.5741272,-1.654049,-0.09411395,0.14647189,1.5024194,-0.09897862,-1.3718055
organism_function,-0.38663673,-0.7813126,0.45255083,-0.16751532,0.71386313,-0.4033236,1.2875243,0.03971887,0.5567672,-0.0055743195,-1.1117873,0.84965354,0.97158116,0.47665635,-0.3992784,-0.2170315
mental_process,-0.10535681,-0.35039684,0.36645502,-0.56338197,0.7238906,-0.37135807,0.9962278,0.2883373,0.46439663,0.109146945,-0.856758,0.66728175,0.6435139,0.4408585,-0.36525944,0.0034099282
therapeutic_or_preventive_procedure,0.50178945,-1.5642148,-0.7498911,0.11374633,0.39924604,-0.61696094,0.71358764,-0.8286859,-0.8242308,0.62996787,-0.08062135,0.3734765,-0.83269066,0.99647486,1.7674531,-0.33810017
cell_function,-0.57730216,-0.49953666,0.3266892,-0.35714418,0.59747297,-0.32893884,1.6069205,-0.102195114,0.36768678,0.020323304,-1.0411127,0.74062115,0.79359204,0.53676754,-0.46079975,-0.18355343
pathologic_function,-0.55123067,-0.75418586,-0.19889155,-0.4246328,1.1636499,-0.46867192,0.8336873,-0.357794,0.11719157,0.99136764,-0.4303158,-0.24205741,0.6690874,1.0308094,-0.52043545,0.4132556
organ_or_tissue_function,-0.545733,-0.61153233,0.52452123,-0.4440036,0.61383784,-0.30671617,1.4159172,-0.052172292,0.541288,0.10947673,-0.8557517,0.6621174,0.805362,0.5733978,-0.44204718,-0.09651611
enzyme,0.7518456,-0.79848784,-0.38917428,-0.05609971,0.00643749,-0.032500055,-0.2545506,0.18211305,-1.12914,-0.27500293,-0.7668722,-0.6508106,1.2235501,0.96468186,0.3139825,-1.2968729
cell,-0.6041129,-0.8351258,0.039904825,-0.4680798,0.48472965,1.3750151,-0.9137024,-0.386584,1.319114,-0.95592785,0.16746888,0.051401526,0.43847713,0.025354622,0.8854153,-1.4067372
cell_component,-0.8820194,-1.4555058,0.4089336,-0.34621587,0.4607342,0.8418022,-1.1547185,0.10612397,0.6698388,-0.3660959,0.086174175,0.0024909182,0.21129173,0.47439575,0.7458674,-1.2626579
cell_or_molecular_dysfunction,-0.62521714,-0.7543827,-0.2535102,-0.2636001,1.0571108,-0.46448055,0.97753584,-0.42867532,0.013439456,0.9863142,-0.38080025,-0.1635348,0.73809874,0.9084052,-0.5583624,0.41839322
hormone,0.55894315,-0.4246063,-0.5125125,-0.18613584,-0.045533206,-0.115623266,-0.059846655,0.20328799,-0.8870307,-0.16672435,-1.0177884,-0.5928016,1.3640294,0.8220277,0.4636592,-1.5164785
organic_chemical,0.058256365,-0.60390294,-0.8782371,1.0882808,-0.58570653,0.56501174,0.4410908,1.2086773,-0.8098831,-0.31120005,-1.2513932,0.16971993,-0.14182259,1.0319737,-0.37942,-1.4454151
behavior,-0.021993807,-0.13283367,-0.7665264,-1.0018418,1.3565686,0.38608235,0.51856655,-1.0578359,0.2708934,0.079309404,-1.6965724,-0.029587831,-1.0297552,0.6513017,0.63788944,-0.17063656
neuroreactive_substance_or_biogenic_amine,0.5920037,-0.5339639,-0.499079,-0.21912527,-0.102023296,-0.09184694,0.08038578,0.3047025,-1.1646549,-0.07921172,-0.909854,-0.7249967,1.3734044,0.9906768,0.44501233,-1.3962057
embryonic_structure,-1.1615981,-0.8961761,-0.058952644,-0.42961296,-0.13477618,0.7337292,-0.57976973,-0.25781265,0.96053815,-1.0874721,0.18915877,-0.1345107,0.72527176,-0.10856598,1.2009361,-1.2305838
neoplastic_process,-0.6160439,-0.6631854,-0.1503729,-0.22245026,1.1225908,-0.37165123,0.9240238,-0.4304557,-0.047174636,1.1110193,-0.2606984,-0.20751186,0.8002516,0.8312985,-0.5254249,0.38600618
laboratory_procedure,-0.024965815,-0.70923877,-0.5986247,0.09444369,0.59697825,-0.060153767,-0.16236474,-0.20506357,-0.61440235,0.45645812,-0.52970415,0.5092175,-1.5323548,0.8425403,1.2000505,-0.39231002
natural_phenomenon_or_process,-0.66038746,-0.6918359,1.1017885,-0.11539806,0.40690732,-0.272765,1.4065158,-0.31999546,-0.32209468,0.41621947,-1.4734,0.16304877,-0.094058685,2.012228,0.13825378,0.41099104
immunologic_factor,0.49582294,-0.4570693,-0.43335378,0.25336492,0.04312787,-0.12414165,0.14001974,0.12498793,-1.2476845,-0.25041667,-0.6599658,-0.7523383,1.2897851,0.82820636,0.31802315,-1.3894858
receptor,0.5943323,-0.70164037,-0.15282527,-0.0016597919,-0.08496447,-0.007991854,-0.20039761,0.21706791,-0.9327648,-0.20102794,-0.72409165,-0.93424267,1.4281877,0.7688606,0.3256799,-1.2093213
self_help_or_relief_organization,0.14908959,-0.38773918,-0.5911609,-0.9455083,-0.42415383,2.4588346,0.57606477,-0.0015029763,-0.68234015,-0.9966986,1.060975,-1.0154786,-0.25980067,0.2766685,1.5313282,-0.76590633
pharmacologic_substance,0.585656,-1.1187857,-0.09566532,-0.5267923,0.11048782,-0.6781865,0.059646722,0.74642044,-1.4249477,-0.414469,-0.4711719,-0.5085329,0.892922,0.4559973,0.538624,-0.4818052
molecular_function,-0.46436003,-0.6912208,0.48593837,-0.23653856,0.54919684,-0.074058115,1.5651313,-0.020143807,0.55993253,0.05618912,-0.91032904,0.7861752,0.7808807,0.5826088,-0.40726784,-0.37632543
regulation_or_law,-0.6287834,-0.43872955,-1.659485,0.08267323,1.3827944,0.58816135,-1.1174845,0.8467523,1.0001521,-1.7212796,-0.7833177,-0.6776544,0.07558882,-0.31180906,1.1166406,1.3421211
human,-0.010187459,-0.51617396,0.52317727,0.63824046,0.8243927,1.5171471,-0.1922739,0.51740146,-0.9638603,0.23015784,-0.6556023,0.1993374,-0.47656167,0.16383365,0.95381427,-0.6409027
eicosanoid,0.32397074,-0.6971729,-0.57452744,0.71799093,-0.32442775,0.6864145,-0.23499005,1.02453,-0.8929275,-0.7001579,-1.2371985,-0.1353266,0.024137018,1.3411171,-0.6692384,-1.0006322
amino_acid_peptide_or_protein,0.79951763,-0.3320629,-0.5367064,0.27276105,-0.12220995,0.67567915,-0.27544284,1.062052,-1.1174691,-0.9410587,-1.244392,0.15680246,-0.040216297,1.2291088,-0.42559394,-1.3567977
group_attribute,-2.4704502,-0.86682713,0.5572039,-1.1462129,-0.62073845,0.6459097,0.4234009,0.54803,-0.88576394,-1.2620707,0.23907956,-0.9928822,0.34366262,0.49106282,2.0028827,0.97857594
organism_attribute,-1.8404812,-0.56006455,0.2197323,-0.8204076,0.51953286,0.22970316,1.0424179,0.43702272,-0.2748201,-0.0058602146,-0.4482091,-0.8797796,-1.0246158,0.97998255,-0.27165934,-0.2671518
finding,-1.3972484,-0.35050443,-0.7641197,-0.51172,2.528544,0.36525473,0.04061363,0.90590143,-0.7357206,-0.262557,-0.30715355,-1.2256057,-0.35316518,0.4494183,-0.04776422,1.1949462
congenital_abnormality,-0.83157617,-1.2056458,-1.0202479,-0.38121983,0.74181813,-0.7136435,0.6369105,-0.9792381,0.17975962,0.9198568,-0.6021578,-0.25064275,0.4601032,0.16261527,-0.2702554,0.09694259
anatomical_structure,-1.4021941,-1.3133818,-0.99360716,0.27611706,0.38612068,0.5289206,-1.1869384,-0.55483705,-0.2915408,-0.25695065,-0.6122162,0.087539956,0.28376293,0.045905795,1.58133,-0.3365771
molecular_biology_research_technique,-0.3714621,-0.62499845,-0.98839456,0.61923033,0.9104344,-0.07925348,-0.13963218,-0.22957405,-0.5167787,0.22573866,0.07659564,-0.21135773,-1.1816195,0.4509572,1.9432853,-0.021124061
diagnostic_procedure,-0.03350946,-1.0179477,-1.1079825,0.52227813,0.36696205,-0.30054843,0.2774128,-0.24447726,-0.5207792,0.67523503,-0.25687903,0.821644,-1.2763472,0.85550016,1.2579697,-0.5001808
biologic_function,-0.47086528,-0.8011341,0.3010673,-0.49424773,0.64064395,-0.42442888,1.1323962,-0.14659296,0.111112386,0.35611382,-0.8255968,0.53830653,0.9129855,0.9766634,-0.34395358,0.322668
tissue,-0.8352174,-0.2683401,-0.090219714,-0.34916377,-0.09339434,1.6262213,-0.58802456,-0.5328724,1.2045975,-0.46456656,-0.088303424,0.031213332,0.6833483,-0.015244197,0.8337486,-1.5498828
hazardous_or_poisonous_substance,0.5675588,-1.1483028,-0.22353908,-0.006110488,-0.07660109,-0.48154318,0.3899704,0.424486,-0.99301934,-0.5372022,-0.7548798,-0.42217088,1.151898,0.71321344,0.5036751,-0.9145861
chemical_viewed_functionally,0.17532165,-1.2251552,-0.4859793,0.34602094,-0.5310671,-0.0010591766,0.63495696,0.91729325,-1.0234308,-0.4316927,-0.5263344,-0.21499747,0.28915364,0.7759287,-0.36633447,-0.66475886
reptile,-0.19008844,-0.85713756,0.80434203,0.9106805,1.1459183,1.5041037,-0.10725751,0.62517107,-1.0110418,0.2171399,-0.622537,0.04183362,-0.4491924,-0.16509998,1.0180497,-0.18424319
family_group,-1.3089621,0.44484428,-0.02455915,-1.0390579,-0.52538484,0.6127266,0.860806,0.77843153,-1.3386103,0.3775055,0.28319967,-0.46735156,0.25448513,0.16909592,1.6323017,0.26793522
virus,-0.3180032,-1.6872337,1.0994502,0.6913798,0.08424192,1.2442021,0.58149946,1.1841959,-1.5048658,-0.34341866,0.5725361,0.44130537,0.41972592,-0.05109436,0.54395914,-0.6376048
indicator_reagent_or_diagnostic_aid,0.19025181,-0.82129645,-0.6937325,0.5650802,-0.29710954,-0.039559882,0.49733192,0.9473935,-1.1810296,-0.34014183,-1.3103547,-0.15511774,0.61479235,0.6326106,-0.20353541,-1.0835131
sign_or_symptom,-1.2515786,-0.2887919,-1.4686154,-0.70324725,1.8717825,0.37874734,-0.14024761,1.5025613,-0.55288655,-0.045787867,0.29147804,-0.9729137,-0.5118567,0.64343417,-0.14772905,0.46935824
antibiotic,0.5379746,-0.89276594,-0.26208296,-0.43072167,-0.02408205,-0.5974686,0.047427144,0.8313804,-1.6684396,-0.31198677,-0.4197796,-0.5407861,0.95715564,0.61516064,0.45883477,-0.5069288
chemical_viewed_structurally,0.27335295,-0.89423925,-0.3908934,0.6671579,-0.18782498,0.21760249,0.81115353,0.8177801,-0.9961432,-0.8081114,-1.16257,-0.30767804,0.1078652,0.52211076,-0.38535637,-0.93034023
body_space_or_junction,-0.9722304,-0.7110236,-0.1262183,-0.24735166,-1.1036553,1.6448557,0.6867915,0.22324035,0.20830248,-1.4423966,0.020403612,1.4999582,-0.44457108,0.02990173,0.68581676,-0.7736999
amphibian,-0.39628366,-0.7689958,0.3459572,1.0708915,1.1307979,1.2106227,-0.15820777,0.6157845,-0.9451311,0.3729047,-1.256342,0.3650734,-0.27739087,-0.06889425,0.9189961,-0.29811245
health_care_related_organization,0.4679844,-0.27374202,-0.5791004,-0.8914388,-0.32654256,2.305952,0.9340428,0.044954535,-0.47281805,-0.81310385,0.59242266,-0.9608836,-0.49278086,0.2970529,1.456947,-0.30889857
fish,0.09793005,-0.83291924,0.7844292,0.59542143,1.136401,1.391986,0.23477271,0.82242477,-0.705747,0.0841005,-0.7359395,0.10529966,-0.31619853,-0.19349712,0.9007131,-0.60188544
physiologic_function,-0.5859458,-0.57169706,0.40199643,-0.34537503,0.6039629,-0.19147068,1.4191364,0.03594564,0.4703258,0.030980147,-0.8677851,0.7803199,0.73946816,0.66553324,-0.46089995,-0.1883759
animal,0.11729205,-0.8605852,0.91776407,0.6493109,1.3167572,0.82732296,0.54140455,0.15452813,-0.59999406,0.05447974,-0.82200235,-0.31670552,0.22649851,-0.4333642,1.2102752,-0.69094354
injury_or_poisoning,-0.16415526,-0.8070205,-0.8406207,-0.273249,0.61670893,-0.8963215,1.0364826,-1.0985922,0.11648704,0.46481442,-0.48319224,-0.22498259,1.023848,0.5023183,0.008680705,0.44268963
lipid,0.593076,-1.0602918,-0.68745357,0.7587279,-0.29690924,0.39002466,0.03807912,0.7569245,-0.6828813,-0.65751594,-1.2043178,-0.36571598,0.026658742,0.9688114,-0.5287982,-1.1639633
plant,0.47228333,-1.5871705,1.1419342,0.97127914,0.8320666,1.1431588,0.5628132,0.19938308,-0.42851076,-0.7952318,-0.50891393,0.17574354,-0.051740024,-0.22467753,0.9604367,-0.8674231
organization,0.0471766,0.20904838,-0.80146474,-0.21707381,-1.0120349,2.5207942,0.6345978,0.29334182,-0.95706946,-0.47439188,0.4847124,-0.9316199,-0.55771774,0.17924309,1.5086895,-0.5399992
genetic_function,-0.53190553,-0.44295692,0.31899995,-0.39881465,0.6739271,-0.20387538,1.5985096,-0.09024587,0.5088167,-0.07624705,-0.8512938,0.8323937,0.6976938,0.57533723,-0.39597905,-0.3436136
gene_or_genome,-0.92896557,-1.316554,0.38210544,-0.65874577,0.6950549,0.8359452,-1.0375166,0.25837037,0.9582508,-0.6904358,-0.050529823,0.29529598,0.5372029,0.4120276,0.6225626,-1.2124577
laboratory_or_test_result,-1.2184234,0.23049217,-0.69436336,0.14282864,1.8067037,-0.55050313,-0.38165042,0.58671755,0.046736702,-0.2490522,-0.06936274,-1.2873391,0.17227443,0.5879365,0.6348096,0.33771625
spatial_concept,-0.7437616,1.0534192,0.47150338,-1.5139636,0.23644419,0.913672,1.3809618,-0.22043003,0.16243516,-2.1318111,-2.452143,-0.3358305,0.19067912,0.35425445,1.242899,-0.9536906
rickettsia_or_chlamydia,0.21812509,-1.3684951,0.46294844,0.98045737,0.72919744,0.9197889,0.27900943,1.2387199,-1.0534416,0.026691271,0.004437281,0.7275751,0.36267334,-0.38827643,0.58773774,-0.3187823
body_substance,-0.34602496,0.37523806,-1.1928368,1.2584236,-0.9482182,1.2526803,0.07314548,1.0083917,-0.56667095,0.24661158,-1.0426968,0.26712573,0.7018396,0.8662469,0.45973676,-1.5394204
intellectual_product,-0.34056324,-0.8319665,-1.1765165,-0.13373181,0.8777583,0.62871724,-0.4022953,0.73450065,0.27797326,-1.0819739,-0.6672137,-0.29133746,0.30772352,-0.47090116,0.45505488,1.4728993
element_ion_or_isotope,0.30057868,-0.79784477,-0.15097077,0.42467117,-0.3266895,0.4668759,-0.122363105,1.187887,-1.596998,-0.83999586,-1.0531583,-0.5741295,0.23686111,0.8273702,-0.44614813,-0.4122419
research_activity,-0.51022154,-0.43203127,-1.0220441,0.43722698,0.77654105,-0.022087978,-0.25215837,0.09276152,-0.4965798,0.23061253,0.10655792,-0.33312044,-1.1303732,0.62764484,2.1540368,-0.011919884
geographic_area,-1.6624322,-0.51008064,0.7327053,-1.1268225,0.21624872,0.73711085,2.0423892,0.7223942,-0.4336945,-1.4965501,0.55218697,-1.5291685,-0.8032026,0.5559128,0.80373615,-0.011344822
professional_society,0.4617045,-0.19237915,-0.5505628,-0.8203268,-0.32291973,2.1270633,0.7851474,-0.16691357,-0.7606087,-0.9247551,0.8737292,-1.0755208,-0.61466426,0.08748929,1.3346925,-0.38540307
organophosphorus_compound,0.36481166,-0.59345025,-0.5124978,0.37291846,-0.40556705,0.7617428,-0.06839629,0.94269466,-0.98326945,-0.5204289,-1.2811149,-0.32233852,0.12696595,1.3439971,-0.44378412,-1.0443728
body_location_or_region,-0.8238706,-1.1251521,-0.50559664,-0.9393255,-0.89677584,1.871217,0.5298431,0.24690531,0.77202713,-1.2129656,-0.22122668,1.0929897,0.008754074,0.22419967,-0.29285046,-0.24831979
invertebrate,0.40848398,-0.80386245,0.45098144,0.90874577,1.1231875,0.8210425,0.14943789,0.8542797,-1.1316179,0.06430417,-0.61327213,0.3497628,0.11383689,-0.038952187,0.7026769,-0.16735047
age_group,-1.4891843,0.6284365,-0.118015334,-0.8760209,-0.6516915,0.6235547,1.0465709,0.75236684,-1.6298018,0.26658425,0.105733216,-0.30114204,0.45628121,0.14987655,1.7028337,0.49321464
human_caused_phenomenon_or_process,-0.545152,-0.4957845,-0.70262337,-1.031007,0.13155596,-0.13555522,1.4640857,-0.2490602,0.32306454,-0.19824162,-1.2439845,1.0942891,-0.15168422,1.1099931,0.64978904,0.79363257
phenomenon_or_process,-0.53331035,-0.2089076,-0.46244785,-0.70622116,1.2880348,-0.5089869,0.8934648,0.0021046905,0.47259566,-0.7753957,-1.055449,0.785986,-0.08850706,1.2267877,0.7720209,0.5748558
individual_behavior,0.32129043,0.19339946,-0.8820905,-1.2839315,1.7841349,-0.079649545,0.17532606,-0.81363165,-0.27485752,-0.0011823077,-1.1820786,-0.7707675,-1.0916954,0.95572805,1.053405,-0.5815494
bird,0.21407284,-0.643756,0.66368186,0.63296866,1.0597986,1.4138469,0.13800853,0.42096865,-0.6100963,0.29974625,-0.66932607,0.01901437,-0.07411469,-0.17760494,0.8612762,-0.44840473
mammal,0.17794895,-0.82052726,0.69658333,0.68736374,0.9721684,1.5297875,0.40283003,0.027194256,-0.677749,0.1387235,-0.72999597,0.20002137,-0.042807255,0.00400388,0.99541646,-0.7446249
qualitative_concept,-1.0250794,-0.15953569,-0.21800424,0.07374011,-1.5784667,0.84355605,0.53545904,0.7681164,0.83465195,-1.8717436,-1.277673,0.40984553,0.32626343,0.4696862,0.2946743,0.34116012
environmental_effect_of_humans,-0.56972194,-0.37651622,-0.8306315,-1.0595134,0.66968346,-0.23311569,1.1342006,-0.052657835,0.5386456,-0.8222152,-1.305099,0.8895235,0.42342257,0.94744134,0.44513807,0.74870527
social_behavior,0.04073036,0.17779922,-1.2988616,-1.1289582,1.3319942,0.35553643,-0.1065119,-0.56029063,0.04363806,0.02508139,-1.7190483,-0.30344766,-1.2910116,1.2804198,0.68256605,-0.18447274
biomedical_or_dental_material,0.87416476,-0.9895099,-0.6615403,0.19527896,-0.1961218,0.21377558,0.21371035,1.2128884,-0.9465644,-0.8244776,-0.9248819,0.11735385,0.25138134,0.8439731,-0.1506306,-1.2538347
quantitative_concept,-2.4352837,-1.0000827,-0.020475717,0.96341234,-0.9259016,0.7889615,0.53086036,1.0455915,0.117710754,-0.54603916,-0.93788224,-0.51866835,-0.61975586,0.6640428,0.228995,0.41548362
inorganic_chemical,0.5010807,-0.6720781,-0.48491067,0.75538033,-0.33044845,0.22418779,0.3979829,1.0424458,-1.16472,-0.52539057,-1.4428629,-0.25851434,0.6069103,0.86058646,-0.29131407,-0.57118577
drug_delivery_device,-0.07842276,-1.1027303,-1.1054145,0.29700834,0.6081512,-0.09480298,-1.2488862,2.1185052,-1.5148834,-0.61238736,-0.5460084,-0.20174167,1.2530937,0.098803304,0.7145766,0.8639743
educational_activity,-0.098075345,-1.0208104,-0.9422953,0.43004063,0.7124533,-0.4745154,1.1995455,-0.47947195,-0.58602196,-0.16827036,-0.11483001,-0.88008386,-0.8053115,0.413645,2.9030864,-0.09741401
chemical,0.088982716,-1.0601069,-0.5289138,0.9664417,-0.5969752,0.39982834,0.7396914,0.92071146,-0.9950371,-0.6615469,-0.32236138,-0.1600163,0.33703756,0.63692284,-0.36122763,-1.0155472
vitamin,0.52798235,-0.7458192,-0.24591683,-0.06893449,-0.14735954,-0.016170736,-0.011891552,0.3502861,-0.72502565,-0.34387553,-0.86178756,-0.7502213,1.4699819,0.924011,0.38706383,-1.1824951
fully_formed_anatomical_structure,-1.2092037,-1.0419402,0.1030445,-0.40656656,0.67989963,1.0302904,-0.8883714,-0.737575,1.6419309,-0.82110757,-0.38967812,0.061698392,0.95069057,-0.28655586,1.0569468,-0.77061874
group,-1.1026503,0.68523943,-0.07694668,-1.1821567,-0.116882406,0.6287971,1.0903642,0.7071363,-1.3143948,0.012055088,0.27108353,-0.062369727,0.38009948,-0.15446119,1.7990637,0.51507115
nucleotide_sequence,-1.299039,0.19229206,0.66154766,-1.0361803,-0.044644747,0.8048424,1.1793749,0.21525668,0.49549383,-2.9152846,-1.4630708,0.370778,-0.0965568,-0.31999582,1.3908409,0.06780991
body_system,-1.647819,-0.90281874,0.46970066,-1.976633,-0.7850494,1.4492854,0.22743984,0.43556133,0.045073546,-1.0207862,-1.3649875,0.6712811,0.42238146,1.0974853,0.06283473,0.80111474
food,1.2868997,-1.8539963,-0.43620464,0.6242346,0.33997303,0.5865176,-0.6244303,1.1627231,-1.1711437,-0.97444266,-1.6227868,0.57245034,0.16457285,0.68429583,0.104591176,-0.5716649
bacterium,0.13900755,-1.5585512,0.5663698,1.1828123,0.2282442,0.94811064,0.2653728,1.1199313,-1.0907822,-0.37602493,0.024572318,0.8588949,0.608776,-0.33210555,0.7514192,-0.43746942
fungus,-0.002761487,-1.3107466,0.44233316,1.0243487,0.69902235,0.7817072,0.4919291,1.3784518,-1.0723916,-0.26721764,-0.23713975,0.8276772,0.33850724,-0.36753908,0.6999118,-0.2742695
research_device,0.779428,-0.71904767,-1.1931185,0.11578741,0.70168245,0.35894585,-0.34379712,1.8696604,-0.7630527,-1.1503829,-0.6255131,0.397032,1.4313242,-0.3196703,0.6546273,0.15359929
governmental_or_regulatory_activity,-0.004836902,-0.90149045,-0.7038883,0.59968257,0.6875891,-0.24821989,0.7209786,-0.15639095,-0.4854369,-0.041450463,-0.27757838,-0.7489191,-1.3494507,0.8387408,2.5980852,0.23109058
idea_or_concept,-0.7175714,0.7424021,-0.11128712,-2.0538392,-0.14266865,1.1311339,0.05466155,-0.18811907,-0.32173178,-1.2795033,-1.2781509,-0.47384632,-0.21570508,0.4633181,0.94882053,-0.09917135
occupational_activity,0.0140082985,-1.321625,-0.8738542,0.42689177,0.79737264,-0.6506813,0.86688304,-0.88577384,-0.08674745,-0.3181553,0.20007701,-1.28028,-0.9133026,0.7034971,2.7405708,0.030671556
physical_object,0.10278127,-0.43948177,-0.53472525,0.60462016,-0.095082045,0.39884812,-0.5380996,0.112471074,-0.13132752,-2.1745718,0.7456402,-0.80760473,0.7524848,-0.55112636,0.90437937,0.41028553
vertebrate,-0.22352156,-0.79005545,0.96593755,0.9264184,0.68755966,1.2191504,0.3220617,0.49114516,-0.8750945,-0.04589831,-0.8738842,0.03738386,-0.45886135,0.1085111,0.9872822,-0.19534148
substance,0.41772223,-0.37014985,-2.2066746,0.7016165,-0.15122604,0.7042862,0.6886607,1.0425593,-0.6088906,-1.1461563,-0.2816854,-0.019887036,0.6937093,-0.040460423,0.07800174,-1.0223373
medical_device,0.21824875,-0.67367417,-1.3609457,0.41376492,0.49882028,-0.06737937,-0.8160057,1.9752246,-1.8902106,-0.7181395,-0.33724812,-0.2684433,1.1367288,0.056389015,0.5876885,0.73117006
manufactured_object,0.4012654,-0.8188837,-1.5602602,0.19308601,0.88220733,0.08082879,-0.64012027,1.9691417,-0.94589394,-1.17503,-0.52264833,-0.5667384,1.7655767,-0.17292611,0.87101746,0.35394543
classification,-0.08530081,-1.1617923,-1.0885749,0.29070535,1.283205,0.47404933,-0.48114634,0.47589338,-0.31457514,-1.1480334,-1.1680061,0.023011971,0.46505308,-0.43549702,0.48131037,1.1018908
daily_or_recreational_activity,0.14574113,-0.3845107,-0.7770544,0.0033635376,1.6429057,0.10309451,0.8091057,-0.104447715,-0.032221105,-0.65610033,-0.6171557,-1.0144975,-1.363105,0.81356245,2.4764202,-0.4615648
conceptual_entity,-0.122537255,0.59453917,0.19800091,-1.3951129,0.26438066,0.60552585,-0.5381539,0.41884932,-0.10321901,-0.87497866,-1.2703974,-0.96286637,0.16470774,0.3449183,1.282456,0.24538289
occupation_or_discipline,-0.36136702,-0.052043308,0.052838597,0.18290034,-0.4347997,0.5116195,-0.59165835,0.14676957,0.11421634,-0.49113786,0.010935528,-0.28087464,-0.31612632,-0.19251983,0.7153603,0.5817809
amino_acid_sequence,-1.0738143,-0.32910776,0.15397574,-0.12084286,-0.42501122,1.7847763,1.7809985,0.8545487,1.1415462,-2.3567903,-2.1198552,0.81694406,0.32250166,-0.13795194,0.0400859,0.11099108
clinical_drug,0.16310059,-0.51041377,-1.0536001,0.585253,1.0273962,-0.03867558,-0.73109215,1.8792776,-1.1997861,-0.80517274,0.10383104,-0.6052303,0.72369266,-0.36875954,0.8635496,0.6026927
activity,-0.0794077,-1.1414112,-1.3634613,1.0912608,0.14689118,0.118526146,1.7496125,-0.9903366,0.25298077,-0.42833635,-1.0319868,-1.1394144,-0.77340674,0.39572203,1.6894224,0.5784094
