,0,1,2,3
diagnostic_procedure,-0.42211816,-3.1356957,0.98139226,-2.4013078
biologic_function,-1.159183,-0.86926216,0.042219345,2.2166893
tissue,2.3461404,1.761228,-2.419008,1.939635
hazardous_or_poisonous_substance,0.086469896,-0.7774811,4.2284865,0.910662
chemical_viewed_functionally,1.0881263,-0.30244613,4.7640076,0.37942237
reptile,-3.3146393,2.6344912,-2.3729212,1.7657601
family_group,-0.58611494,1.0147166,-2.6989896,-3.1945398
virus,-1.2510207,2.5485058,0.18986069,3.011107
indicator_reagent_or_diagnostic_aid,0.4670273,-1.060851,4.520275,0.5395404
sign_or_symptom,1.9226891,-3.209806,-1.313358,-0.9265943
antibiotic,0.7794912,-0.69131404,3.6890583,-0.4006137
chemical_viewed_structurally,2.5178273,-0.03945353,3.713467,-0.006376057
body_space_or_junction,3.3904574,1.0680994,-3.314044,1.1699873
amphibian,-2.819868,3.1265752,-2.1787617,1.94185
health_care_related_organization,1.8302996,-0.062310908,-2.9286587,-4.103378
fish,-3.1153953,2.75352,-2.485184,2.1523194
physiologic_function,-1.0870241,-0.7019452,-0.3392321,2.0915775
animal,-2.8597414,3.0280771,-2.2375307,1.6914959
injury_or_poisoning,-0.86240387,-1.9517847,0.009228713,1.3682985
lipid,3.0171661,0.06341843,3.7636774,1.1313103
plant,-1.1311048,2.8567038,-1.3652898,2.9425144
organization,1.9397252,0.08471019,-2.5733275,-4.5588326
genetic_function,-0.9012143,-0.64290375,-0.40068105,2.1938405
gene_or_genome,2.570095,0.72081864,-2.1621757,2.4290628
laboratory_or_test_result,2.5384219,-3.9597154,-0.5215104,-0.25457665
spatial_concept,2.6611657,2.0598085,-2.311865,-2.7164073
rickettsia_or_chlamydia,-1.2053671,2.3715498,-0.30248672,2.415643
body_substance,1.7938616,1.7406995,2.7359304,1.6586246
intellectual_product,0.6495952,2.0541804,1.0351169,-4.86789
element_ion_or_isotope,2.3729253,-0.322035,3.7807367,0.3541915
research_activity,-1.0672911,-3.8959465,0.69258535,-3.6455126
geographic_area,1.4721712,-1.7973925,-2.4746716,-2.286261
professional_society,1.9286777,0.0011105479,-2.7051923,-4.597191
organophosphorus_compound,2.8513026,-0.24333037,3.2793558,0.47050646
body_location_or_region,2.7685845,1.543468,-3.7726133,0.12601903
invertebrate,-3.024039,2.6995564,-1.7977368,1.7539229
age_group,-1.1360004,1.0412167,-2.415403,-3.4925454
human_caused_phenomenon_or_process,-2.3944588,-3.1894195,-1.3542802,2.5136387
phenomenon_or_process,-3.0178945,-1.687672,-0.5977356,2.302104
individual_behavior,-0.950212,-2.0398014,-1.2078625,-3.1374369
bird,-2.873628,2.7735338,-2.4208984,2.1568286
mammal,-3.2379093,2.8243709,-2.325869,2.4740582
qualitative_concept,2.9315817,-2.9208632,-0.5745371,-4.215305
environmental_effect_of_humans,-2.619177,-2.8064215,-1.2142375,2.8953123
social_behavior,-1.0688217,-2.119527,-1.0593636,-3.6643646
biomedical_or_dental_material,2.074241,-0.8440253,3.952053,-0.057299487
quantitative_concept,2.950468,-1.8374614,-3.148185,-0.6984714
inorganic_chemical,1.9670504,-1.1000968,3.8867426,0.52808285
drug_delivery_device,0.36115065,2.3466556,2.2540793,-3.0031834
educational_activity,-1.2825489,-3.5416152,0.013494093,-3.9848664
chemical,0.51699877,0.08297143,4.6287394,0.08657695
vitamin,0.31806433,-0.37967348,3.9560187,1.6594859
fully_formed_anatomical_structure,2.6258712,1.0976555,-2.5527835,2.1629581
group,-1.1006502,1.1926094,-2.897992,-3.4831223
nucleotide_sequence,3.1866958,-0.03718845,-4.1737113,-0.8746209
body_system,3.8376613,1.711467,-3.2351856,-0.46944728
food,2.2021296,-0.76893365,3.4127808,-1.2986227
bacterium,-1.1579009,2.5586486,-0.20979238,2.7464263
fungus,-1.2316729,2.2377725,-0.50710654,2.7171707
research_device,1.053886,2.3006873,2.9660208,-3.122653
governmental_or_regulatory_activity,-1.2084059,-3.2060747,-0.19398543,-3.987115
idea_or_concept,1.4918455,2.714382,-3.6701071,-3.0232916
occupational_activity,-1.4970379,-2.4552,-0.041197643,-4.2219577
physical_object,-0.8781883,3.8067276,1.8658895,-1.3554776
vertebrate,-3.4022956,2.9363196,-2.2256274,1.8350313
substance,0.6281987,2.7229795,4.670047,-1.6821796
medical_device,0.62289935,2.111165,2.8567147,-3.0258248
manufactured_object,0.30814114,3.103028,2.5340557,-3.352603
classification,0.6219078,2.7874663,1.2117615,-5.1111026
daily_or_recreational_activity,-0.7967923,-3.6636055,-1.2702659,-3.9831147
conceptual_entity,0.5336471,2.3558154,-1.5727571,-4.5326357
occupation_or_discipline,-2.1934931,2.9184132,1.1016674,-4.4158087
amino_acid_sequence,4.8365784,-0.5117132,-1.5072348,-2.1315744
clinical_drug,0.36723438,3.1927962,2.576679,-3.1602242
activity,-2.3602293,-2.0506504,0.49410772,-5.0959253
event,-3.7297916,0.13300912,0.6908257,-3.3681219
temporal_concept,1.8581789,1.7557893,-2.6763973,-0.47477078
archaeon,-3.518979,2.526448,-2.1623065,2.304925
language,3.4942262,3.4018135,-1.4882907,-3.168886
biomedical_occupation_or_discipline,-2.1724117,2.755815,1.1716152,-4.36762
functional_concept,2.3971019,1.7621562,-4.3433137,-2.0487971
machine_activity,-1.65524,-4.73372,-0.5137448,-3.4389176
entity,-0.5578603,3.1731017,0.51051927,-2.6513512
carbohydrate_sequence,4.3097177,1.4247447,-1.7162703,-2.379128
organism,-3.690907,3.1787663,-1.9944829,1.5654583
