,0,1,2,3
antibiotic,0.27995732,-1.3108734,2.844249,-1.1840831
chemical_viewed_structurally,0.20617703,-0.7703718,2.76446,-1.6533859
body_space_or_junction,0.081843995,-0.9650222,-0.7478008,-0.37978685
amphibian,2.2296247,-0.4827387,1.0012529,-1.7330757
health_care_related_organization,1.038322,-0.2943891,0.23664227,-2.6578078
fish,2.049216,-0.56861246,1.0944251,-1.3624841
physiologic_function,0.19957827,-0.37570614,-0.27317068,0.8519492
animal,2.3715923,-0.51280534,1.010729,-1.5763525
injury_or_poisoning,0.18262699,-0.34069926,-0.09622877,0.7905074
lipid,0.27714804,-0.427711,2.7183344,-1.3222188
plant,2.1947386,-0.26211265,0.7825379,-1.6416259
organization,0.9250732,-0.3084962,0.36306977,-3.046624
genetic_function,0.12478308,-0.37316886,-0.21784742,0.81918275
gene_or_genome,0.7876418,-1.0710999,-0.64104044,-0.3264071
laboratory_or_test_result,-0.771354,-1.4605217,-0.97231805,-0.24858621
spatial_concept,-1.0307883,-0.1266015,-0.08052389,-1.517397
rickettsia_or_chlamydia,1.934842,-0.67859614,0.3702065,-1.08033
body_substance,-0.33350816,-0.8474837,1.860478,-0.7912201
intellectual_product,-0.011608187,0.5254854,1.8546836,-3.6854408
element_ion_or_isotope,0.3753168,-0.5868891,2.726168,-1.5005252
research_activity,-1.4668014,-1.51021,1.0267752,-1.6108937
geographic_area,-0.47183564,-0.77760834,0.035257585,-1.2116643
professional_society,0.86678505,-0.24491684,0.21306658,-2.8594043
organophosphorus_compound,0.13082096,-0.79065764,2.9200573,-1.3977995
body_location_or_region,0.17918277,-1.1935734,-0.31205857,-1.0712827
invertebrate,2.346092,-0.39989403,1.3253591,-1.569099
age_group,1.3490467,-0.40470442,0.02730566,-2.7125936
human_caused_phenomenon_or_process,-1.4169512,-0.38830855,-0.18888846,-0.70348495
phenomenon_or_process,-1.1211056,-0.59611976,-0.33967468,-0.3835284
individual_behavior,-0.70497453,-0.0707334,0.26631138,-0.22409645
bird,2.2083733,-0.5002662,1.2295656,-1.5559031
mammal,2.3392925,-0.45326912,1.0194566,-1.6302963
qualitative_concept,0.24383917,-0.3642878,-0.3633978,-1.2491846
environmental_effect_of_humans,-1.2824236,-0.5836449,-0.5928378,-0.54505926
social_behavior,-0.59711003,-0.096644804,0.3587709,-0.45494768
biomedical_or_dental_material,0.23375028,-0.57772547,2.776221,-1.5704552
quantitative_concept,-0.15069397,0.02884318,0.726423,-0.92136407
inorganic_chemical,0.37199607,-0.7711933,2.7828398,-1.4119762
drug_delivery_device,0.6078272,0.32938185,2.978486,-3.5990198
educational_activity,-1.4688165,-1.4722676,1.3961612,-1.9493967
chemical,0.445429,-0.7021914,3.0101886,-1.6936357
vitamin,-0.07083325,-1.0116392,2.635119,-1.107554
fully_formed_anatomical_structure,0.036332063,-1.8867667,-1.1318319,-1.4216504
group,1.5791414,-0.12465411,0.17980643,-2.905078
nucleotide_sequence,-0.897844,-0.21539426,0.18469778,-1.4327128
body_system,-0.8807944,-0.041392814,0.05536077,-1.4977627
food,0.9054959,-0.6937339,2.4231203,-1.6534414
bacterium,1.8303441,-0.34649408,0.54429615,-0.91474926
fungus,2.087608,-0.39462212,0.6122223,-1.0801126
research_device,0.78466463,0.6319361,1.7174085,-2.320995
governmental_or_regulatory_activity,-1.2776365,-1.0222985,1.4948945,-1.9615978
idea_or_concept,-0.52985644,-0.5761484,0.17133778,-1.6200421
occupational_activity,-1.3092178,-1.2293969,1.3601029,-2.0108423
physical_object,1.1018095,-0.40371117,2.8091333,-3.8188589
vertebrate,2.3722715,-0.5093986,1.0769857,-1.701336
substance,0.59888023,-0.027336067,2.97523,-3.0403764
medical_device,0.4656072,0.14996353,2.6086748,-2.9240482
manufactured_object,0.58058476,0.37190557,2.4208102,-2.8613682
classification,0.2472277,0.5344739,1.939042,-3.383851
daily_or_recreational_activity,-1.2158563,-1.1844983,1.2225007,-2.0052373
conceptual_entity,-0.11111644,-1.3249679,0.8915109,-2.8123841
occupation_or_discipline,-0.96352106,0.24780807,-0.15304613,-1.3172923
amino_acid_sequence,-0.04466921,0.016919399,0.004963693,-2.6596408
clinical_drug,0.34645647,0.6528179,2.222617,-2.601444
activity,-1.2465138,-0.70305693,1.3502214,-2.5170095
event,0.04945842,0.0060236966,1.2482948,-2.7984238
temporal_concept,-0.06634967,-0.31825864,0.074095644,-1.3040473
archaeon,2.2657845,-0.5668561,1.0545202,-1.6517298
language,0.3179339,-0.48617885,1.3837515,-2.870722
biomedical_occupation_or_discipline,-0.8690308,0.12099468,-0.31134275,-1.1358726
functional_concept,-0.4194451,-0.6135952,0.535848,-1.9455503
machine_activity,-0.74764097,-0.37373477,1.2690568,-2.2021995
entity,0.79563653,-1.3527243,1.931712,-3.320652
carbohydrate_sequence,-0.106643,-0.6258728,0.75674534,-2.6227922
organism,2.4215548,-0.4994926,1.0527575,-1.6036361
