,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
mental_process,0.21335703,-0.10762151,0.4646105,-0.8868083,0.35020885,-0.53240496,0.03257091,0.08641941,-0.24716756,0.20482962,0.23516963,-0.68520623,-0.6882809,0.21109381,-0.23810007,-0.45597324,0.63004684,-0.7590177,0.5444072,-0.22676988,-0.12750703,0.19204186,0.30799752,0.55520666,-1.0535588,0.5152699,0.3982736,0.0556159,0.6196003,0.25042522,-0.41315705,0.023091102
therapeutic_or_preventive_procedure,0.042200092,-0.015641164,0.29258695,0.33095154,-0.558415,-0.50534195,1.0534521,-0.95604956,0.22083034,-0.18222556,0.3898482,-0.8432631,0.4093807,0.9723385,-0.20388062,0.043119214,-0.64844763,-0.08340069,0.5543882,-0.87474775,-0.5282165,-0.3743818,0.7187342,-0.03592808,0.029890666,1.1707543,1.1285145,0.29663664,-0.35923266,0.2894904,0.46166325,0.2298474
cell_function,0.3390643,-0.14680062,0.73888224,-0.9738899,-0.23102574,-0.08107205,0.081381366,0.3161898,-0.14825062,0.57768357,0.03133948,-0.7384726,-0.44064274,0.122041896,-0.86764485,0.25466293,-0.0771841,-0.23789799,0.39472604,0.3021481,-0.065263435,0.21431264,0.22612296,0.286631,-0.6932028,0.7966432,0.12109656,0.5731751,0.44423234,0.21301134,-0.2786599,-0.1277895
pathologic_function,0.13991635,-0.04207355,0.39291552,-0.3874457,0.6075954,-0.6109461,-0.34958437,-0.28154218,0.564268,0.4294429,0.16786449,-0.2023499,-0.4028407,-0.08601533,0.068093516,0.23577555,-0.28084615,-0.4805066,0.11759132,0.22619449,0.05944845,-0.23863617,0.08090117,0.54611117,0.08459467,0.5174789,-0.3583378,0.7438388,-0.021797793,0.22521058,0.11937087,-0.47070113
organ_or_tissue_function,0.14241232,-0.12963994,0.79846346,-1.187905,-0.061253093,-0.038429633,0.09042184,0.14740103,-0.061581664,0.5719998,0.05016931,-0.928388,-0.48426917,-0.08655287,-0.5787222,0.26653463,0.010781096,-0.4056562,0.4943461,0.051716603,-0.06684918,0.5584211,0.2611995,0.18091892,-0.79917,0.8429685,0.2906754,0.52379525,0.20446819,0.27981582,-0.17779052,-0.044821627
enzyme,0.35642776,-0.26037994,-0.67231196,-0.36069375,0.57423115,0.07195172,-0.044557244,-0.91081816,-0.13615881,-0.14692613,-0.5623488,0.3331484,0.9390985,0.09470351,-0.35545337,-0.97902846,-0.786875,-0.40452766,-0.23481086,0.46476012,-0.44668794,-0.21295641,0.6181464,-0.19969869,0.45860678,0.12366371,0.39012834,0.7653863,-0.1597025,0.12738782,0.18160467,-0.26168153
cell,-0.32419762,-0.37415418,0.32783768,-0.017335122,-0.67301935,0.01977021,-0.7583902,0.03969526,-0.7601484,0.32601666,0.9200552,0.29048026,-0.1713434,-1.0772672,0.8186089,-0.013651151,-1.0578483,-0.27500927,0.7281608,-0.18450181,0.2385994,-0.02981814,-0.34654367,0.007536356,0.5366759,-0.27781147,0.83800477,-0.060028996,0.7164668,0.75088257,0.12182655,0.7775761
cell_component,0.10096179,0.20204914,-0.10088913,-0.30219108,-0.20011197,0.39113617,-0.7647912,0.08194526,-0.49490187,0.5994586,0.19002402,0.82140565,-0.32598865,-0.19469619,0.2004292,-0.2602721,-1.4421128,0.040631782,0.115176976,-0.68233824,0.6854695,0.59683436,-1.3063879,0.30495694,0.9128182,0.14540316,0.63136965,0.42408684,0.30701604,1.0672457,-0.5355054,0.3777426
cell_or_molecular_dysfunction,0.26578605,-0.084704116,0.47584686,-0.4379092,0.6319591,-0.628567,-0.40660796,-0.2110117,0.39438507,0.5386355,0.33519557,-0.2869726,-0.65454704,-0.122244276,-0.19879058,0.31201488,-0.26727474,-0.3609765,0.37307766,0.3182219,-0.1599162,-0.21437564,0.22176683,0.4717222,0.2688042,0.62365896,-0.29674792,0.57682693,-0.016762698,0.10037451,0.30337626,-0.42701802
hormone,0.14041789,-0.2701942,-0.71601206,0.0030381144,0.7445766,-0.19354475,-0.2473105,-0.57759964,-0.31768066,-0.058016807,-0.40271866,0.5833512,0.701097,-0.1484179,0.06308863,-0.42792088,-1.0406696,-0.6641735,-0.15862209,1.0895488,-0.39395636,-0.2332983,0.70118,-0.072546475,0.16622749,0.279641,0.6147106,0.8563118,-0.40890145,-0.16516596,0.5771066,0.47665086
organic_chemical,-0.18250678,0.42602763,-0.07837178,-0.3912048,-0.049238358,0.2304681,-0.8847009,-0.33177716,-0.6017941,-0.49210802,-0.28815055,-0.023182308,0.20299274,-0.07377407,-0.6809179,-1.5934831,0.3192419,-0.1289074,0.16572523,0.3288731,-0.7629326,-0.34954557,0.8393869,-0.062615305,0.11202355,0.1532308,0.7214173,0.030014822,-0.7144976,0.8192318,0.023219114,0.02798018
behavior,0.40556827,-0.021567771,-0.23088714,0.655185,0.35501876,-1.2425746,-0.1399934,0.16704743,-0.93933403,-0.00434261,-1.235761,-0.7635634,0.36685568,0.31802863,0.48384854,0.7227291,-0.8930391,0.5461614,0.0032175335,-0.47079462,0.40419886,-0.5602645,-0.107996784,-0.32105124,-0.7449596,0.5361508,0.09476486,1.8700036,-0.11537844,0.39894518,0.2420915,-0.008789096
neuroreactive_substance_or_biogenic_amine,0.4469622,-0.121287055,-0.7578513,-0.07446017,0.79425055,-0.042408332,-0.1331316,-0.5410325,-0.16772157,-0.15735452,-0.6467287,0.45832396,0.7266057,0.26185763,-0.19947158,-0.92974794,-0.71346897,-0.43716955,-0.30745623,0.82769877,-0.40198845,-0.41026822,0.64659053,0.025761573,0.4387797,0.21231282,0.16537943,0.6425467,-0.17705485,0.55237997,0.21533746,0.018729456
embryonic_structure,0.22218335,-0.7850737,0.17600235,-0.10396097,-0.54470104,0.4514112,-1.2148608,0.36929104,-0.59410036,-0.17378227,0.027716614,1.0212635,-0.17821683,-0.6905489,0.014167868,0.15012954,-0.4232068,-0.017773636,-0.27545208,0.65292126,0.34247547,-0.1120981,-0.9011416,0.6836972,-0.08352908,-0.7440698,0.74589986,0.46765938,1.1887889,0.9957131,-0.21765617,1.3362961
neoplastic_process,0.3996514,-0.0825453,0.3844731,-0.21984375,0.5344412,-0.8799377,-0.347782,-0.3708115,0.66182387,0.5001114,0.1633167,-0.44076422,-0.55595887,-0.26878035,0.008452744,0.34944078,-0.07451836,-0.6532237,0.2515176,0.24482292,-0.028502077,-0.042761452,-0.00059179595,0.2662933,0.17380185,0.4683684,-0.25997797,0.681998,0.117888965,0.04937259,0.0946962,-0.35286573
laboratory_procedure,0.028773846,-0.49276242,0.26184872,0.4667223,-0.29949713,-0.85427403,0.4069117,0.07123631,0.22906071,-0.3022701,-0.113612995,0.16713099,-0.5017484,0.7702642,-0.15355065,-0.43774092,0.20730191,-0.27295423,-0.20857458,-0.46635672,0.38382298,-0.81963855,0.5057249,0.28217387,-0.03314744,0.7932767,1.0558594,0.17556594,0.38676786,-0.6276058,0.11971075,0.31034476
natural_phenomenon_or_process,0.57248104,-0.752429,0.017548472,-1.2827461,0.3569132,-0.77708155,0.10494732,-0.2133031,0.5957283,0.5947038,-0.2075463,-0.730053,-0.4632719,-0.05115835,0.04990597,0.27830938,0.23042038,-0.9367193,-0.99596053,0.32601815,0.34437975,0.08001484,0.011916961,0.33618873,-0.256568,1.0182842,0.6446661,0.43732116,0.0779619,0.050087757,0.8638039,0.1405663
immunologic_factor,0.37358543,-0.6430176,-0.48543373,-0.402781,0.07217415,0.41997105,0.022422882,-1.0899507,-0.010133686,-0.22373828,-0.14756608,0.5595819,0.6003081,-0.052094247,-0.22412847,-0.6771216,-1.0285342,-0.30102146,-0.05481736,0.35448855,0.26868787,-0.30777073,1.0857344,-0.20189053,-0.4714676,0.68185097,0.70543814,0.7362248,-0.35016543,0.09697024,0.52697814,0.06917992
receptor,0.42879334,-0.23740754,-0.649806,-0.36297256,0.69355845,0.049218155,-0.0734434,-0.6751508,-0.17193207,-0.16641289,-0.4378447,0.44350827,0.7794368,-0.13909286,-0.23149136,-0.9759808,-0.5900238,-0.32205358,-0.16919531,0.67821103,-0.17381035,-0.18369694,0.5717829,-0.06419935,0.25357825,-0.031959433,0.3573022,0.7211683,-0.15302186,0.049002286,0.46328184,-0.014157586
self_help_or_relief_organization,-0.8922711,-0.3371669,-0.40595546,0.15713869,0.3778619,-1.0311422,0.21690883,-0.72225976,0.114909604,-0.99923813,-0.4771971,-0.06564411,-0.1366872,-0.1705754,0.7481529,-0.88639617,-0.17737696,1.1630126,-0.42090344,-0.094655946,0.11230487,-0.10655269,-1.304049,-0.5554983,1.1208392,0.34415573,0.50041085,-0.2254003,0.525473,1.2601402,1.5243719,0.01049854
pharmacologic_substance,0.17832993,-0.025442932,-0.37566245,-0.3300764,0.2017977,0.0037839557,-0.13282342,-0.04498302,-0.39662296,-0.15474495,-0.40554076,0.47499737,0.5955319,0.63519585,-0.40266,-1.1579131,-0.7328099,-0.371042,-0.30620512,0.8430153,-0.20389408,-0.477477,0.45537913,0.627686,0.48558968,0.22313009,0.3178697,0.124467395,-0.53298676,0.858258,0.57897294,0.36048415
molecular_function,-0.06244915,-0.21234125,0.76451164,-0.86569667,-0.2925896,-0.17807633,0.015937576,0.35092047,-0.08015692,0.61456656,0.20029216,-0.57764447,-0.5828526,-0.030881627,-0.84054214,0.46285617,-0.08048135,-0.42144266,0.3467255,0.28808537,-0.12848559,0.15916586,-0.031572465,0.49827862,-0.8413399,0.6541263,0.28336778,0.6071387,0.13655435,0.23211226,-0.2321209,0.20515648
regulation_or_law,-0.36403856,-0.4814703,-0.019400606,0.32264408,0.581561,-0.8285342,-0.9018928,0.024628133,-0.542439,-0.96397555,0.044793524,-0.3347544,0.17194007,-0.45631865,-0.065183386,0.49351463,0.25957826,0.17085901,-0.56692225,0.1344354,-0.82698596,0.05348659,-0.28441158,0.7721051,-0.035241775,0.46512568,0.8819881,-1.6518749,1.7462337,0.082492426,0.74564135,0.64205366
human,1.0392188,-0.6978327,0.09321192,-1.0409445,0.08329889,-0.40203112,0.48093262,-0.21566263,-0.7085333,-0.22360864,-0.25068927,-0.09477768,-0.018630354,-1.2658172,0.37827834,-0.19236067,-0.06477362,-0.12304541,0.12616035,-1.2052839,0.01581427,0.30627528,-0.41612375,0.027336579,0.5172459,0.8015538,0.029078435,-0.14993471,-0.42131752,0.3758031,0.08687995,0.6060281
eicosanoid,0.15802805,0.23502108,-0.28407514,-0.9023653,0.4794739,0.54345155,-0.72965163,-0.65385026,0.020366935,-0.6781539,-0.25397786,-0.3594172,0.9022916,-0.38157272,-0.55529076,-1.1625794,0.3076715,-0.89462644,-0.17941096,0.226295,-0.06018161,0.09155647,0.7910871,-0.5057484,0.6095228,0.28191245,0.34769592,0.47034487,-0.24436617,0.10578363,-0.24891242,0.37924436
amino_acid_peptide_or_protein,-0.70546293,-0.06688149,-0.2930062,-0.14136036,0.4124998,0.37213454,-0.79043597,-0.48101774,-0.8064777,-0.009433697,-0.2636104,-0.44359583,0.34538433,0.37904403,-0.27021614,-0.80524135,-0.58711183,-1.0178201,-0.09369188,0.5332112,-0.1344554,-0.097726576,0.6776458,-0.72364205,0.1502494,1.2141637,0.26477376,0.4439737,-1.1231431,0.4471868,0.079329856,0.9040057
group_attribute,0.021502037,0.4680234,-0.7539437,0.53686506,0.35180265,0.10495829,-0.53650427,-1.4031286,0.43594003,-0.8863549,-1.058733,0.6230915,-1.2184083,-0.05021728,0.27691442,-0.09712708,0.44338208,-0.5552305,0.2931268,-0.4619589,-0.6512579,-0.53981566,0.26933143,0.5251789,-0.29367444,0.13758835,0.39051378,0.1520354,1.231741,1.1003414,0.38484314,0.74645203
organism_attribute,0.38456252,-0.14229287,0.4901198,-0.63311493,0.39852944,-0.9324475,-1.2441604,-0.6975412,1.1094733,-0.6394072,-0.37988308,-0.20253213,-0.21252131,0.8532811,-0.303505,0.16980606,0.3735331,-0.577287,-0.68513316,-0.005037247,-0.6721268,0.2805447,0.7084211,-0.43424395,0.2478071,-0.19517158,-0.052612007,0.46723008,-0.16440374,0.51518416,0.4769639,0.68732476
finding,-0.1887208,0.90277016,-0.15340605,0.3925774,-0.63797605,-0.49130592,-0.9325951,-0.20506305,0.7954552,-0.66431564,-0.40946516,0.022358406,-0.15332021,-0.48648906,0.6966066,-0.21548723,0.26691905,0.10324063,0.20241779,-0.79893404,0.42740244,-0.48232907,0.2590432,-0.14745727,0.55641353,0.12958983,-0.2628517,0.89772373,0.1072692,1.3086793,0.5465499,0.18014662
congenital_abnormality,0.6766402,-0.042001713,0.5364831,-0.1329351,0.44401273,-0.18689524,-0.3723627,-1.0343684,0.19805487,0.26593977,0.05159713,0.3471858,-0.1103885,0.06371445,-0.19486561,0.46551675,-0.7750686,-0.72478944,-0.011208343,0.14205793,-0.12379136,0.4144084,-0.22436038,-0.14872487,-0.027625572,0.612082,-0.44344276,0.94770575,0.5485478,0.86304265,-0.7514585,-0.14382476
anatomical_structure,0.09108647,-0.016317993,0.35965824,-0.034877963,0.27426627,0.08588815,-0.2677019,-0.44483626,-1.2191386,-0.81877875,-0.25761157,0.32406417,0.26067635,-1.0986073,0.8059115,-0.41885224,-0.58297664,-0.07193127,0.36204478,0.20113237,1.0327815,0.24528658,-0.70995945,-0.16052352,0.21355447,-0.021762725,0.02159185,0.6075868,0.79602695,0.9072789,-0.14554623,0.77073026
molecular_biology_research_technique,-0.6164785,-0.46209845,-0.28386077,1.166328,-0.5750569,-0.5918998,-0.07995141,0.10803278,-0.6238465,-0.50664407,-0.11958983,-0.088873364,-0.62344676,0.549859,0.2722825,-0.10975759,0.5018004,-0.80542785,-0.27928105,-0.8305262,0.8103875,-1.3702507,0.80573106,0.1830913,-0.24251984,0.32750446,1.1935836,0.08026002,0.36838904,-0.5301087,-0.07741979,1.2339857
diagnostic_procedure,0.0013816159,-0.37090567,0.3986341,0.8664732,-0.6185756,-0.35032758,0.22049728,-0.50423276,0.059753414,-0.04593585,-0.12568848,0.11223181,-0.49710077,0.7347476,-0.16202709,-0.23104964,0.29064336,-0.26795077,0.1310076,-0.7313676,-0.17223583,-0.32003707,0.38414317,0.14712906,0.19426258,1.0037807,0.922026,0.0889436,0.20168501,-0.56398344,-0.30152056,0.6157036
biologic_function,0.5900118,-0.04822269,0.94793415,-1.2211077,0.20977028,-0.29216248,-0.023681765,-0.33350536,0.17516208,0.3365679,0.33527055,-0.67588717,-0.23016654,-0.41300055,-0.3219425,-0.071560934,0.17604253,-0.36544415,0.23910846,0.089148246,-0.042873412,0.114281185,0.5490704,0.2516143,-0.42177644,0.53413993,0.27407184,0.35413802,0.76207983,0.12617086,-0.116526484,-0.5398261
tissue,0.24828386,-0.4569037,0.27049625,-0.43121156,-0.060420685,0.094548315,-0.51053536,-0.46147063,-0.6134198,0.5135144,0.5242886,0.6844488,-0.14589266,-1.17756,0.66971356,-0.2488187,-0.8798771,0.13576646,0.14372586,-0.4209069,0.26425007,0.5092174,-0.6480796,-0.06934394,0.68931764,-0.7755301,1.4312215,-0.3004234,0.642036,0.066714324,0.18422526,0.60251474
hazardous_or_poisonous_substance,0.35119903,-0.0068780547,-0.73968345,-0.39384413,0.5158175,0.04533853,0.18430887,-0.66332316,-0.1683828,-0.1646671,-0.2081193,0.7170303,0.5954074,-0.72809786,-0.40402368,-0.5973989,-0.5692219,-0.1359929,-0.38822502,0.712324,-0.2299456,-0.26119512,0.6538362,0.39874434,0.25882086,0.019918874,0.4439125,0.6697287,-0.7460343,-0.02221178,0.2795953,1.0300779
chemical_viewed_functionally,-0.08329181,-0.11941349,0.14128703,-0.089657374,-0.2201739,0.2576418,-0.5953411,-0.076521136,-0.10397724,-0.3695389,0.045185085,0.33036676,0.5613129,-0.6132423,-0.43148473,-0.88894373,-0.24160486,-0.2862159,0.13459305,0.75062776,-0.080156706,-0.8597196,0.64257514,0.7903973,-0.033185095,0.09464596,0.79389143,0.50787735,-0.8444762,0.45659763,0.34355882,0.24214053
reptile,0.5207373,-0.14896505,0.079814956,-1.1090322,-0.07581407,-0.21448451,0.41461456,-0.032065954,-1.0274398,-0.24909157,-0.5761036,-0.27756846,-0.08245755,-0.9232193,0.5769496,-0.20604034,-0.18001585,0.09955593,0.15335646,-1.2664269,-0.2710578,0.32529348,-0.6048731,0.28258124,-0.11495771,1.1290157,0.26088557,-0.027766332,-0.8906588,0.82725096,0.061361425,0.40097564
family_group,0.37443066,-0.6431692,-0.7435221,0.16939303,0.04050336,-0.42695433,0.73575306,-0.92952776,0.40808794,-1.0920902,0.014247763,0.04898284,-1.3499043,-0.4832777,0.57346344,-0.49532834,0.19653504,-0.30043828,0.5602084,-0.15165779,-0.08254469,-0.77283156,0.24986376,-0.64539653,1.2882968,-0.31280026,0.72725797,-0.6383675,0.8268264,0.75214636,0.49596545,-0.34889024
virus,0.9048784,-0.47549757,-0.5679188,-0.9423333,-0.7358726,0.031194208,-0.02228979,0.10928825,-0.40090665,-0.215809,0.29688698,-0.14774132,-0.29555258,-0.7526374,0.59670734,-0.26369104,-0.5509311,-0.4670242,0.6733406,-0.26650262,-0.8418065,0.10851968,0.29392084,-0.0523945,0.74538046,1.0291224,-0.24680114,0.367974,-0.48751697,-0.1956978,0.5493073,1.0301393
indicator_reagent_or_diagnostic_aid,0.14454143,-0.39655787,-0.22630404,-0.9438369,0.59440005,0.56014866,-0.8609895,0.15230897,-0.35376897,-0.4979379,-0.22972117,0.22408554,0.5231924,-0.17872494,-0.68744546,-1.2504731,0.39508715,-0.5068276,-0.08354981,0.27188474,-0.06744875,-0.46522853,0.39957276,0.108138196,0.25482452,0.050961073,0.930355,0.32646856,-0.048353225,0.072623305,0.49880013,0.3482596
sign_or_symptom,-0.45796928,0.46802574,0.29246667,0.38254464,-0.34237564,-0.77310085,-0.6528967,-0.04224,0.29172578,0.18871918,-0.6337139,0.46689034,-0.31129822,-0.49362597,0.58965176,0.28214133,0.6632105,-0.47326237,-0.12662685,-0.2902512,-0.34533134,-0.3698271,0.31520477,-0.84350055,1.0612907,-0.36244005,0.15532482,0.2269279,0.11427713,1.2970543,0.60299194,0.41527128
antibiotic,0.33012685,-0.09928367,-0.33930138,-0.5897243,0.39378688,-0.23424089,-0.07762074,-0.11319698,0.10940094,-0.090303354,-0.5203292,0.403497,0.94591707,0.20063949,-0.1868628,-1.2120591,-0.27780905,-0.13401741,-0.53961384,0.86499715,0.01807606,-0.6483817,0.6541524,0.33552873,0.6252175,0.17983343,0.5778792,-0.17064063,-0.2632839,0.69273734,0.8512641,0.48273855
chemical_viewed_structurally,-0.20871747,0.19282618,-0.5532574,-0.3991095,6.890543e-06,0.14081016,-1.0307547,0.052058015,-0.33487082,-1.0781173,-0.018101403,0.4684276,0.0039703827,-0.2798421,-0.8064687,-1.300796,-0.13834254,0.100893356,-0.2924233,0.36758295,0.18987836,-1.3898777,0.7089688,0.63915044,-0.26211223,0.15777767,0.6456128,0.5054442,-0.38793638,0.050441757,0.32476577,0.47720748
body_space_or_junction,0.032212004,0.991366,0.74715805,0.24424414,-0.58219725,-0.30430162,-1.0578551,0.055680297,-1.1855849,-0.36989108,1.2023785,-0.0071693184,0.23506366,-1.3724183,-0.13983627,1.1902804,-0.61029863,-0.43783164,0.067587994,0.88987416,-1.0595047,0.904254,-0.37996042,-0.71128595,0.4769628,0.05973621,1.0974178,0.85518014,0.27787006,-0.32692796,0.5088704,0.37503925
amphibian,0.9935427,-0.22668135,0.18754148,-1.0941292,-0.38757202,-0.55868703,0.20849994,0.25736174,-1.118133,0.10359671,-0.34727466,0.008676723,0.2257062,-1.0305291,0.24567315,-0.13654824,-0.27060777,-0.17123674,0.13830599,-1.0728279,-0.5513901,0.4826886,-0.25403863,0.31409216,0.6202461,0.6334269,-0.044983394,0.12613557,-0.7087693,0.7177508,0.031139953,0.61407554
